Files already downloaded and verified
Files already downloaded and verified
prune rate 0.6 regularization odecay 1.0
valid 159 ====> Acc@1 73.840 Acc@5 97.880
train 160 ====> Acc@1 83.092 Acc@5 99.264
sparsity 160 ====> 70.26% || num_zero/num_total: 601278/855770
valid 160 ====> Acc@1 72.260 Acc@5 98.030
train 161 ====> Acc@1 83.194 Acc@5 99.294
sparsity 161 ====> 70.26% || num_zero/num_total: 601278/855770
valid 161 ====> Acc@1 71.000 Acc@5 96.440
train 162 ====> Acc@1 83.328 Acc@5 99.264
sparsity 162 ====> 70.26% || num_zero/num_total: 601278/855770
valid 162 ====> Acc@1 71.620 Acc@5 97.210
train 163 ====> Acc@1 83.764 Acc@5 99.226
sparsity 163 ====> 70.26% || num_zero/num_total: 601278/855770
valid 163 ====> Acc@1 76.460 Acc@5 98.530
train 164 ====> Acc@1 83.468 Acc@5 99.258
sparsity 164 ====> 70.26% || num_zero/num_total: 601278/855770
valid 164 ====> Acc@1 74.970 Acc@5 98.190
train 165 ====> Acc@1 83.746 Acc@5 99.296
sparsity 165 ====> 70.26% || num_zero/num_total: 601278/855770
valid 165 ====> Acc@1 72.740 Acc@5 97.260
train 166 ====> Acc@1 83.986 Acc@5 99.294
sparsity 166 ====> 70.26% || num_zero/num_total: 601278/855770
valid 166 ====> Acc@1 70.890 Acc@5 97.970
train 167 ====> Acc@1 83.850 Acc@5 99.304
sparsity 167 ====> 70.26% || num_zero/num_total: 601278/855770
valid 167 ====> Acc@1 69.950 Acc@5 97.840
train 168 ====> Acc@1 83.890 Acc@5 99.300
sparsity 168 ====> 70.26% || num_zero/num_total: 601278/855770
valid 168 ====> Acc@1 73.350 Acc@5 98.050
train 169 ====> Acc@1 84.046 Acc@5 99.282
sparsity 169 ====> 70.26% || num_zero/num_total: 601278/855770
valid 169 ====> Acc@1 70.450 Acc@5 97.040
train 170 ====> Acc@1 83.804 Acc@5 99.214
sparsity 170 ====> 70.26% || num_zero/num_total: 601278/855770
valid 170 ====> Acc@1 71.680 Acc@5 96.650
train 171 ====> Acc@1 84.066 Acc@5 99.276
sparsity 171 ====> 70.26% || num_zero/num_total: 601278/855770
valid 171 ====> Acc@1 76.830 Acc@5 98.450
train 172 ====> Acc@1 84.260 Acc@5 99.272
sparsity 172 ====> 70.26% || num_zero/num_total: 601278/855770
valid 172 ====> Acc@1 75.120 Acc@5 97.730
train 173 ====> Acc@1 84.274 Acc@5 99.328
sparsity 173 ====> 70.26% || num_zero/num_total: 601278/855770
valid 173 ====> Acc@1 70.150 Acc@5 98.660
train 174 ====> Acc@1 84.432 Acc@5 99.356
sparsity 174 ====> 70.26% || num_zero/num_total: 601278/855770
valid 174 ====> Acc@1 77.010 Acc@5 98.580
train 175 ====> Acc@1 84.246 Acc@5 99.340
sparsity 175 ====> 70.26% || num_zero/num_total: 601278/855770
valid 175 ====> Acc@1 75.700 Acc@5 98.130
train 176 ====> Acc@1 84.306 Acc@5 99.304
sparsity 176 ====> 70.26% || num_zero/num_total: 601278/855770
valid 176 ====> Acc@1 74.210 Acc@5 97.690
train 177 ====> Acc@1 84.182 Acc@5 99.298
sparsity 177 ====> 70.26% || num_zero/num_total: 601278/855770
valid 177 ====> Acc@1 56.490 Acc@5 90.620
train 178 ====> Acc@1 84.204 Acc@5 99.354
sparsity 178 ====> 70.26% || num_zero/num_total: 601278/855770
valid 178 ====> Acc@1 63.580 Acc@5 96.830
train 179 ====> Acc@1 84.332 Acc@5 99.362
sparsity 179 ====> 70.26% || num_zero/num_total: 601278/855770
valid 179 ====> Acc@1 74.120 Acc@5 98.110
train 180 ====> Acc@1 84.378 Acc@5 99.392
sparsity 180 ====> 70.26% || num_zero/num_total: 601278/855770
valid 180 ====> Acc@1 70.380 Acc@5 97.180
train 181 ====> Acc@1 84.710 Acc@5 99.382
sparsity 181 ====> 70.26% || num_zero/num_total: 601278/855770
valid 181 ====> Acc@1 67.330 Acc@5 97.500
train 182 ====> Acc@1 84.446 Acc@5 99.362
sparsity 182 ====> 70.26% || num_zero/num_total: 601278/855770
valid 182 ====> Acc@1 60.170 Acc@5 96.860
train 183 ====> Acc@1 84.890 Acc@5 99.340
sparsity 183 ====> 70.26% || num_zero/num_total: 601278/855770
valid 183 ====> Acc@1 66.240 Acc@5 96.290
train 184 ====> Acc@1 84.544 Acc@5 99.334
sparsity 184 ====> 70.26% || num_zero/num_total: 601278/855770
valid 184 ====> Acc@1 74.540 Acc@5 98.680
train 185 ====> Acc@1 84.568 Acc@5 99.374
sparsity 185 ====> 70.26% || num_zero/num_total: 601278/855770
valid 185 ====> Acc@1 70.850 Acc@5 97.710
train 186 ====> Acc@1 84.798 Acc@5 99.366
sparsity 186 ====> 70.26% || num_zero/num_total: 601278/855770
valid 186 ====> Acc@1 78.380 Acc@5 98.680
train 187 ====> Acc@1 85.128 Acc@5 99.416
sparsity 187 ====> 70.26% || num_zero/num_total: 601278/855770
valid 187 ====> Acc@1 75.690 Acc@5 98.500
train 188 ====> Acc@1 84.744 Acc@5 99.362
sparsity 188 ====> 70.26% || num_zero/num_total: 601278/855770
valid 188 ====> Acc@1 70.370 Acc@5 98.150
train 189 ====> Acc@1 84.956 Acc@5 99.374
sparsity 189 ====> 70.26% || num_zero/num_total: 601278/855770
valid 189 ====> Acc@1 73.530 Acc@5 98.120
train 190 ====> Acc@1 84.584 Acc@5 99.376
sparsity 190 ====> 70.26% || num_zero/num_total: 601278/855770
valid 190 ====> Acc@1 63.370 Acc@5 97.810
train 191 ====> Acc@1 84.948 Acc@5 99.376
sparsity 191 ====> 70.26% || num_zero/num_total: 601278/855770
valid 191 ====> Acc@1 63.260 Acc@5 97.730
train 192 ====> Acc@1 85.072 Acc@5 99.396
sparsity 192 ====> 70.26% || num_zero/num_total: 601278/855770
valid 192 ====> Acc@1 69.410 Acc@5 97.410
train 193 ====> Acc@1 85.110 Acc@5 99.352
sparsity 193 ====> 70.26% || num_zero/num_total: 601278/855770
valid 193 ====> Acc@1 72.590 Acc@5 98.580
train 194 ====> Acc@1 84.832 Acc@5 99.386
sparsity 194 ====> 70.26% || num_zero/num_total: 601278/855770
valid 194 ====> Acc@1 72.390 Acc@5 96.550
train 195 ====> Acc@1 84.952 Acc@5 99.398
sparsity 195 ====> 70.26% || num_zero/num_total: 601278/855770
valid 195 ====> Acc@1 78.250 Acc@5 97.820
train 196 ====> Acc@1 85.394 Acc@5 99.352
sparsity 196 ====> 70.26% || num_zero/num_total: 601278/855770
valid 196 ====> Acc@1 73.940 Acc@5 98.210
train 197 ====> Acc@1 85.458 Acc@5 99.404
sparsity 197 ====> 70.26% || num_zero/num_total: 601278/855770
valid 197 ====> Acc@1 78.320 Acc@5 98.430
train 198 ====> Acc@1 85.268 Acc@5 99.400
sparsity 198 ====> 70.26% || num_zero/num_total: 601278/855770
valid 198 ====> Acc@1 72.000 Acc@5 97.350
train 199 ====> Acc@1 85.356 Acc@5 99.410
sparsity 199 ====> 70.26% || num_zero/num_total: 601278/855770
valid 199 ====> Acc@1 65.840 Acc@5 96.530
train 200 ====> Acc@1 85.100 Acc@5 99.448
sparsity 200 ====> 70.26% || num_zero/num_total: 601278/855770
valid 200 ====> Acc@1 69.570 Acc@5 97.530
train 201 ====> Acc@1 85.568 Acc@5 99.396
sparsity 201 ====> 70.26% || num_zero/num_total: 601278/855770
valid 201 ====> Acc@1 72.530 Acc@5 97.760
train 202 ====> Acc@1 85.052 Acc@5 99.394
sparsity 202 ====> 70.26% || num_zero/num_total: 601278/855770
valid 202 ====> Acc@1 72.220 Acc@5 98.350
train 203 ====> Acc@1 85.660 Acc@5 99.424
sparsity 203 ====> 70.26% || num_zero/num_total: 601278/855770
valid 203 ====> Acc@1 62.630 Acc@5 94.970
train 204 ====> Acc@1 84.968 Acc@5 99.438
sparsity 204 ====> 70.26% || num_zero/num_total: 601278/855770
valid 204 ====> Acc@1 76.810 Acc@5 98.450
train 205 ====> Acc@1 85.444 Acc@5 99.436
sparsity 205 ====> 70.26% || num_zero/num_total: 601278/855770
valid 205 ====> Acc@1 75.490 Acc@5 98.320
train 206 ====> Acc@1 85.494 Acc@5 99.434
sparsity 206 ====> 70.26% || num_zero/num_total: 601278/855770
valid 206 ====> Acc@1 73.440 Acc@5 98.430
train 207 ====> Acc@1 85.536 Acc@5 99.426
sparsity 207 ====> 70.26% || num_zero/num_total: 601278/855770
valid 207 ====> Acc@1 72.230 Acc@5 98.100
train 208 ====> Acc@1 85.456 Acc@5 99.458
sparsity 208 ====> 70.26% || num_zero/num_total: 601278/855770
valid 208 ====> Acc@1 78.080 Acc@5 98.550
train 209 ====> Acc@1 85.660 Acc@5 99.414
sparsity 209 ====> 70.26% || num_zero/num_total: 601278/855770
valid 209 ====> Acc@1 71.220 Acc@5 97.640
train 210 ====> Acc@1 85.464 Acc@5 99.440
sparsity 210 ====> 70.26% || num_zero/num_total: 601278/855770
valid 210 ====> Acc@1 73.980 Acc@5 98.160
train 211 ====> Acc@1 85.800 Acc@5 99.436
sparsity 211 ====> 70.26% || num_zero/num_total: 601278/855770
valid 211 ====> Acc@1 78.310 Acc@5 98.690
train 212 ====> Acc@1 85.746 Acc@5 99.438
sparsity 212 ====> 70.26% || num_zero/num_total: 601278/855770
valid 212 ====> Acc@1 75.110 Acc@5 98.260
train 213 ====> Acc@1 85.688 Acc@5 99.432
sparsity 213 ====> 70.26% || num_zero/num_total: 601278/855770
valid 213 ====> Acc@1 73.620 Acc@5 97.660
train 214 ====> Acc@1 85.826 Acc@5 99.482
sparsity 214 ====> 70.26% || num_zero/num_total: 601278/855770
valid 214 ====> Acc@1 70.750 Acc@5 97.900
train 215 ====> Acc@1 85.768 Acc@5 99.450
sparsity 215 ====> 70.26% || num_zero/num_total: 601278/855770
valid 215 ====> Acc@1 73.380 Acc@5 96.800
train 216 ====> Acc@1 85.670 Acc@5 99.402
sparsity 216 ====> 70.26% || num_zero/num_total: 601278/855770
valid 216 ====> Acc@1 68.850 Acc@5 96.410
train 217 ====> Acc@1 85.914 Acc@5 99.424
sparsity 217 ====> 70.26% || num_zero/num_total: 601278/855770
valid 217 ====> Acc@1 74.400 Acc@5 97.540
train 218 ====> Acc@1 85.702 Acc@5 99.438
sparsity 218 ====> 70.26% || num_zero/num_total: 601278/855770
valid 218 ====> Acc@1 72.050 Acc@5 98.080
train 219 ====> Acc@1 85.922 Acc@5 99.472
sparsity 219 ====> 70.26% || num_zero/num_total: 601278/855770
valid 219 ====> Acc@1 63.540 Acc@5 95.210
train 220 ====> Acc@1 85.784 Acc@5 99.406
sparsity 220 ====> 70.26% || num_zero/num_total: 601278/855770
valid 220 ====> Acc@1 72.070 Acc@5 98.260
train 221 ====> Acc@1 85.890 Acc@5 99.486
sparsity 221 ====> 70.26% || num_zero/num_total: 601278/855770
valid 221 ====> Acc@1 72.620 Acc@5 97.380
train 222 ====> Acc@1 86.048 Acc@5 99.452
sparsity 222 ====> 70.26% || num_zero/num_total: 601278/855770
valid 222 ====> Acc@1 79.710 Acc@5 98.440
train 223 ====> Acc@1 85.744 Acc@5 99.516
sparsity 223 ====> 70.26% || num_zero/num_total: 601278/855770
valid 223 ====> Acc@1 78.480 Acc@5 98.670
train 224 ====> Acc@1 86.018 Acc@5 99.468
sparsity 224 ====> 70.26% || num_zero/num_total: 601278/855770
valid 224 ====> Acc@1 76.280 Acc@5 98.170
train 225 ====> Acc@1 85.926 Acc@5 99.474
sparsity 225 ====> 70.26% || num_zero/num_total: 601278/855770
valid 225 ====> Acc@1 72.160 Acc@5 95.910
train 226 ====> Acc@1 86.006 Acc@5 99.492
sparsity 226 ====> 70.26% || num_zero/num_total: 601278/855770
valid 226 ====> Acc@1 72.930 Acc@5 97.550
train 227 ====> Acc@1 85.988 Acc@5 99.506
sparsity 227 ====> 70.26% || num_zero/num_total: 601278/855770
valid 227 ====> Acc@1 73.910 Acc@5 98.410
train 228 ====> Acc@1 86.024 Acc@5 99.498
sparsity 228 ====> 70.26% || num_zero/num_total: 601278/855770
valid 228 ====> Acc@1 73.490 Acc@5 98.200
train 229 ====> Acc@1 86.202 Acc@5 99.502
sparsity 229 ====> 70.26% || num_zero/num_total: 601278/855770
valid 229 ====> Acc@1 66.200 Acc@5 96.620
train 230 ====> Acc@1 85.874 Acc@5 99.474
sparsity 230 ====> 70.26% || num_zero/num_total: 601278/855770
valid 230 ====> Acc@1 78.480 Acc@5 98.710
train 231 ====> Acc@1 86.022 Acc@5 99.484
sparsity 231 ====> 70.26% || num_zero/num_total: 601278/855770
valid 231 ====> Acc@1 73.130 Acc@5 97.550
train 232 ====> Acc@1 86.378 Acc@5 99.522
sparsity 232 ====> 70.26% || num_zero/num_total: 601278/855770
valid 232 ====> Acc@1 80.040 Acc@5 98.560
train 233 ====> Acc@1 85.760 Acc@5 99.442
sparsity 233 ====> 70.26% || num_zero/num_total: 601278/855770
valid 233 ====> Acc@1 66.650 Acc@5 97.680
train 234 ====> Acc@1 86.264 Acc@5 99.504
sparsity 234 ====> 70.26% || num_zero/num_total: 601278/855770
valid 234 ====> Acc@1 79.160 Acc@5 98.810
train 235 ====> Acc@1 86.164 Acc@5 99.478
sparsity 235 ====> 70.26% || num_zero/num_total: 601278/855770
valid 235 ====> Acc@1 77.170 Acc@5 98.670
train 236 ====> Acc@1 86.214 Acc@5 99.444
sparsity 236 ====> 70.26% || num_zero/num_total: 601278/855770
valid 236 ====> Acc@1 75.300 Acc@5 97.910
train 237 ====> Acc@1 86.060 Acc@5 99.502
sparsity 237 ====> 70.26% || num_zero/num_total: 601278/855770
valid 237 ====> Acc@1 77.970 Acc@5 98.270
train 238 ====> Acc@1 86.256 Acc@5 99.502
sparsity 238 ====> 70.26% || num_zero/num_total: 601278/855770
valid 238 ====> Acc@1 79.330 Acc@5 98.820
train 239 ====> Acc@1 86.324 Acc@5 99.492
sparsity 239 ====> 70.26% || num_zero/num_total: 601278/855770
valid 239 ====> Acc@1 74.780 Acc@5 97.930
train 240 ====> Acc@1 86.394 Acc@5 99.512
sparsity 240 ====> 70.26% || num_zero/num_total: 601278/855770
valid 240 ====> Acc@1 70.820 Acc@5 97.000
train 241 ====> Acc@1 86.284 Acc@5 99.534
sparsity 241 ====> 70.26% || num_zero/num_total: 601278/855770
valid 241 ====> Acc@1 65.610 Acc@5 96.280
train 242 ====> Acc@1 86.520 Acc@5 99.512
sparsity 242 ====> 70.26% || num_zero/num_total: 601278/855770
valid 242 ====> Acc@1 74.750 Acc@5 98.250
train 243 ====> Acc@1 86.320 Acc@5 99.478
sparsity 243 ====> 70.26% || num_zero/num_total: 601278/855770
valid 243 ====> Acc@1 71.450 Acc@5 97.570
train 244 ====> Acc@1 86.642 Acc@5 99.494
sparsity 244 ====> 70.26% || num_zero/num_total: 601278/855770
valid 244 ====> Acc@1 76.100 Acc@5 98.250
train 245 ====> Acc@1 86.182 Acc@5 99.472
sparsity 245 ====> 70.26% || num_zero/num_total: 601278/855770
valid 245 ====> Acc@1 74.120 Acc@5 97.450
train 246 ====> Acc@1 86.370 Acc@5 99.484
sparsity 246 ====> 70.26% || num_zero/num_total: 601278/855770
valid 246 ====> Acc@1 70.030 Acc@5 97.850
train 247 ====> Acc@1 86.270 Acc@5 99.524
sparsity 247 ====> 70.26% || num_zero/num_total: 601278/855770
valid 247 ====> Acc@1 69.130 Acc@5 98.380
train 248 ====> Acc@1 86.394 Acc@5 99.510
sparsity 248 ====> 70.26% || num_zero/num_total: 601278/855770
valid 248 ====> Acc@1 68.270 Acc@5 97.540
train 249 ====> Acc@1 86.566 Acc@5 99.502
sparsity 249 ====> 70.26% || num_zero/num_total: 601278/855770
valid 249 ====> Acc@1 75.420 Acc@5 97.440
train 250 ====> Acc@1 86.614 Acc@5 99.554
sparsity 250 ====> 70.26% || num_zero/num_total: 601278/855770
valid 250 ====> Acc@1 73.660 Acc@5 98.200
train 251 ====> Acc@1 86.706 Acc@5 99.524
sparsity 251 ====> 70.26% || num_zero/num_total: 601278/855770
valid 251 ====> Acc@1 76.470 Acc@5 97.470
train 252 ====> Acc@1 86.588 Acc@5 99.514
sparsity 252 ====> 70.26% || num_zero/num_total: 601278/855770
valid 252 ====> Acc@1 74.730 Acc@5 97.900
train 253 ====> Acc@1 86.668 Acc@5 99.444
sparsity 253 ====> 70.26% || num_zero/num_total: 601278/855770
valid 253 ====> Acc@1 74.650 Acc@5 98.380
train 254 ====> Acc@1 86.536 Acc@5 99.572
sparsity 254 ====> 70.26% || num_zero/num_total: 601278/855770
valid 254 ====> Acc@1 70.300 Acc@5 96.010
train 255 ====> Acc@1 86.706 Acc@5 99.528
sparsity 255 ====> 70.26% || num_zero/num_total: 601278/855770
valid 255 ====> Acc@1 77.550 Acc@5 98.270
train 256 ====> Acc@1 86.718 Acc@5 99.554
sparsity 256 ====> 70.26% || num_zero/num_total: 601278/855770
valid 256 ====> Acc@1 76.920 Acc@5 98.420
train 257 ====> Acc@1 86.634 Acc@5 99.494
sparsity 257 ====> 70.26% || num_zero/num_total: 601278/855770
valid 257 ====> Acc@1 75.700 Acc@5 98.110
train 258 ====> Acc@1 86.556 Acc@5 99.534
sparsity 258 ====> 70.26% || num_zero/num_total: 601278/855770
valid 258 ====> Acc@1 76.520 Acc@5 98.440
train 259 ====> Acc@1 86.792 Acc@5 99.520
sparsity 259 ====> 70.26% || num_zero/num_total: 601278/855770
valid 259 ====> Acc@1 67.690 Acc@5 96.860
train 260 ====> Acc@1 86.474 Acc@5 99.510
sparsity 260 ====> 70.26% || num_zero/num_total: 601278/855770
valid 260 ====> Acc@1 78.610 Acc@5 98.330
train 261 ====> Acc@1 86.614 Acc@5 99.532
sparsity 261 ====> 70.26% || num_zero/num_total: 601278/855770
valid 261 ====> Acc@1 66.650 Acc@5 95.450
train 262 ====> Acc@1 86.440 Acc@5 99.534
sparsity 262 ====> 70.26% || num_zero/num_total: 601278/855770
valid 262 ====> Acc@1 73.240 Acc@5 97.490
train 263 ====> Acc@1 86.830 Acc@5 99.550
sparsity 263 ====> 70.26% || num_zero/num_total: 601278/855770
valid 263 ====> Acc@1 65.670 Acc@5 94.960
train 264 ====> Acc@1 86.536 Acc@5 99.508
sparsity 264 ====> 70.26% || num_zero/num_total: 601278/855770
valid 264 ====> Acc@1 76.290 Acc@5 97.510
train 265 ====> Acc@1 86.804 Acc@5 99.524
sparsity 265 ====> 70.26% || num_zero/num_total: 601278/855770
valid 265 ====> Acc@1 75.530 Acc@5 98.210
train 266 ====> Acc@1 86.786 Acc@5 99.512
sparsity 266 ====> 70.26% || num_zero/num_total: 601278/855770
valid 266 ====> Acc@1 76.340 Acc@5 98.010
train 267 ====> Acc@1 87.188 Acc@5 99.576
sparsity 267 ====> 70.26% || num_zero/num_total: 601278/855770
valid 267 ====> Acc@1 75.210 Acc@5 98.530
train 268 ====> Acc@1 86.572 Acc@5 99.512
sparsity 268 ====> 70.26% || num_zero/num_total: 601278/855770
valid 268 ====> Acc@1 75.060 Acc@5 97.180
train 269 ====> Acc@1 87.252 Acc@5 99.568
sparsity 269 ====> 70.26% || num_zero/num_total: 601278/855770
valid 269 ====> Acc@1 75.090 Acc@5 97.940
train 270 ====> Acc@1 87.086 Acc@5 99.566
sparsity 270 ====> 70.26% || num_zero/num_total: 601278/855770
valid 270 ====> Acc@1 79.400 Acc@5 98.780
train 271 ====> Acc@1 86.518 Acc@5 99.502
sparsity 271 ====> 70.26% || num_zero/num_total: 601278/855770
valid 271 ====> Acc@1 76.250 Acc@5 98.810
train 272 ====> Acc@1 87.030 Acc@5 99.540
sparsity 272 ====> 70.26% || num_zero/num_total: 601278/855770
valid 272 ====> Acc@1 70.500 Acc@5 97.690
train 273 ====> Acc@1 86.858 Acc@5 99.548
sparsity 273 ====> 70.26% || num_zero/num_total: 601278/855770
valid 273 ====> Acc@1 66.330 Acc@5 94.590
train 274 ====> Acc@1 86.740 Acc@5 99.544
sparsity 274 ====> 70.26% || num_zero/num_total: 601278/855770
valid 274 ====> Acc@1 68.830 Acc@5 96.910
train 275 ====> Acc@1 86.996 Acc@5 99.522
sparsity 275 ====> 70.26% || num_zero/num_total: 601278/855770
valid 275 ====> Acc@1 74.120 Acc@5 96.170
train 276 ====> Acc@1 86.944 Acc@5 99.542
sparsity 276 ====> 70.26% || num_zero/num_total: 601278/855770
valid 276 ====> Acc@1 76.080 Acc@5 98.310
train 277 ====> Acc@1 87.106 Acc@5 99.540
sparsity 277 ====> 70.26% || num_zero/num_total: 601278/855770
valid 277 ====> Acc@1 79.870 Acc@5 98.780
train 278 ====> Acc@1 86.788 Acc@5 99.572
sparsity 278 ====> 70.26% || num_zero/num_total: 601278/855770
valid 278 ====> Acc@1 80.230 Acc@5 98.520
train 279 ====> Acc@1 87.000 Acc@5 99.520
sparsity 279 ====> 70.26% || num_zero/num_total: 601278/855770
valid 279 ====> Acc@1 79.940 Acc@5 98.280
train 280 ====> Acc@1 87.092 Acc@5 99.544
sparsity 280 ====> 70.26% || num_zero/num_total: 601278/855770
valid 280 ====> Acc@1 77.390 Acc@5 98.610
train 281 ====> Acc@1 86.796 Acc@5 99.570
sparsity 281 ====> 70.26% || num_zero/num_total: 601278/855770
valid 281 ====> Acc@1 80.810 Acc@5 98.740
train 282 ====> Acc@1 87.078 Acc@5 99.544
sparsity 282 ====> 70.26% || num_zero/num_total: 601278/855770
valid 282 ====> Acc@1 77.700 Acc@5 97.790
train 283 ====> Acc@1 87.224 Acc@5 99.616
sparsity 283 ====> 70.26% || num_zero/num_total: 601278/855770
valid 283 ====> Acc@1 70.780 Acc@5 96.560
train 284 ====> Acc@1 86.822 Acc@5 99.592
sparsity 284 ====> 70.26% || num_zero/num_total: 601278/855770
valid 284 ====> Acc@1 70.790 Acc@5 97.190
train 285 ====> Acc@1 87.284 Acc@5 99.600
sparsity 285 ====> 70.26% || num_zero/num_total: 601278/855770
valid 285 ====> Acc@1 75.260 Acc@5 97.100
train 286 ====> Acc@1 86.946 Acc@5 99.546
sparsity 286 ====> 70.26% || num_zero/num_total: 601278/855770
valid 286 ====> Acc@1 75.450 Acc@5 97.890
train 287 ====> Acc@1 86.974 Acc@5 99.542
sparsity 287 ====> 70.26% || num_zero/num_total: 601278/855770
valid 287 ====> Acc@1 70.380 Acc@5 96.750
train 288 ====> Acc@1 87.192 Acc@5 99.540
sparsity 288 ====> 70.26% || num_zero/num_total: 601278/855770
valid 288 ====> Acc@1 76.340 Acc@5 98.420
train 289 ====> Acc@1 87.156 Acc@5 99.606
sparsity 289 ====> 70.26% || num_zero/num_total: 601278/855770
valid 289 ====> Acc@1 78.550 Acc@5 98.680
train 290 ====> Acc@1 87.444 Acc@5 99.582
sparsity 290 ====> 70.26% || num_zero/num_total: 601278/855770
valid 290 ====> Acc@1 71.330 Acc@5 98.130
train 291 ====> Acc@1 86.980 Acc@5 99.552
sparsity 291 ====> 70.26% || num_zero/num_total: 601278/855770
valid 291 ====> Acc@1 70.160 Acc@5 96.420
train 292 ====> Acc@1 87.158 Acc@5 99.604
sparsity 292 ====> 70.26% || num_zero/num_total: 601278/855770
valid 292 ====> Acc@1 71.720 Acc@5 97.490
train 293 ====> Acc@1 87.154 Acc@5 99.566
sparsity 293 ====> 70.26% || num_zero/num_total: 601278/855770
valid 293 ====> Acc@1 76.760 Acc@5 98.900
train 294 ====> Acc@1 87.162 Acc@5 99.546
sparsity 294 ====> 70.26% || num_zero/num_total: 601278/855770
valid 294 ====> Acc@1 78.000 Acc@5 98.600
train 295 ====> Acc@1 87.184 Acc@5 99.530
sparsity 295 ====> 70.26% || num_zero/num_total: 601278/855770
valid 295 ====> Acc@1 74.540 Acc@5 98.250
train 296 ====> Acc@1 87.224 Acc@5 99.562
sparsity 296 ====> 70.26% || num_zero/num_total: 601278/855770
valid 296 ====> Acc@1 79.850 Acc@5 98.540
train 297 ====> Acc@1 87.320 Acc@5 99.584
sparsity 297 ====> 70.26% || num_zero/num_total: 601278/855770
valid 297 ====> Acc@1 69.210 Acc@5 96.700
train 298 ====> Acc@1 87.018 Acc@5 99.604
sparsity 298 ====> 70.26% || num_zero/num_total: 601278/855770
valid 298 ====> Acc@1 78.260 Acc@5 98.130
train 299 ====> Acc@1 87.026 Acc@5 99.558
sparsity 299 ====> 70.26% || num_zero/num_total: 601278/855770
valid 299 ====> Acc@1 79.250 Acc@5 98.460
[281, 86.796, 99.57, 80.81, 98.74]
