Files already downloaded and verified
Files already downloaded and verified
prune rate 0.6 regularization odecay 1.0
valid 32 ====> Acc@1 50.980 Acc@5 93.540
train 33 ====> Acc@1 53.850 Acc@5 94.138
sparsity 33 ====> 70.30% || num_zero/num_total: 601566/855770
valid 33 ====> Acc@1 46.740 Acc@5 92.230
train 34 ====> Acc@1 54.200 Acc@5 94.262
sparsity 34 ====> 70.30% || num_zero/num_total: 601566/855770
valid 34 ====> Acc@1 51.500 Acc@5 93.980
train 35 ====> Acc@1 54.554 Acc@5 94.122
sparsity 35 ====> 70.30% || num_zero/num_total: 601566/855770
valid 35 ====> Acc@1 52.060 Acc@5 93.530
train 36 ====> Acc@1 55.098 Acc@5 94.464
sparsity 36 ====> 70.30% || num_zero/num_total: 601566/855770
valid 36 ====> Acc@1 52.220 Acc@5 93.610
train 37 ====> Acc@1 55.206 Acc@5 94.426
sparsity 37 ====> 70.26% || num_zero/num_total: 601278/855770
valid 37 ====> Acc@1 49.790 Acc@5 92.910
train 38 ====> Acc@1 55.196 Acc@5 94.534
sparsity 38 ====> 70.30% || num_zero/num_total: 601566/855770
valid 38 ====> Acc@1 53.150 Acc@5 94.100
train 39 ====> Acc@1 55.436 Acc@5 94.500
sparsity 39 ====> 70.26% || num_zero/num_total: 601278/855770
valid 39 ====> Acc@1 51.490 Acc@5 93.900
train 40 ====> Acc@1 56.314 Acc@5 94.672
sparsity 40 ====> 70.30% || num_zero/num_total: 601566/855770
valid 40 ====> Acc@1 56.120 Acc@5 95.010
train 41 ====> Acc@1 56.870 Acc@5 94.750
sparsity 41 ====> 70.30% || num_zero/num_total: 601566/855770
valid 41 ====> Acc@1 50.810 Acc@5 93.090
train 42 ====> Acc@1 56.804 Acc@5 94.620
sparsity 42 ====> 70.26% || num_zero/num_total: 601278/855770
valid 42 ====> Acc@1 53.870 Acc@5 94.090
train 43 ====> Acc@1 56.592 Acc@5 94.800
sparsity 43 ====> 70.26% || num_zero/num_total: 601278/855770
valid 43 ====> Acc@1 46.740 Acc@5 91.780
train 44 ====> Acc@1 56.776 Acc@5 94.762
sparsity 44 ====> 70.26% || num_zero/num_total: 601278/855770
valid 44 ====> Acc@1 50.360 Acc@5 94.800
train 45 ====> Acc@1 57.314 Acc@5 94.878
sparsity 45 ====> 70.26% || num_zero/num_total: 601278/855770
valid 45 ====> Acc@1 56.160 Acc@5 94.740
train 46 ====> Acc@1 57.560 Acc@5 95.172
sparsity 46 ====> 70.26% || num_zero/num_total: 601278/855770
valid 46 ====> Acc@1 55.080 Acc@5 95.040
train 47 ====> Acc@1 58.480 Acc@5 95.384
sparsity 47 ====> 70.26% || num_zero/num_total: 601278/855770
valid 47 ====> Acc@1 54.130 Acc@5 94.320
train 48 ====> Acc@1 58.028 Acc@5 95.244
sparsity 48 ====> 70.26% || num_zero/num_total: 601278/855770
valid 48 ====> Acc@1 51.010 Acc@5 94.490
train 49 ====> Acc@1 58.376 Acc@5 95.274
sparsity 49 ====> 70.26% || num_zero/num_total: 601278/855770
valid 49 ====> Acc@1 53.690 Acc@5 94.360
train 50 ====> Acc@1 58.770 Acc@5 95.372
sparsity 50 ====> 70.26% || num_zero/num_total: 601278/855770
valid 50 ====> Acc@1 43.070 Acc@5 92.120
train 51 ====> Acc@1 59.144 Acc@5 95.358
sparsity 51 ====> 70.26% || num_zero/num_total: 601278/855770
valid 51 ====> Acc@1 52.330 Acc@5 92.020
train 52 ====> Acc@1 59.090 Acc@5 95.380
sparsity 52 ====> 70.26% || num_zero/num_total: 601278/855770
valid 52 ====> Acc@1 53.660 Acc@5 94.600
train 53 ====> Acc@1 59.922 Acc@5 95.694
sparsity 53 ====> 70.26% || num_zero/num_total: 601278/855770
valid 53 ====> Acc@1 58.220 Acc@5 95.900
train 54 ====> Acc@1 60.142 Acc@5 95.666
sparsity 54 ====> 70.26% || num_zero/num_total: 601278/855770
valid 54 ====> Acc@1 58.250 Acc@5 95.150
train 55 ====> Acc@1 59.942 Acc@5 95.624
sparsity 55 ====> 70.26% || num_zero/num_total: 601278/855770
valid 55 ====> Acc@1 58.550 Acc@5 95.130
train 56 ====> Acc@1 60.634 Acc@5 95.782
sparsity 56 ====> 70.26% || num_zero/num_total: 601278/855770
valid 56 ====> Acc@1 49.310 Acc@5 93.340
train 57 ====> Acc@1 60.886 Acc@5 95.864
sparsity 57 ====> 70.26% || num_zero/num_total: 601278/855770
valid 57 ====> Acc@1 52.130 Acc@5 92.750
train 58 ====> Acc@1 60.740 Acc@5 95.766
sparsity 58 ====> 70.26% || num_zero/num_total: 601278/855770
valid 58 ====> Acc@1 50.600 Acc@5 91.790
train 59 ====> Acc@1 61.124 Acc@5 95.768
sparsity 59 ====> 70.26% || num_zero/num_total: 601278/855770
valid 59 ====> Acc@1 57.580 Acc@5 95.430
train 60 ====> Acc@1 61.268 Acc@5 96.012
sparsity 60 ====> 70.26% || num_zero/num_total: 601278/855770
valid 60 ====> Acc@1 56.300 Acc@5 94.700
train 61 ====> Acc@1 62.034 Acc@5 96.128
sparsity 61 ====> 70.26% || num_zero/num_total: 601278/855770
valid 61 ====> Acc@1 45.750 Acc@5 90.570
train 62 ====> Acc@1 62.180 Acc@5 96.142
sparsity 62 ====> 70.26% || num_zero/num_total: 601278/855770
valid 62 ====> Acc@1 54.710 Acc@5 95.380
train 63 ====> Acc@1 62.090 Acc@5 96.148
sparsity 63 ====> 70.26% || num_zero/num_total: 601278/855770
valid 63 ====> Acc@1 58.550 Acc@5 95.760
train 64 ====> Acc@1 62.322 Acc@5 96.164
sparsity 64 ====> 70.26% || num_zero/num_total: 601278/855770
valid 64 ====> Acc@1 53.560 Acc@5 94.940
train 65 ====> Acc@1 62.662 Acc@5 96.206
sparsity 65 ====> 70.26% || num_zero/num_total: 601278/855770
valid 65 ====> Acc@1 58.410 Acc@5 95.640
train 66 ====> Acc@1 63.056 Acc@5 96.250
sparsity 66 ====> 70.26% || num_zero/num_total: 601278/855770
valid 66 ====> Acc@1 58.120 Acc@5 94.730
train 67 ====> Acc@1 63.870 Acc@5 96.386
sparsity 67 ====> 70.26% || num_zero/num_total: 601278/855770
valid 67 ====> Acc@1 49.410 Acc@5 93.960
train 68 ====> Acc@1 63.988 Acc@5 96.500
sparsity 68 ====> 70.26% || num_zero/num_total: 601278/855770
valid 68 ====> Acc@1 61.580 Acc@5 96.530
train 69 ====> Acc@1 64.260 Acc@5 96.562
sparsity 69 ====> 70.26% || num_zero/num_total: 601278/855770
valid 69 ====> Acc@1 62.290 Acc@5 96.700
train 70 ====> Acc@1 64.240 Acc@5 96.656
sparsity 70 ====> 70.26% || num_zero/num_total: 601278/855770
valid 70 ====> Acc@1 50.030 Acc@5 92.330
train 71 ====> Acc@1 64.484 Acc@5 96.730
sparsity 71 ====> 70.26% || num_zero/num_total: 601278/855770
valid 71 ====> Acc@1 44.880 Acc@5 90.360
train 72 ====> Acc@1 64.936 Acc@5 96.802
sparsity 72 ====> 70.26% || num_zero/num_total: 601278/855770
valid 72 ====> Acc@1 57.200 Acc@5 93.980
train 73 ====> Acc@1 65.474 Acc@5 96.840
sparsity 73 ====> 70.26% || num_zero/num_total: 601278/855770
valid 73 ====> Acc@1 62.430 Acc@5 96.180
train 74 ====> Acc@1 65.724 Acc@5 96.926
sparsity 74 ====> 70.26% || num_zero/num_total: 601278/855770
valid 74 ====> Acc@1 61.300 Acc@5 96.280
train 75 ====> Acc@1 65.996 Acc@5 97.018
sparsity 75 ====> 70.26% || num_zero/num_total: 601278/855770
valid 75 ====> Acc@1 62.530 Acc@5 97.050
train 76 ====> Acc@1 66.462 Acc@5 97.062
sparsity 76 ====> 70.26% || num_zero/num_total: 601278/855770
valid 76 ====> Acc@1 49.350 Acc@5 92.290
train 77 ====> Acc@1 66.476 Acc@5 96.966
sparsity 77 ====> 70.26% || num_zero/num_total: 601278/855770
valid 77 ====> Acc@1 59.120 Acc@5 95.610
train 78 ====> Acc@1 66.530 Acc@5 97.042
sparsity 78 ====> 70.26% || num_zero/num_total: 601278/855770
valid 78 ====> Acc@1 61.960 Acc@5 96.230
train 79 ====> Acc@1 67.254 Acc@5 97.240
sparsity 79 ====> 70.26% || num_zero/num_total: 601278/855770
valid 79 ====> Acc@1 53.440 Acc@5 93.650
train 80 ====> Acc@1 67.466 Acc@5 97.278
sparsity 80 ====> 70.26% || num_zero/num_total: 601278/855770
valid 80 ====> Acc@1 62.410 Acc@5 96.340
train 81 ====> Acc@1 67.830 Acc@5 97.378
sparsity 81 ====> 70.26% || num_zero/num_total: 601278/855770
valid 81 ====> Acc@1 65.730 Acc@5 96.470
train 82 ====> Acc@1 68.570 Acc@5 97.474
sparsity 82 ====> 70.26% || num_zero/num_total: 601278/855770
valid 82 ====> Acc@1 64.160 Acc@5 97.200
train 83 ====> Acc@1 68.472 Acc@5 97.394
sparsity 83 ====> 70.26% || num_zero/num_total: 601278/855770
valid 83 ====> Acc@1 57.200 Acc@5 91.240
train 84 ====> Acc@1 69.340 Acc@5 97.546
sparsity 84 ====> 70.26% || num_zero/num_total: 601278/855770
valid 84 ====> Acc@1 60.550 Acc@5 95.520
train 85 ====> Acc@1 69.290 Acc@5 97.620
sparsity 85 ====> 70.26% || num_zero/num_total: 601278/855770
valid 85 ====> Acc@1 59.400 Acc@5 95.780
train 86 ====> Acc@1 69.694 Acc@5 97.616
sparsity 86 ====> 70.26% || num_zero/num_total: 601278/855770
valid 86 ====> Acc@1 64.910 Acc@5 96.970
train 87 ====> Acc@1 69.966 Acc@5 97.600
sparsity 87 ====> 70.26% || num_zero/num_total: 601278/855770
valid 87 ====> Acc@1 50.550 Acc@5 90.220
train 88 ====> Acc@1 70.524 Acc@5 97.810
sparsity 88 ====> 70.26% || num_zero/num_total: 601278/855770
valid 88 ====> Acc@1 63.690 Acc@5 96.260
train 89 ====> Acc@1 71.002 Acc@5 97.718
sparsity 89 ====> 70.26% || num_zero/num_total: 601278/855770
valid 89 ====> Acc@1 58.990 Acc@5 95.900
train 90 ====> Acc@1 71.634 Acc@5 97.886
sparsity 90 ====> 70.26% || num_zero/num_total: 601278/855770
valid 90 ====> Acc@1 60.170 Acc@5 96.400
train 91 ====> Acc@1 71.404 Acc@5 97.784
sparsity 91 ====> 70.26% || num_zero/num_total: 601278/855770
valid 91 ====> Acc@1 64.140 Acc@5 95.150
train 92 ====> Acc@1 71.882 Acc@5 97.896
sparsity 92 ====> 70.26% || num_zero/num_total: 601278/855770
valid 92 ====> Acc@1 66.320 Acc@5 96.460
train 93 ====> Acc@1 72.406 Acc@5 97.970
sparsity 93 ====> 70.26% || num_zero/num_total: 601278/855770
valid 93 ====> Acc@1 67.480 Acc@5 96.820
train 94 ====> Acc@1 72.406 Acc@5 97.964
sparsity 94 ====> 70.26% || num_zero/num_total: 601278/855770
valid 94 ====> Acc@1 62.760 Acc@5 95.380
train 95 ====> Acc@1 72.926 Acc@5 98.118
sparsity 95 ====> 70.26% || num_zero/num_total: 601278/855770
valid 95 ====> Acc@1 70.990 Acc@5 97.820
train 96 ====> Acc@1 73.102 Acc@5 98.086
sparsity 96 ====> 70.26% || num_zero/num_total: 601278/855770
valid 96 ====> Acc@1 53.030 Acc@5 95.130
train 97 ====> Acc@1 73.368 Acc@5 98.196
sparsity 97 ====> 70.26% || num_zero/num_total: 601278/855770
valid 97 ====> Acc@1 63.500 Acc@5 97.220
train 98 ====> Acc@1 74.022 Acc@5 98.174
sparsity 98 ====> 70.26% || num_zero/num_total: 601278/855770
valid 98 ====> Acc@1 61.950 Acc@5 94.850
train 99 ====> Acc@1 74.222 Acc@5 98.224
sparsity 99 ====> 70.26% || num_zero/num_total: 601278/855770
valid 99 ====> Acc@1 68.560 Acc@5 96.700
train 100 ====> Acc@1 74.354 Acc@5 98.172
sparsity 100 ====> 70.26% || num_zero/num_total: 601278/855770
valid 100 ====> Acc@1 59.270 Acc@5 95.430
train 101 ====> Acc@1 74.720 Acc@5 98.254
sparsity 101 ====> 70.26% || num_zero/num_total: 601278/855770
valid 101 ====> Acc@1 69.420 Acc@5 97.650
train 102 ====> Acc@1 75.228 Acc@5 98.336
sparsity 102 ====> 70.26% || num_zero/num_total: 601278/855770
valid 102 ====> Acc@1 65.870 Acc@5 97.450
train 103 ====> Acc@1 75.538 Acc@5 98.348
sparsity 103 ====> 70.26% || num_zero/num_total: 601278/855770
valid 103 ====> Acc@1 71.070 Acc@5 97.280
train 104 ====> Acc@1 75.772 Acc@5 98.402
sparsity 104 ====> 70.26% || num_zero/num_total: 601278/855770
valid 104 ====> Acc@1 71.660 Acc@5 98.120
train 105 ====> Acc@1 75.808 Acc@5 98.390
sparsity 105 ====> 70.26% || num_zero/num_total: 601278/855770
valid 105 ====> Acc@1 66.940 Acc@5 96.940
train 106 ====> Acc@1 75.918 Acc@5 98.454
sparsity 106 ====> 70.26% || num_zero/num_total: 601278/855770
valid 106 ====> Acc@1 69.880 Acc@5 97.830
train 107 ====> Acc@1 76.032 Acc@5 98.492
sparsity 107 ====> 70.26% || num_zero/num_total: 601278/855770
valid 107 ====> Acc@1 67.240 Acc@5 96.520
train 108 ====> Acc@1 76.350 Acc@5 98.522
sparsity 108 ====> 70.26% || num_zero/num_total: 601278/855770
valid 108 ====> Acc@1 63.490 Acc@5 96.210
train 109 ====> Acc@1 76.726 Acc@5 98.562
sparsity 109 ====> 70.26% || num_zero/num_total: 601278/855770
valid 109 ====> Acc@1 74.170 Acc@5 98.330
train 110 ====> Acc@1 77.126 Acc@5 98.544
sparsity 110 ====> 70.26% || num_zero/num_total: 601278/855770
valid 110 ====> Acc@1 68.590 Acc@5 97.050
train 111 ====> Acc@1 76.802 Acc@5 98.590
sparsity 111 ====> 70.26% || num_zero/num_total: 601278/855770
valid 111 ====> Acc@1 68.680 Acc@5 97.390
train 112 ====> Acc@1 77.104 Acc@5 98.568
sparsity 112 ====> 70.26% || num_zero/num_total: 601278/855770
valid 112 ====> Acc@1 74.640 Acc@5 98.280
train 113 ====> Acc@1 77.658 Acc@5 98.602
sparsity 113 ====> 70.26% || num_zero/num_total: 601278/855770
valid 113 ====> Acc@1 67.300 Acc@5 97.210
train 114 ====> Acc@1 77.584 Acc@5 98.738
sparsity 114 ====> 70.26% || num_zero/num_total: 601278/855770
valid 114 ====> Acc@1 70.860 Acc@5 96.950
train 115 ====> Acc@1 77.610 Acc@5 98.712
sparsity 115 ====> 70.26% || num_zero/num_total: 601278/855770
valid 115 ====> Acc@1 73.370 Acc@5 98.340
train 116 ====> Acc@1 77.850 Acc@5 98.726
sparsity 116 ====> 70.26% || num_zero/num_total: 601278/855770
valid 116 ====> Acc@1 70.260 Acc@5 96.770
train 117 ====> Acc@1 78.280 Acc@5 98.734
sparsity 117 ====> 70.26% || num_zero/num_total: 601278/855770
valid 117 ====> Acc@1 66.470 Acc@5 96.960
train 118 ====> Acc@1 78.430 Acc@5 98.766
sparsity 118 ====> 70.26% || num_zero/num_total: 601278/855770
valid 118 ====> Acc@1 72.140 Acc@5 97.830
train 119 ====> Acc@1 78.794 Acc@5 98.738
sparsity 119 ====> 70.26% || num_zero/num_total: 601278/855770
valid 119 ====> Acc@1 70.930 Acc@5 97.440
train 120 ====> Acc@1 78.606 Acc@5 98.772
sparsity 120 ====> 70.26% || num_zero/num_total: 601278/855770
valid 120 ====> Acc@1 67.050 Acc@5 97.350
train 121 ====> Acc@1 78.958 Acc@5 98.868
sparsity 121 ====> 70.26% || num_zero/num_total: 601278/855770
valid 121 ====> Acc@1 65.430 Acc@5 96.920
train 122 ====> Acc@1 79.382 Acc@5 98.842
sparsity 122 ====> 70.26% || num_zero/num_total: 601278/855770
valid 122 ====> Acc@1 70.690 Acc@5 96.880
train 123 ====> Acc@1 78.984 Acc@5 98.834
sparsity 123 ====> 70.26% || num_zero/num_total: 601278/855770
valid 123 ====> Acc@1 64.730 Acc@5 97.380
train 124 ====> Acc@1 79.716 Acc@5 98.850
sparsity 124 ====> 70.26% || num_zero/num_total: 601278/855770
valid 124 ====> Acc@1 71.110 Acc@5 97.370
train 125 ====> Acc@1 79.770 Acc@5 98.872
sparsity 125 ====> 70.26% || num_zero/num_total: 601278/855770
valid 125 ====> Acc@1 74.090 Acc@5 97.820
train 126 ====> Acc@1 79.936 Acc@5 98.856
sparsity 126 ====> 70.26% || num_zero/num_total: 601278/855770
valid 126 ====> Acc@1 67.200 Acc@5 97.470
train 127 ====> Acc@1 79.626 Acc@5 98.888
sparsity 127 ====> 70.26% || num_zero/num_total: 601278/855770
valid 127 ====> Acc@1 70.240 Acc@5 97.060
train 128 ====> Acc@1 79.930 Acc@5 99.008
sparsity 128 ====> 70.26% || num_zero/num_total: 601278/855770
valid 128 ====> Acc@1 63.850 Acc@5 96.830
train 129 ====> Acc@1 80.484 Acc@5 98.956
sparsity 129 ====> 70.26% || num_zero/num_total: 601278/855770
valid 129 ====> Acc@1 73.890 Acc@5 98.000
train 130 ====> Acc@1 80.268 Acc@5 98.934
sparsity 130 ====> 70.26% || num_zero/num_total: 601278/855770
valid 130 ====> Acc@1 73.090 Acc@5 98.140
train 131 ====> Acc@1 80.208 Acc@5 98.962
sparsity 131 ====> 70.26% || num_zero/num_total: 601278/855770
valid 131 ====> Acc@1 69.150 Acc@5 98.070
train 132 ====> Acc@1 80.384 Acc@5 99.036
sparsity 132 ====> 70.26% || num_zero/num_total: 601278/855770
valid 132 ====> Acc@1 75.930 Acc@5 98.480
train 133 ====> Acc@1 80.992 Acc@5 98.980
sparsity 133 ====> 70.26% || num_zero/num_total: 601278/855770
valid 133 ====> Acc@1 70.580 Acc@5 97.300
train 134 ====> Acc@1 80.838 Acc@5 98.992
sparsity 134 ====> 70.26% || num_zero/num_total: 601278/855770
valid 134 ====> Acc@1 70.590 Acc@5 97.570
train 135 ====> Acc@1 81.070 Acc@5 98.926
sparsity 135 ====> 70.26% || num_zero/num_total: 601278/855770
valid 135 ====> Acc@1 68.980 Acc@5 97.900
train 136 ====> Acc@1 81.052 Acc@5 99.062
sparsity 136 ====> 70.26% || num_zero/num_total: 601278/855770
valid 136 ====> Acc@1 69.100 Acc@5 96.550
train 137 ====> Acc@1 81.124 Acc@5 99.042
sparsity 137 ====> 70.26% || num_zero/num_total: 601278/855770
valid 137 ====> Acc@1 68.740 Acc@5 96.540
train 138 ====> Acc@1 81.562 Acc@5 99.032
sparsity 138 ====> 70.26% || num_zero/num_total: 601278/855770
valid 138 ====> Acc@1 62.430 Acc@5 97.660
train 139 ====> Acc@1 81.624 Acc@5 99.132
sparsity 139 ====> 70.26% || num_zero/num_total: 601278/855770
valid 139 ====> Acc@1 70.960 Acc@5 97.260
train 140 ====> Acc@1 81.582 Acc@5 99.028
sparsity 140 ====> 70.26% || num_zero/num_total: 601278/855770
valid 140 ====> Acc@1 75.460 Acc@5 97.900
train 141 ====> Acc@1 81.692 Acc@5 99.114
sparsity 141 ====> 70.26% || num_zero/num_total: 601278/855770
valid 141 ====> Acc@1 69.940 Acc@5 97.210
train 142 ====> Acc@1 81.664 Acc@5 99.100
sparsity 142 ====> 70.26% || num_zero/num_total: 601278/855770
valid 142 ====> Acc@1 67.700 Acc@5 97.140
train 143 ====> Acc@1 81.842 Acc@5 99.086
sparsity 143 ====> 70.26% || num_zero/num_total: 601278/855770
valid 143 ====> Acc@1 68.370 Acc@5 96.600
train 144 ====> Acc@1 81.896 Acc@5 99.104
sparsity 144 ====> 70.26% || num_zero/num_total: 601278/855770
valid 144 ====> Acc@1 75.010 Acc@5 98.360
train 145 ====> Acc@1 82.080 Acc@5 99.130
sparsity 145 ====> 70.26% || num_zero/num_total: 601278/855770
valid 145 ====> Acc@1 67.800 Acc@5 96.900
train 146 ====> Acc@1 82.430 Acc@5 99.112
sparsity 146 ====> 70.26% || num_zero/num_total: 601278/855770
valid 146 ====> Acc@1 67.400 Acc@5 98.020
train 147 ====> Acc@1 82.286 Acc@5 99.148
sparsity 147 ====> 70.26% || num_zero/num_total: 601278/855770
valid 147 ====> Acc@1 70.220 Acc@5 97.500
train 148 ====> Acc@1 82.378 Acc@5 99.142
sparsity 148 ====> 70.26% || num_zero/num_total: 601278/855770
valid 148 ====> Acc@1 74.160 Acc@5 98.080
train 149 ====> Acc@1 82.798 Acc@5 99.228
sparsity 149 ====> 70.26% || num_zero/num_total: 601278/855770
valid 149 ====> Acc@1 64.670 Acc@5 96.620
train 150 ====> Acc@1 82.838 Acc@5 99.140
sparsity 150 ====> 70.26% || num_zero/num_total: 601278/855770
valid 150 ====> Acc@1 68.210 Acc@5 97.630
train 151 ====> Acc@1 82.684 Acc@5 99.118
sparsity 151 ====> 70.26% || num_zero/num_total: 601278/855770
valid 151 ====> Acc@1 69.600 Acc@5 97.600
train 152 ====> Acc@1 82.758 Acc@5 99.208
sparsity 152 ====> 70.26% || num_zero/num_total: 601278/855770
valid 152 ====> Acc@1 76.750 Acc@5 98.750
train 153 ====> Acc@1 82.928 Acc@5 99.168
sparsity 153 ====> 70.26% || num_zero/num_total: 601278/855770
valid 153 ====> Acc@1 67.380 Acc@5 97.890
train 154 ====> Acc@1 82.874 Acc@5 99.232
sparsity 154 ====> 70.26% || num_zero/num_total: 601278/855770
valid 154 ====> Acc@1 71.550 Acc@5 97.680
train 155 ====> Acc@1 82.950 Acc@5 99.220
sparsity 155 ====> 70.26% || num_zero/num_total: 601278/855770
valid 155 ====> Acc@1 71.170 Acc@5 96.560
train 156 ====> Acc@1 83.254 Acc@5 99.256
sparsity 156 ====> 70.26% || num_zero/num_total: 601278/855770
valid 156 ====> Acc@1 75.250 Acc@5 98.040
train 157 ====> Acc@1 83.454 Acc@5 99.262
sparsity 157 ====> 70.26% || num_zero/num_total: 601278/855770
valid 157 ====> Acc@1 74.890 Acc@5 98.630
train 158 ====> Acc@1 83.572 Acc@5 99.316
sparsity 158 ====> 70.26% || num_zero/num_total: 601278/855770
valid 158 ====> Acc@1 73.470 Acc@5 98.090
train 159 ====> Acc@1 83.108 Acc@5 99.246
sparsity 159 ====> 70.26% || num_zero/num_total: 601278/855770
