Files already downloaded and verified
Files already downloaded and verified
prune rate 0.5 regularization odecay 1.0
sparsity 159 ====> 52.06% || num_zero/num_total: 445554/855770
valid 159 ====> Acc@1 70.790 Acc@5 98.120
train 160 ====> Acc@1 82.338 Acc@5 99.156
sparsity 160 ====> 52.06% || num_zero/num_total: 445554/855770
valid 160 ====> Acc@1 69.690 Acc@5 97.700
train 161 ====> Acc@1 82.522 Acc@5 99.150
sparsity 161 ====> 52.06% || num_zero/num_total: 445554/855770
valid 161 ====> Acc@1 68.960 Acc@5 97.000
train 162 ====> Acc@1 82.428 Acc@5 99.204
sparsity 162 ====> 52.06% || num_zero/num_total: 445554/855770
valid 162 ====> Acc@1 76.520 Acc@5 98.510
train 163 ====> Acc@1 82.634 Acc@5 99.200
sparsity 163 ====> 52.06% || num_zero/num_total: 445554/855770
valid 163 ====> Acc@1 68.780 Acc@5 98.020
train 164 ====> Acc@1 82.876 Acc@5 99.206
sparsity 164 ====> 52.06% || num_zero/num_total: 445554/855770
valid 164 ====> Acc@1 75.800 Acc@5 98.650
train 165 ====> Acc@1 83.088 Acc@5 99.228
sparsity 165 ====> 52.06% || num_zero/num_total: 445554/855770
valid 165 ====> Acc@1 76.950 Acc@5 98.600
train 166 ====> Acc@1 82.780 Acc@5 99.220
sparsity 166 ====> 52.06% || num_zero/num_total: 445554/855770
valid 166 ====> Acc@1 77.120 Acc@5 98.260
train 167 ====> Acc@1 83.014 Acc@5 99.244
sparsity 167 ====> 52.06% || num_zero/num_total: 445554/855770
valid 167 ====> Acc@1 76.530 Acc@5 98.400
train 168 ====> Acc@1 82.896 Acc@5 99.126
sparsity 168 ====> 52.06% || num_zero/num_total: 445554/855770
valid 168 ====> Acc@1 76.860 Acc@5 98.570
train 169 ====> Acc@1 83.128 Acc@5 99.162
sparsity 169 ====> 52.06% || num_zero/num_total: 445554/855770
valid 169 ====> Acc@1 74.560 Acc@5 97.500
train 170 ====> Acc@1 83.220 Acc@5 99.204
sparsity 170 ====> 52.06% || num_zero/num_total: 445554/855770
valid 170 ====> Acc@1 74.180 Acc@5 97.360
train 171 ====> Acc@1 83.000 Acc@5 99.240
sparsity 171 ====> 52.06% || num_zero/num_total: 445554/855770
valid 171 ====> Acc@1 75.910 Acc@5 98.500
train 172 ====> Acc@1 83.404 Acc@5 99.264
sparsity 172 ====> 52.06% || num_zero/num_total: 445554/855770
valid 172 ====> Acc@1 76.940 Acc@5 98.490
train 173 ====> Acc@1 83.478 Acc@5 99.282
sparsity 173 ====> 52.06% || num_zero/num_total: 445554/855770
valid 173 ====> Acc@1 75.090 Acc@5 97.840
train 174 ====> Acc@1 83.366 Acc@5 99.290
sparsity 174 ====> 52.06% || num_zero/num_total: 445554/855770
valid 174 ====> Acc@1 75.730 Acc@5 98.130
train 175 ====> Acc@1 83.716 Acc@5 99.274
sparsity 175 ====> 52.06% || num_zero/num_total: 445554/855770
valid 175 ====> Acc@1 81.380 Acc@5 99.070
train 176 ====> Acc@1 83.594 Acc@5 99.252
sparsity 176 ====> 52.06% || num_zero/num_total: 445554/855770
valid 176 ====> Acc@1 79.680 Acc@5 98.850
train 177 ====> Acc@1 83.644 Acc@5 99.250
sparsity 177 ====> 52.06% || num_zero/num_total: 445554/855770
valid 177 ====> Acc@1 77.400 Acc@5 98.150
train 178 ====> Acc@1 83.752 Acc@5 99.326
sparsity 178 ====> 52.06% || num_zero/num_total: 445554/855770
valid 178 ====> Acc@1 72.070 Acc@5 97.000
train 179 ====> Acc@1 84.136 Acc@5 99.314
sparsity 179 ====> 52.06% || num_zero/num_total: 445554/855770
valid 179 ====> Acc@1 76.600 Acc@5 98.510
train 180 ====> Acc@1 83.608 Acc@5 99.284
sparsity 180 ====> 52.06% || num_zero/num_total: 445554/855770
valid 180 ====> Acc@1 68.250 Acc@5 97.680
train 181 ====> Acc@1 84.010 Acc@5 99.316
sparsity 181 ====> 52.06% || num_zero/num_total: 445554/855770
valid 181 ====> Acc@1 79.770 Acc@5 98.830
train 182 ====> Acc@1 83.910 Acc@5 99.294
sparsity 182 ====> 52.06% || num_zero/num_total: 445554/855770
valid 182 ====> Acc@1 78.970 Acc@5 98.490
train 183 ====> Acc@1 84.272 Acc@5 99.354
sparsity 183 ====> 52.06% || num_zero/num_total: 445554/855770
valid 183 ====> Acc@1 74.160 Acc@5 97.340
train 184 ====> Acc@1 84.148 Acc@5 99.316
sparsity 184 ====> 52.06% || num_zero/num_total: 445554/855770
valid 184 ====> Acc@1 79.330 Acc@5 98.810
train 185 ====> Acc@1 84.228 Acc@5 99.294
sparsity 185 ====> 52.06% || num_zero/num_total: 445554/855770
valid 185 ====> Acc@1 79.820 Acc@5 98.540
train 186 ====> Acc@1 84.220 Acc@5 99.326
sparsity 186 ====> 52.06% || num_zero/num_total: 445554/855770
valid 186 ====> Acc@1 78.920 Acc@5 98.780
train 187 ====> Acc@1 84.340 Acc@5 99.344
sparsity 187 ====> 52.06% || num_zero/num_total: 445554/855770
valid 187 ====> Acc@1 78.260 Acc@5 98.610
train 188 ====> Acc@1 84.416 Acc@5 99.366
sparsity 188 ====> 52.06% || num_zero/num_total: 445554/855770
valid 188 ====> Acc@1 77.880 Acc@5 98.760
train 189 ====> Acc@1 84.702 Acc@5 99.300
sparsity 189 ====> 52.06% || num_zero/num_total: 445554/855770
valid 189 ====> Acc@1 77.590 Acc@5 98.360
train 190 ====> Acc@1 84.486 Acc@5 99.368
sparsity 190 ====> 52.06% || num_zero/num_total: 445554/855770
valid 190 ====> Acc@1 73.880 Acc@5 98.420
train 191 ====> Acc@1 84.932 Acc@5 99.414
sparsity 191 ====> 52.06% || num_zero/num_total: 445554/855770
valid 191 ====> Acc@1 77.720 Acc@5 98.670
train 192 ====> Acc@1 84.872 Acc@5 99.400
sparsity 192 ====> 52.06% || num_zero/num_total: 445554/855770
valid 192 ====> Acc@1 68.520 Acc@5 97.380
train 193 ====> Acc@1 84.712 Acc@5 99.390
sparsity 193 ====> 52.06% || num_zero/num_total: 445554/855770
valid 193 ====> Acc@1 78.730 Acc@5 98.170
train 194 ====> Acc@1 84.670 Acc@5 99.338
sparsity 194 ====> 52.06% || num_zero/num_total: 445554/855770
valid 194 ====> Acc@1 76.340 Acc@5 98.640
train 195 ====> Acc@1 84.964 Acc@5 99.416
sparsity 195 ====> 52.06% || num_zero/num_total: 445554/855770
valid 195 ====> Acc@1 79.280 Acc@5 98.740
train 196 ====> Acc@1 84.876 Acc@5 99.390
sparsity 196 ====> 52.06% || num_zero/num_total: 445554/855770
valid 196 ====> Acc@1 76.970 Acc@5 98.340
train 197 ====> Acc@1 84.852 Acc@5 99.362
sparsity 197 ====> 52.12% || num_zero/num_total: 445986/855770
valid 197 ====> Acc@1 77.570 Acc@5 98.660
train 198 ====> Acc@1 84.978 Acc@5 99.410
sparsity 198 ====> 52.12% || num_zero/num_total: 445986/855770
valid 198 ====> Acc@1 77.650 Acc@5 98.450
train 199 ====> Acc@1 85.022 Acc@5 99.390
sparsity 199 ====> 52.12% || num_zero/num_total: 445986/855770
valid 199 ====> Acc@1 75.210 Acc@5 98.640
train 200 ====> Acc@1 84.942 Acc@5 99.380
sparsity 200 ====> 52.12% || num_zero/num_total: 445986/855770
valid 200 ====> Acc@1 73.590 Acc@5 97.950
train 201 ====> Acc@1 85.140 Acc@5 99.410
sparsity 201 ====> 52.12% || num_zero/num_total: 445986/855770
valid 201 ====> Acc@1 76.420 Acc@5 98.780
train 202 ====> Acc@1 84.886 Acc@5 99.414
sparsity 202 ====> 52.12% || num_zero/num_total: 445986/855770
valid 202 ====> Acc@1 76.880 Acc@5 98.180
train 203 ====> Acc@1 85.384 Acc@5 99.472
sparsity 203 ====> 52.12% || num_zero/num_total: 445986/855770
valid 203 ====> Acc@1 76.250 Acc@5 98.360
train 204 ====> Acc@1 84.920 Acc@5 99.440
sparsity 204 ====> 52.12% || num_zero/num_total: 445986/855770
valid 204 ====> Acc@1 67.720 Acc@5 97.300
train 205 ====> Acc@1 85.078 Acc@5 99.418
sparsity 205 ====> 52.12% || num_zero/num_total: 445986/855770
valid 205 ====> Acc@1 77.300 Acc@5 97.910
train 206 ====> Acc@1 85.286 Acc@5 99.408
sparsity 206 ====> 52.12% || num_zero/num_total: 445986/855770
valid 206 ====> Acc@1 78.940 Acc@5 98.640
train 207 ====> Acc@1 85.666 Acc@5 99.428
sparsity 207 ====> 52.12% || num_zero/num_total: 445986/855770
valid 207 ====> Acc@1 81.360 Acc@5 98.930
train 208 ====> Acc@1 85.710 Acc@5 99.452
sparsity 208 ====> 52.12% || num_zero/num_total: 445986/855770
valid 208 ====> Acc@1 79.070 Acc@5 98.950
train 209 ====> Acc@1 85.232 Acc@5 99.436
sparsity 209 ====> 52.12% || num_zero/num_total: 445986/855770
valid 209 ====> Acc@1 76.300 Acc@5 98.400
train 210 ====> Acc@1 85.176 Acc@5 99.394
sparsity 210 ====> 52.12% || num_zero/num_total: 445986/855770
valid 210 ====> Acc@1 78.100 Acc@5 98.650
train 211 ====> Acc@1 85.730 Acc@5 99.418
sparsity 211 ====> 52.12% || num_zero/num_total: 445986/855770
valid 211 ====> Acc@1 79.300 Acc@5 98.860
train 212 ====> Acc@1 85.588 Acc@5 99.424
sparsity 212 ====> 52.12% || num_zero/num_total: 445986/855770
valid 212 ====> Acc@1 80.530 Acc@5 98.980
train 213 ====> Acc@1 85.438 Acc@5 99.420
sparsity 213 ====> 52.12% || num_zero/num_total: 445986/855770
valid 213 ====> Acc@1 78.070 Acc@5 98.840
train 214 ====> Acc@1 85.670 Acc@5 99.386
sparsity 214 ====> 52.12% || num_zero/num_total: 445986/855770
valid 214 ====> Acc@1 76.820 Acc@5 98.360
train 215 ====> Acc@1 85.842 Acc@5 99.430
sparsity 215 ====> 52.12% || num_zero/num_total: 445986/855770
valid 215 ====> Acc@1 77.340 Acc@5 98.730
train 216 ====> Acc@1 85.790 Acc@5 99.492
sparsity 216 ====> 52.12% || num_zero/num_total: 445986/855770
valid 216 ====> Acc@1 77.310 Acc@5 98.290
train 217 ====> Acc@1 85.824 Acc@5 99.440
sparsity 217 ====> 52.12% || num_zero/num_total: 445986/855770
valid 217 ====> Acc@1 78.240 Acc@5 98.590
train 218 ====> Acc@1 85.818 Acc@5 99.436
sparsity 218 ====> 52.12% || num_zero/num_total: 445986/855770
valid 218 ====> Acc@1 79.690 Acc@5 98.700
train 219 ====> Acc@1 85.608 Acc@5 99.420
sparsity 219 ====> 52.12% || num_zero/num_total: 445986/855770
valid 219 ====> Acc@1 79.450 Acc@5 98.930
train 220 ====> Acc@1 86.174 Acc@5 99.430
sparsity 220 ====> 52.05% || num_zero/num_total: 445442/855770
valid 220 ====> Acc@1 79.400 Acc@5 98.910
train 221 ====> Acc@1 85.694 Acc@5 99.496
sparsity 221 ====> 52.05% || num_zero/num_total: 445442/855770
valid 221 ====> Acc@1 79.170 Acc@5 98.560
train 222 ====> Acc@1 85.876 Acc@5 99.474
sparsity 222 ====> 52.05% || num_zero/num_total: 445442/855770
valid 222 ====> Acc@1 80.780 Acc@5 99.070
train 223 ====> Acc@1 85.878 Acc@5 99.432
sparsity 223 ====> 52.05% || num_zero/num_total: 445442/855770
valid 223 ====> Acc@1 80.830 Acc@5 98.860
train 224 ====> Acc@1 86.264 Acc@5 99.474
sparsity 224 ====> 52.05% || num_zero/num_total: 445442/855770
valid 224 ====> Acc@1 79.790 Acc@5 98.640
train 225 ====> Acc@1 85.816 Acc@5 99.472
sparsity 225 ====> 52.05% || num_zero/num_total: 445442/855770
valid 225 ====> Acc@1 76.350 Acc@5 98.430
train 226 ====> Acc@1 85.822 Acc@5 99.524
sparsity 226 ====> 52.05% || num_zero/num_total: 445442/855770
valid 226 ====> Acc@1 79.450 Acc@5 98.860
train 227 ====> Acc@1 86.528 Acc@5 99.494
sparsity 227 ====> 52.05% || num_zero/num_total: 445442/855770
valid 227 ====> Acc@1 77.180 Acc@5 98.810
train 228 ====> Acc@1 86.162 Acc@5 99.496
sparsity 228 ====> 52.05% || num_zero/num_total: 445442/855770
valid 228 ====> Acc@1 75.820 Acc@5 98.490
train 229 ====> Acc@1 86.074 Acc@5 99.480
sparsity 229 ====> 52.05% || num_zero/num_total: 445442/855770
valid 229 ====> Acc@1 79.140 Acc@5 98.710
train 230 ====> Acc@1 86.452 Acc@5 99.474
sparsity 230 ====> 52.05% || num_zero/num_total: 445442/855770
valid 230 ====> Acc@1 80.300 Acc@5 98.990
train 231 ====> Acc@1 86.024 Acc@5 99.486
sparsity 231 ====> 52.05% || num_zero/num_total: 445442/855770
valid 231 ====> Acc@1 78.070 Acc@5 98.660
train 232 ====> Acc@1 86.490 Acc@5 99.486
sparsity 232 ====> 52.05% || num_zero/num_total: 445442/855770
valid 232 ====> Acc@1 78.360 Acc@5 98.520
train 233 ====> Acc@1 86.202 Acc@5 99.550
sparsity 233 ====> 52.05% || num_zero/num_total: 445442/855770
valid 233 ====> Acc@1 80.340 Acc@5 98.960
train 234 ====> Acc@1 86.616 Acc@5 99.486
sparsity 234 ====> 52.05% || num_zero/num_total: 445442/855770
valid 234 ====> Acc@1 78.120 Acc@5 98.700
train 235 ====> Acc@1 86.270 Acc@5 99.472
sparsity 235 ====> 52.05% || num_zero/num_total: 445442/855770
valid 235 ====> Acc@1 77.280 Acc@5 98.460
train 236 ====> Acc@1 86.284 Acc@5 99.498
sparsity 236 ====> 52.05% || num_zero/num_total: 445442/855770
valid 236 ====> Acc@1 70.600 Acc@5 98.430
train 237 ====> Acc@1 86.372 Acc@5 99.532
sparsity 237 ====> 52.05% || num_zero/num_total: 445442/855770
valid 237 ====> Acc@1 80.350 Acc@5 98.900
train 238 ====> Acc@1 86.734 Acc@5 99.502
sparsity 238 ====> 52.05% || num_zero/num_total: 445442/855770
valid 238 ====> Acc@1 78.120 Acc@5 98.760
train 239 ====> Acc@1 85.956 Acc@5 99.478
sparsity 239 ====> 52.05% || num_zero/num_total: 445442/855770
valid 239 ====> Acc@1 76.310 Acc@5 98.320
train 240 ====> Acc@1 86.748 Acc@5 99.500
sparsity 240 ====> 52.05% || num_zero/num_total: 445442/855770
valid 240 ====> Acc@1 78.150 Acc@5 98.660
train 241 ====> Acc@1 86.344 Acc@5 99.492
sparsity 241 ====> 52.05% || num_zero/num_total: 445442/855770
valid 241 ====> Acc@1 78.270 Acc@5 98.800
train 242 ====> Acc@1 86.464 Acc@5 99.514
sparsity 242 ====> 52.05% || num_zero/num_total: 445442/855770
valid 242 ====> Acc@1 82.200 Acc@5 99.090
train 243 ====> Acc@1 86.630 Acc@5 99.508
sparsity 243 ====> 52.05% || num_zero/num_total: 445442/855770
valid 243 ====> Acc@1 78.930 Acc@5 98.770
train 244 ====> Acc@1 86.844 Acc@5 99.578
sparsity 244 ====> 52.05% || num_zero/num_total: 445442/855770
valid 244 ====> Acc@1 78.720 Acc@5 98.290
train 245 ====> Acc@1 86.386 Acc@5 99.514
sparsity 245 ====> 52.05% || num_zero/num_total: 445442/855770
valid 245 ====> Acc@1 81.860 Acc@5 98.890
train 246 ====> Acc@1 86.908 Acc@5 99.538
sparsity 246 ====> 52.05% || num_zero/num_total: 445442/855770
valid 246 ====> Acc@1 80.830 Acc@5 98.980
train 247 ====> Acc@1 86.722 Acc@5 99.544
sparsity 247 ====> 52.05% || num_zero/num_total: 445442/855770
valid 247 ====> Acc@1 78.070 Acc@5 98.760
train 248 ====> Acc@1 86.866 Acc@5 99.546
sparsity 248 ====> 52.05% || num_zero/num_total: 445442/855770
valid 248 ====> Acc@1 78.060 Acc@5 98.640
train 249 ====> Acc@1 86.944 Acc@5 99.552
sparsity 249 ====> 52.05% || num_zero/num_total: 445442/855770
valid 249 ====> Acc@1 81.710 Acc@5 99.080
train 250 ====> Acc@1 86.770 Acc@5 99.534
sparsity 250 ====> 52.05% || num_zero/num_total: 445442/855770
valid 250 ====> Acc@1 80.840 Acc@5 99.020
train 251 ====> Acc@1 86.820 Acc@5 99.590
sparsity 251 ====> 52.05% || num_zero/num_total: 445442/855770
valid 251 ====> Acc@1 79.610 Acc@5 98.580
train 252 ====> Acc@1 87.024 Acc@5 99.536
sparsity 252 ====> 52.05% || num_zero/num_total: 445442/855770
valid 252 ====> Acc@1 80.620 Acc@5 98.970
train 253 ====> Acc@1 86.756 Acc@5 99.520
sparsity 253 ====> 52.05% || num_zero/num_total: 445442/855770
valid 253 ====> Acc@1 81.390 Acc@5 99.180
train 254 ====> Acc@1 87.082 Acc@5 99.526
sparsity 254 ====> 52.05% || num_zero/num_total: 445442/855770
valid 254 ====> Acc@1 78.960 Acc@5 98.680
train 255 ====> Acc@1 87.314 Acc@5 99.566
sparsity 255 ====> 52.05% || num_zero/num_total: 445442/855770
valid 255 ====> Acc@1 81.300 Acc@5 99.060
train 256 ====> Acc@1 86.908 Acc@5 99.574
sparsity 256 ====> 52.05% || num_zero/num_total: 445442/855770
valid 256 ====> Acc@1 72.090 Acc@5 97.770
train 257 ====> Acc@1 86.848 Acc@5 99.536
sparsity 257 ====> 52.05% || num_zero/num_total: 445442/855770
valid 257 ====> Acc@1 69.800 Acc@5 96.870
train 258 ====> Acc@1 87.146 Acc@5 99.554
sparsity 258 ====> 52.05% || num_zero/num_total: 445442/855770
valid 258 ====> Acc@1 79.560 Acc@5 98.890
train 259 ====> Acc@1 87.140 Acc@5 99.592
sparsity 259 ====> 52.05% || num_zero/num_total: 445442/855770
valid 259 ====> Acc@1 77.120 Acc@5 98.300
train 260 ====> Acc@1 87.102 Acc@5 99.568
sparsity 260 ====> 52.05% || num_zero/num_total: 445442/855770
valid 260 ====> Acc@1 81.480 Acc@5 98.870
train 261 ====> Acc@1 87.156 Acc@5 99.558
sparsity 261 ====> 52.05% || num_zero/num_total: 445442/855770
valid 261 ====> Acc@1 81.400 Acc@5 98.770
train 262 ====> Acc@1 87.070 Acc@5 99.548
sparsity 262 ====> 52.05% || num_zero/num_total: 445442/855770
valid 262 ====> Acc@1 78.490 Acc@5 98.580
train 263 ====> Acc@1 87.282 Acc@5 99.548
sparsity 263 ====> 52.05% || num_zero/num_total: 445442/855770
valid 263 ====> Acc@1 80.500 Acc@5 98.630
train 264 ====> Acc@1 87.380 Acc@5 99.576
sparsity 264 ====> 52.05% || num_zero/num_total: 445442/855770
valid 264 ====> Acc@1 77.300 Acc@5 98.100
train 265 ====> Acc@1 87.220 Acc@5 99.582
sparsity 265 ====> 52.05% || num_zero/num_total: 445442/855770
valid 265 ====> Acc@1 78.510 Acc@5 98.730
train 266 ====> Acc@1 87.298 Acc@5 99.580
sparsity 266 ====> 52.05% || num_zero/num_total: 445442/855770
valid 266 ====> Acc@1 79.500 Acc@5 98.630
train 267 ====> Acc@1 87.290 Acc@5 99.580
sparsity 267 ====> 52.05% || num_zero/num_total: 445442/855770
valid 267 ====> Acc@1 77.770 Acc@5 98.510
train 268 ====> Acc@1 87.214 Acc@5 99.556
sparsity 268 ====> 52.05% || num_zero/num_total: 445442/855770
valid 268 ====> Acc@1 78.270 Acc@5 98.760
train 269 ====> Acc@1 87.296 Acc@5 99.598
sparsity 269 ====> 52.05% || num_zero/num_total: 445442/855770
valid 269 ====> Acc@1 80.360 Acc@5 98.900
train 270 ====> Acc@1 87.280 Acc@5 99.578
sparsity 270 ====> 52.05% || num_zero/num_total: 445442/855770
valid 270 ====> Acc@1 78.340 Acc@5 98.490
train 271 ====> Acc@1 87.210 Acc@5 99.584
sparsity 271 ====> 52.05% || num_zero/num_total: 445442/855770
valid 271 ====> Acc@1 77.850 Acc@5 98.650
train 272 ====> Acc@1 87.392 Acc@5 99.584
sparsity 272 ====> 52.05% || num_zero/num_total: 445442/855770
valid 272 ====> Acc@1 79.380 Acc@5 98.850
train 273 ====> Acc@1 87.098 Acc@5 99.564
sparsity 273 ====> 52.05% || num_zero/num_total: 445442/855770
valid 273 ====> Acc@1 75.840 Acc@5 98.460
train 274 ====> Acc@1 87.516 Acc@5 99.630
sparsity 274 ====> 52.05% || num_zero/num_total: 445442/855770
valid 274 ====> Acc@1 82.880 Acc@5 99.160
train 275 ====> Acc@1 87.288 Acc@5 99.552
sparsity 275 ====> 52.05% || num_zero/num_total: 445442/855770
valid 275 ====> Acc@1 80.330 Acc@5 98.620
train 276 ====> Acc@1 87.320 Acc@5 99.588
sparsity 276 ====> 52.05% || num_zero/num_total: 445442/855770
valid 276 ====> Acc@1 77.490 Acc@5 97.730
train 277 ====> Acc@1 87.252 Acc@5 99.580
sparsity 277 ====> 52.05% || num_zero/num_total: 445442/855770
valid 277 ====> Acc@1 74.500 Acc@5 98.260
train 278 ====> Acc@1 87.346 Acc@5 99.588
sparsity 278 ====> 52.05% || num_zero/num_total: 445442/855770
valid 278 ====> Acc@1 79.760 Acc@5 98.520
train 279 ====> Acc@1 87.328 Acc@5 99.502
sparsity 279 ====> 52.05% || num_zero/num_total: 445442/855770
valid 279 ====> Acc@1 79.190 Acc@5 98.760
train 280 ====> Acc@1 87.400 Acc@5 99.622
sparsity 280 ====> 52.05% || num_zero/num_total: 445442/855770
valid 280 ====> Acc@1 75.030 Acc@5 98.550
train 281 ====> Acc@1 87.150 Acc@5 99.560
sparsity 281 ====> 52.05% || num_zero/num_total: 445442/855770
valid 281 ====> Acc@1 76.190 Acc@5 98.380
train 282 ====> Acc@1 87.424 Acc@5 99.622
sparsity 282 ====> 52.05% || num_zero/num_total: 445442/855770
valid 282 ====> Acc@1 81.170 Acc@5 99.000
train 283 ====> Acc@1 87.518 Acc@5 99.592
sparsity 283 ====> 52.05% || num_zero/num_total: 445442/855770
valid 283 ====> Acc@1 75.100 Acc@5 98.300
train 284 ====> Acc@1 87.414 Acc@5 99.604
sparsity 284 ====> 52.05% || num_zero/num_total: 445442/855770
valid 284 ====> Acc@1 81.030 Acc@5 98.890
train 285 ====> Acc@1 87.540 Acc@5 99.592
sparsity 285 ====> 52.05% || num_zero/num_total: 445442/855770
valid 285 ====> Acc@1 79.180 Acc@5 98.490
train 286 ====> Acc@1 87.416 Acc@5 99.604
sparsity 286 ====> 52.05% || num_zero/num_total: 445442/855770
valid 286 ====> Acc@1 73.790 Acc@5 98.460
train 287 ====> Acc@1 87.532 Acc@5 99.628
sparsity 287 ====> 52.05% || num_zero/num_total: 445442/855770
valid 287 ====> Acc@1 79.780 Acc@5 98.870
train 288 ====> Acc@1 87.552 Acc@5 99.598
sparsity 288 ====> 52.05% || num_zero/num_total: 445442/855770
valid 288 ====> Acc@1 80.500 Acc@5 98.990
train 289 ====> Acc@1 87.716 Acc@5 99.596
sparsity 289 ====> 52.05% || num_zero/num_total: 445442/855770
valid 289 ====> Acc@1 75.100 Acc@5 98.690
train 290 ====> Acc@1 87.654 Acc@5 99.596
sparsity 290 ====> 52.05% || num_zero/num_total: 445442/855770
valid 290 ====> Acc@1 76.600 Acc@5 98.540
train 291 ====> Acc@1 87.670 Acc@5 99.602
sparsity 291 ====> 52.05% || num_zero/num_total: 445442/855770
valid 291 ====> Acc@1 80.030 Acc@5 99.000
train 292 ====> Acc@1 87.582 Acc@5 99.590
sparsity 292 ====> 52.05% || num_zero/num_total: 445442/855770
valid 292 ====> Acc@1 78.580 Acc@5 98.670
train 293 ====> Acc@1 87.534 Acc@5 99.616
sparsity 293 ====> 52.05% || num_zero/num_total: 445442/855770
valid 293 ====> Acc@1 79.560 Acc@5 98.710
train 294 ====> Acc@1 87.296 Acc@5 99.660
sparsity 294 ====> 52.05% || num_zero/num_total: 445442/855770
valid 294 ====> Acc@1 81.550 Acc@5 99.110
train 295 ====> Acc@1 87.838 Acc@5 99.614
sparsity 295 ====> 52.05% || num_zero/num_total: 445442/855770
valid 295 ====> Acc@1 82.690 Acc@5 99.030
train 296 ====> Acc@1 87.870 Acc@5 99.648
sparsity 296 ====> 52.05% || num_zero/num_total: 445442/855770
valid 296 ====> Acc@1 79.750 Acc@5 99.110
train 297 ====> Acc@1 87.756 Acc@5 99.596
sparsity 297 ====> 52.05% || num_zero/num_total: 445442/855770
valid 297 ====> Acc@1 79.370 Acc@5 98.810
train 298 ====> Acc@1 87.870 Acc@5 99.610
sparsity 298 ====> 52.05% || num_zero/num_total: 445442/855770
valid 298 ====> Acc@1 80.410 Acc@5 99.140
train 299 ====> Acc@1 87.876 Acc@5 99.586
sparsity 299 ====> 52.05% || num_zero/num_total: 445442/855770
valid 299 ====> Acc@1 78.490 Acc@5 98.810
[274, 87.516, 99.63, 82.88, 99.16]
