Files already downloaded and verified
Files already downloaded and verified
prune rate 0.9 regularization odecay 0.8
train 62 ====> Acc@1 95.488 Acc@5 99.960
valid 62 ====> Acc@1 85.130 Acc@5 99.380
train 63 ====> Acc@1 94.866 Acc@5 99.952
valid 63 ====> Acc@1 85.700 Acc@5 99.280
train 64 ====> Acc@1 95.198 Acc@5 99.978
valid 64 ====> Acc@1 80.690 Acc@5 98.930
train 65 ====> Acc@1 95.394 Acc@5 99.964
valid 65 ====> Acc@1 83.680 Acc@5 99.340
train 66 ====> Acc@1 94.902 Acc@5 99.960
valid 66 ====> Acc@1 84.260 Acc@5 99.360
train 67 ====> Acc@1 95.492 Acc@5 99.974
valid 67 ====> Acc@1 83.760 Acc@5 99.130
train 68 ====> Acc@1 95.514 Acc@5 99.980
valid 68 ====> Acc@1 84.340 Acc@5 99.040
train 69 ====> Acc@1 95.626 Acc@5 99.980
valid 69 ====> Acc@1 85.710 Acc@5 99.490
train 70 ====> Acc@1 95.730 Acc@5 99.956
valid 70 ====> Acc@1 84.480 Acc@5 99.280
train 71 ====> Acc@1 95.212 Acc@5 99.974
valid 71 ====> Acc@1 84.980 Acc@5 99.330
train 72 ====> Acc@1 95.288 Acc@5 99.966
valid 72 ====> Acc@1 84.820 Acc@5 99.360
train 73 ====> Acc@1 95.500 Acc@5 99.962
valid 73 ====> Acc@1 83.150 Acc@5 99.160
train 74 ====> Acc@1 95.496 Acc@5 99.966
valid 74 ====> Acc@1 84.750 Acc@5 99.180
train 75 ====> Acc@1 95.840 Acc@5 99.980
valid 75 ====> Acc@1 83.100 Acc@5 99.270
train 76 ====> Acc@1 95.682 Acc@5 99.970
valid 76 ====> Acc@1 85.140 Acc@5 99.240
train 77 ====> Acc@1 95.502 Acc@5 99.980
valid 77 ====> Acc@1 84.140 Acc@5 99.400
train 78 ====> Acc@1 95.524 Acc@5 99.980
valid 78 ====> Acc@1 82.480 Acc@5 99.290
train 79 ====> Acc@1 95.332 Acc@5 99.978
valid 79 ====> Acc@1 83.450 Acc@5 99.420
train 80 ====> Acc@1 95.614 Acc@5 99.984
valid 80 ====> Acc@1 83.260 Acc@5 99.210
train 81 ====> Acc@1 95.778 Acc@5 99.972
valid 81 ====> Acc@1 82.260 Acc@5 99.120
train 82 ====> Acc@1 95.808 Acc@5 99.976
valid 82 ====> Acc@1 84.050 Acc@5 99.290
train 83 ====> Acc@1 95.608 Acc@5 99.976
valid 83 ====> Acc@1 86.300 Acc@5 99.560
train 84 ====> Acc@1 95.938 Acc@5 99.982
valid 84 ====> Acc@1 84.190 Acc@5 99.230
train 85 ====> Acc@1 95.980 Acc@5 99.972
valid 85 ====> Acc@1 84.140 Acc@5 99.350
train 86 ====> Acc@1 95.692 Acc@5 99.978
valid 86 ====> Acc@1 84.910 Acc@5 99.160
train 87 ====> Acc@1 95.558 Acc@5 99.966
valid 87 ====> Acc@1 84.630 Acc@5 99.590
train 88 ====> Acc@1 95.992 Acc@5 99.982
valid 88 ====> Acc@1 84.110 Acc@5 98.940
train 89 ====> Acc@1 95.820 Acc@5 99.982
valid 89 ====> Acc@1 86.440 Acc@5 99.330
train 90 ====> Acc@1 95.858 Acc@5 99.974
valid 90 ====> Acc@1 84.290 Acc@5 99.380
train 91 ====> Acc@1 95.706 Acc@5 99.976
valid 91 ====> Acc@1 86.920 Acc@5 99.470
train 92 ====> Acc@1 95.866 Acc@5 99.984
valid 92 ====> Acc@1 85.690 Acc@5 99.210
train 93 ====> Acc@1 95.888 Acc@5 99.980
valid 93 ====> Acc@1 82.090 Acc@5 99.220
train 94 ====> Acc@1 95.896 Acc@5 99.972
valid 94 ====> Acc@1 82.450 Acc@5 98.750
train 95 ====> Acc@1 95.706 Acc@5 99.982
valid 95 ====> Acc@1 80.460 Acc@5 98.270
train 96 ====> Acc@1 95.990 Acc@5 99.970
valid 96 ====> Acc@1 83.390 Acc@5 99.270
train 97 ====> Acc@1 95.932 Acc@5 99.980
valid 97 ====> Acc@1 85.240 Acc@5 99.320
train 98 ====> Acc@1 95.892 Acc@5 99.984
valid 98 ====> Acc@1 82.910 Acc@5 98.840
train 99 ====> Acc@1 95.902 Acc@5 99.968
valid 99 ====> Acc@1 82.220 Acc@5 98.810
train 100 ====> Acc@1 95.736 Acc@5 99.970
valid 100 ====> Acc@1 84.080 Acc@5 99.280
train 101 ====> Acc@1 96.226 Acc@5 99.974
valid 101 ====> Acc@1 84.340 Acc@5 98.940
train 102 ====> Acc@1 95.966 Acc@5 99.974
valid 102 ====> Acc@1 86.550 Acc@5 99.350
train 103 ====> Acc@1 96.170 Acc@5 99.972
valid 103 ====> Acc@1 82.580 Acc@5 99.180
train 104 ====> Acc@1 96.210 Acc@5 99.988
valid 104 ====> Acc@1 84.590 Acc@5 99.450
train 105 ====> Acc@1 96.130 Acc@5 99.984
valid 105 ====> Acc@1 86.540 Acc@5 99.420
train 106 ====> Acc@1 96.072 Acc@5 99.982
valid 106 ====> Acc@1 83.440 Acc@5 98.870
train 107 ====> Acc@1 95.856 Acc@5 99.980
valid 107 ====> Acc@1 83.870 Acc@5 99.260
train 108 ====> Acc@1 96.078 Acc@5 99.984
valid 108 ====> Acc@1 84.170 Acc@5 99.310
train 109 ====> Acc@1 95.948 Acc@5 99.964
valid 109 ====> Acc@1 83.630 Acc@5 99.170
train 110 ====> Acc@1 96.222 Acc@5 99.968
valid 110 ====> Acc@1 85.710 Acc@5 99.530
train 111 ====> Acc@1 95.770 Acc@5 99.978
valid 111 ====> Acc@1 85.460 Acc@5 99.400
train 112 ====> Acc@1 96.356 Acc@5 99.982
valid 112 ====> Acc@1 82.970 Acc@5 99.100
train 113 ====> Acc@1 96.362 Acc@5 99.982
valid 113 ====> Acc@1 84.300 Acc@5 99.340
train 114 ====> Acc@1 95.996 Acc@5 99.976
valid 114 ====> Acc@1 86.180 Acc@5 99.510
train 115 ====> Acc@1 95.888 Acc@5 99.976
valid 115 ====> Acc@1 84.990 Acc@5 99.350
train 116 ====> Acc@1 96.172 Acc@5 99.988
valid 116 ====> Acc@1 85.830 Acc@5 99.330
train 117 ====> Acc@1 95.610 Acc@5 99.972
valid 117 ====> Acc@1 85.720 Acc@5 99.300
train 118 ====> Acc@1 96.370 Acc@5 99.988
valid 118 ====> Acc@1 85.230 Acc@5 99.120
train 119 ====> Acc@1 96.592 Acc@5 99.976
valid 119 ====> Acc@1 84.750 Acc@5 99.460
train 120 ====> Acc@1 95.784 Acc@5 99.984
valid 120 ====> Acc@1 81.850 Acc@5 98.910
train 121 ====> Acc@1 96.312 Acc@5 99.976
valid 121 ====> Acc@1 76.540 Acc@5 99.300
train 122 ====> Acc@1 96.104 Acc@5 99.988
valid 122 ====> Acc@1 86.670 Acc@5 99.450
train 123 ====> Acc@1 96.176 Acc@5 99.980
valid 123 ====> Acc@1 84.200 Acc@5 99.260
train 124 ====> Acc@1 96.614 Acc@5 99.982
valid 124 ====> Acc@1 84.410 Acc@5 99.300
train 125 ====> Acc@1 95.940 Acc@5 99.982
valid 125 ====> Acc@1 86.070 Acc@5 99.260
train 126 ====> Acc@1 96.406 Acc@5 99.980
valid 126 ====> Acc@1 84.030 Acc@5 99.420
train 127 ====> Acc@1 96.410 Acc@5 99.984
valid 127 ====> Acc@1 86.970 Acc@5 99.480
train 128 ====> Acc@1 95.794 Acc@5 99.984
valid 128 ====> Acc@1 83.120 Acc@5 98.960
train 129 ====> Acc@1 96.064 Acc@5 99.982
valid 129 ====> Acc@1 84.110 Acc@5 99.260
train 130 ====> Acc@1 96.224 Acc@5 99.984
valid 130 ====> Acc@1 84.060 Acc@5 99.330
train 131 ====> Acc@1 96.594 Acc@5 99.986
valid 131 ====> Acc@1 85.750 Acc@5 99.360
train 132 ====> Acc@1 96.056 Acc@5 99.980
valid 132 ====> Acc@1 86.180 Acc@5 99.250
train 133 ====> Acc@1 96.330 Acc@5 99.984
valid 133 ====> Acc@1 86.900 Acc@5 99.330
train 134 ====> Acc@1 96.288 Acc@5 99.990
valid 134 ====> Acc@1 85.610 Acc@5 99.530
train 135 ====> Acc@1 96.336 Acc@5 99.984
valid 135 ====> Acc@1 84.930 Acc@5 99.350
train 136 ====> Acc@1 96.460 Acc@5 99.986
valid 136 ====> Acc@1 79.200 Acc@5 98.590
train 137 ====> Acc@1 96.268 Acc@5 99.980
valid 137 ====> Acc@1 79.800 Acc@5 98.630
train 138 ====> Acc@1 96.200 Acc@5 99.978
valid 138 ====> Acc@1 86.850 Acc@5 99.400
train 139 ====> Acc@1 96.430 Acc@5 99.986
valid 139 ====> Acc@1 85.800 Acc@5 99.310
train 140 ====> Acc@1 95.976 Acc@5 99.982
valid 140 ====> Acc@1 84.270 Acc@5 99.410
train 141 ====> Acc@1 96.462 Acc@5 99.972
valid 141 ====> Acc@1 84.140 Acc@5 98.970
train 142 ====> Acc@1 96.404 Acc@5 99.978
valid 142 ====> Acc@1 84.800 Acc@5 99.200
train 143 ====> Acc@1 96.382 Acc@5 99.986
valid 143 ====> Acc@1 84.440 Acc@5 99.370
train 144 ====> Acc@1 96.166 Acc@5 99.982
valid 144 ====> Acc@1 87.770 Acc@5 99.410
train 145 ====> Acc@1 96.688 Acc@5 99.978
valid 145 ====> Acc@1 84.240 Acc@5 99.300
train 146 ====> Acc@1 96.614 Acc@5 99.976
valid 146 ====> Acc@1 85.910 Acc@5 99.200
train 147 ====> Acc@1 96.430 Acc@5 99.978
valid 147 ====> Acc@1 80.360 Acc@5 98.260
train 148 ====> Acc@1 95.906 Acc@5 99.976
valid 148 ====> Acc@1 85.640 Acc@5 99.350
train 149 ====> Acc@1 96.470 Acc@5 99.984
valid 149 ====> Acc@1 82.100 Acc@5 99.230
train 150 ====> Acc@1 96.430 Acc@5 99.980
valid 150 ====> Acc@1 83.570 Acc@5 99.070
train 151 ====> Acc@1 96.094 Acc@5 99.988
valid 151 ====> Acc@1 83.800 Acc@5 99.030
train 152 ====> Acc@1 96.350 Acc@5 99.974
valid 152 ====> Acc@1 80.110 Acc@5 98.240
train 153 ====> Acc@1 96.508 Acc@5 99.992
valid 153 ====> Acc@1 85.210 Acc@5 99.280
train 154 ====> Acc@1 96.250 Acc@5 99.986
valid 154 ====> Acc@1 85.470 Acc@5 99.300
train 155 ====> Acc@1 96.252 Acc@5 99.988
valid 155 ====> Acc@1 84.110 Acc@5 99.210
train 156 ====> Acc@1 96.798 Acc@5 99.990
valid 156 ====> Acc@1 85.840 Acc@5 99.540
train 157 ====> Acc@1 96.158 Acc@5 99.984
valid 157 ====> Acc@1 82.880 Acc@5 99.440
train 158 ====> Acc@1 96.570 Acc@5 99.994
valid 158 ====> Acc@1 85.780 Acc@5 99.400
train 159 ====> Acc@1 96.384 Acc@5 99.976
valid 159 ====> Acc@1 84.240 Acc@5 99.150
train 160 ====> Acc@1 96.162 Acc@5 99.980
valid 160 ====> Acc@1 83.350 Acc@5 99.210
train 161 ====> Acc@1 96.106 Acc@5 99.978
valid 161 ====> Acc@1 85.910 Acc@5 99.250
train 162 ====> Acc@1 96.524 Acc@5 99.986
valid 162 ====> Acc@1 86.260 Acc@5 99.320
train 163 ====> Acc@1 96.610 Acc@5 99.984
valid 163 ====> Acc@1 82.510 Acc@5 98.950
train 164 ====> Acc@1 96.280 Acc@5 99.972
valid 164 ====> Acc@1 85.820 Acc@5 99.310
train 165 ====> Acc@1 96.628 Acc@5 99.974
valid 165 ====> Acc@1 83.490 Acc@5 98.250
train 166 ====> Acc@1 96.128 Acc@5 99.988
valid 166 ====> Acc@1 86.740 Acc@5 99.320
train 167 ====> Acc@1 96.564 Acc@5 99.980
valid 167 ====> Acc@1 85.260 Acc@5 99.270
train 168 ====> Acc@1 96.630 Acc@5 99.990
valid 168 ====> Acc@1 87.740 Acc@5 99.400
train 169 ====> Acc@1 96.686 Acc@5 99.988
valid 169 ====> Acc@1 86.960 Acc@5 99.430
train 170 ====> Acc@1 95.904 Acc@5 99.990
valid 170 ====> Acc@1 86.830 Acc@5 99.420
train 171 ====> Acc@1 96.464 Acc@5 99.982
valid 171 ====> Acc@1 85.110 Acc@5 99.160
train 172 ====> Acc@1 96.450 Acc@5 99.988
valid 172 ====> Acc@1 84.170 Acc@5 99.340
train 173 ====> Acc@1 96.454 Acc@5 99.984
valid 173 ====> Acc@1 84.020 Acc@5 99.160
train 174 ====> Acc@1 96.610 Acc@5 99.978
valid 174 ====> Acc@1 85.500 Acc@5 99.370
train 175 ====> Acc@1 96.564 Acc@5 99.982
valid 175 ====> Acc@1 87.120 Acc@5 99.460
train 176 ====> Acc@1 96.660 Acc@5 99.984
valid 176 ====> Acc@1 85.440 Acc@5 99.290
train 177 ====> Acc@1 96.290 Acc@5 99.974
valid 177 ====> Acc@1 87.010 Acc@5 99.390
train 178 ====> Acc@1 96.678 Acc@5 99.980
valid 178 ====> Acc@1 83.070 Acc@5 99.380
train 179 ====> Acc@1 96.336 Acc@5 99.978
valid 179 ====> Acc@1 86.460 Acc@5 99.510
train 180 ====> Acc@1 96.868 Acc@5 99.984
valid 180 ====> Acc@1 85.930 Acc@5 99.280
train 181 ====> Acc@1 96.484 Acc@5 99.988
valid 181 ====> Acc@1 83.560 Acc@5 99.210
train 182 ====> Acc@1 96.582 Acc@5 99.978
valid 182 ====> Acc@1 86.040 Acc@5 99.160
train 183 ====> Acc@1 96.642 Acc@5 99.982
valid 183 ====> Acc@1 81.600 Acc@5 98.380
train 184 ====> Acc@1 96.342 Acc@5 99.980
valid 184 ====> Acc@1 82.490 Acc@5 98.540
train 185 ====> Acc@1 96.270 Acc@5 99.968
valid 185 ====> Acc@1 84.810 Acc@5 99.440
train 186 ====> Acc@1 96.274 Acc@5 99.988
valid 186 ====> Acc@1 85.090 Acc@5 99.340
train 187 ====> Acc@1 96.612 Acc@5 99.984
valid 187 ====> Acc@1 86.560 Acc@5 99.420
train 188 ====> Acc@1 96.496 Acc@5 99.976
valid 188 ====> Acc@1 87.520 Acc@5 99.410
train 189 ====> Acc@1 96.692 Acc@5 99.986
valid 189 ====> Acc@1 84.810 Acc@5 99.280
train 190 ====> Acc@1 96.608 Acc@5 99.976
valid 190 ====> Acc@1 84.430 Acc@5 99.390
train 191 ====> Acc@1 96.468 Acc@5 99.988
valid 191 ====> Acc@1 87.080 Acc@5 99.290
train 192 ====> Acc@1 96.698 Acc@5 99.982
valid 192 ====> Acc@1 85.970 Acc@5 99.400
train 193 ====> Acc@1 96.314 Acc@5 99.978
valid 193 ====> Acc@1 84.690 Acc@5 99.180
train 194 ====> Acc@1 96.692 Acc@5 99.988
valid 194 ====> Acc@1 84.610 Acc@5 99.220
train 195 ====> Acc@1 96.488 Acc@5 99.988
valid 195 ====> Acc@1 87.270 Acc@5 99.270
train 196 ====> Acc@1 96.370 Acc@5 99.974
valid 196 ====> Acc@1 85.190 Acc@5 99.200
train 197 ====> Acc@1 96.472 Acc@5 99.992
valid 197 ====> Acc@1 84.320 Acc@5 99.220
train 198 ====> Acc@1 96.352 Acc@5 99.988
valid 198 ====> Acc@1 87.480 Acc@5 99.410
train 199 ====> Acc@1 97.036 Acc@5 99.990
valid 199 ====> Acc@1 86.570 Acc@5 99.300
train 200 ====> Acc@1 96.596 Acc@5 99.994
valid 200 ====> Acc@1 84.840 Acc@5 98.880
train 201 ====> Acc@1 96.596 Acc@5 99.986
valid 201 ====> Acc@1 83.830 Acc@5 98.920
train 202 ====> Acc@1 96.300 Acc@5 99.980
valid 202 ====> Acc@1 85.110 Acc@5 99.130
train 203 ====> Acc@1 96.734 Acc@5 99.986
valid 203 ====> Acc@1 84.800 Acc@5 99.080
train 204 ====> Acc@1 96.400 Acc@5 99.980
valid 204 ====> Acc@1 85.410 Acc@5 99.060
train 205 ====> Acc@1 96.730 Acc@5 99.986
valid 205 ====> Acc@1 86.190 Acc@5 99.270
train 206 ====> Acc@1 96.682 Acc@5 99.984
valid 206 ====> Acc@1 85.030 Acc@5 99.320
train 207 ====> Acc@1 96.536 Acc@5 99.986
valid 207 ====> Acc@1 81.000 Acc@5 98.570
train 208 ====> Acc@1 96.688 Acc@5 99.988
valid 208 ====> Acc@1 84.440 Acc@5 99.510
train 209 ====> Acc@1 96.514 Acc@5 99.992
valid 209 ====> Acc@1 85.830 Acc@5 99.000
train 210 ====> Acc@1 96.274 Acc@5 99.976
valid 210 ====> Acc@1 85.940 Acc@5 99.360
train 211 ====> Acc@1 96.838 Acc@5 99.986
valid 211 ====> Acc@1 85.130 Acc@5 99.140
train 212 ====> Acc@1 96.586 Acc@5 99.978
valid 212 ====> Acc@1 84.860 Acc@5 99.090
train 213 ====> Acc@1 96.448 Acc@5 99.980
valid 213 ====> Acc@1 87.290 Acc@5 99.390
train 214 ====> Acc@1 96.878 Acc@5 99.994
valid 214 ====> Acc@1 85.280 Acc@5 99.370
train 215 ====> Acc@1 96.396 Acc@5 99.976
valid 215 ====> Acc@1 86.320 Acc@5 99.500
train 216 ====> Acc@1 96.784 Acc@5 99.984
valid 216 ====> Acc@1 83.720 Acc@5 98.470
train 217 ====> Acc@1 96.666 Acc@5 99.984
valid 217 ====> Acc@1 85.460 Acc@5 99.340
train 218 ====> Acc@1 96.792 Acc@5 99.982
valid 218 ====> Acc@1 86.220 Acc@5 98.970
train 219 ====> Acc@1 96.814 Acc@5 99.978
valid 219 ====> Acc@1 82.560 Acc@5 98.770
train 220 ====> Acc@1 96.436 Acc@5 99.982
valid 220 ====> Acc@1 80.210 Acc@5 98.950
train 221 ====> Acc@1 96.638 Acc@5 99.974
valid 221 ====> Acc@1 86.840 Acc@5 99.480
train 222 ====> Acc@1 96.408 Acc@5 99.982
valid 222 ====> Acc@1 85.310 Acc@5 99.190
train 223 ====> Acc@1 96.484 Acc@5 99.976
valid 223 ====> Acc@1 87.090 Acc@5 99.430
train 224 ====> Acc@1 96.860 Acc@5 99.990
valid 224 ====> Acc@1 83.070 Acc@5 98.970
train 225 ====> Acc@1 96.564 Acc@5 99.980
valid 225 ====> Acc@1 84.610 Acc@5 99.170
train 226 ====> Acc@1 96.494 Acc@5 99.976
valid 226 ====> Acc@1 85.300 Acc@5 98.960
train 227 ====> Acc@1 96.822 Acc@5 99.994
valid 227 ====> Acc@1 86.880 Acc@5 99.390
train 228 ====> Acc@1 96.490 Acc@5 99.990
valid 228 ====> Acc@1 83.610 Acc@5 99.330
train 229 ====> Acc@1 96.440 Acc@5 99.986
valid 229 ====> Acc@1 85.270 Acc@5 99.230
train 230 ====> Acc@1 96.794 Acc@5 99.996
valid 230 ====> Acc@1 87.150 Acc@5 99.470
train 231 ====> Acc@1 96.620 Acc@5 99.984
valid 231 ====> Acc@1 87.730 Acc@5 99.490
train 232 ====> Acc@1 96.744 Acc@5 99.986
valid 232 ====> Acc@1 82.050 Acc@5 99.190
train 233 ====> Acc@1 96.536 Acc@5 99.990
valid 233 ====> Acc@1 87.070 Acc@5 99.490
train 234 ====> Acc@1 96.686 Acc@5 99.978
valid 234 ====> Acc@1 83.240 Acc@5 99.200
train 235 ====> Acc@1 96.972 Acc@5 99.980
valid 235 ====> Acc@1 83.650 Acc@5 99.150
train 236 ====> Acc@1 96.600 Acc@5 99.986
valid 236 ====> Acc@1 80.340 Acc@5 98.840
train 237 ====> Acc@1 96.430 Acc@5 99.982
valid 237 ====> Acc@1 87.010 Acc@5 99.290
train 238 ====> Acc@1 96.798 Acc@5 99.984
valid 238 ====> Acc@1 83.360 Acc@5 99.350
train 239 ====> Acc@1 96.714 Acc@5 99.984
valid 239 ====> Acc@1 84.360 Acc@5 99.090
train 240 ====> Acc@1 96.644 Acc@5 99.982
valid 240 ====> Acc@1 86.690 Acc@5 99.430
train 241 ====> Acc@1 96.798 Acc@5 99.990
valid 241 ====> Acc@1 80.080 Acc@5 98.780
train 242 ====> Acc@1 96.712 Acc@5 99.986
valid 242 ====> Acc@1 87.520 Acc@5 99.380
train 243 ====> Acc@1 97.180 Acc@5 99.986
valid 243 ====> Acc@1 86.600 Acc@5 99.360
train 244 ====> Acc@1 96.238 Acc@5 99.980
valid 244 ====> Acc@1 85.770 Acc@5 99.460
train 245 ====> Acc@1 96.750 Acc@5 99.994
valid 245 ====> Acc@1 86.480 Acc@5 99.420
train 246 ====> Acc@1 96.504 Acc@5 99.984
valid 246 ====> Acc@1 84.620 Acc@5 98.860
train 247 ====> Acc@1 96.950 Acc@5 99.990
valid 247 ====> Acc@1 83.770 Acc@5 99.380
train 248 ====> Acc@1 96.486 Acc@5 99.988
valid 248 ====> Acc@1 83.140 Acc@5 99.220
train 249 ====> Acc@1 96.412 Acc@5 99.974
valid 249 ====> Acc@1 86.840 Acc@5 99.200
train 250 ====> Acc@1 96.906 Acc@5 99.994
valid 250 ====> Acc@1 80.780 Acc@5 98.750
train 251 ====> Acc@1 96.818 Acc@5 99.990
valid 251 ====> Acc@1 85.570 Acc@5 99.130
train 252 ====> Acc@1 96.846 Acc@5 99.982
valid 252 ====> Acc@1 85.210 Acc@5 99.270
