Files already downloaded and verified
Files already downloaded and verified
prune rate 0.6 regularization odecay 0.7
train 45 ====> Acc@1 54.894 Acc@5 94.910
sparsity 45 ====> 71.46% || num_zero/num_total: 611507/855770
valid 45 ====> Acc@1 46.840 Acc@5 90.350
train 46 ====> Acc@1 55.530 Acc@5 95.012
sparsity 46 ====> 71.46% || num_zero/num_total: 611507/855770
valid 46 ====> Acc@1 54.360 Acc@5 94.430
train 47 ====> Acc@1 55.886 Acc@5 94.958
sparsity 47 ====> 71.42% || num_zero/num_total: 611219/855770
valid 47 ====> Acc@1 50.770 Acc@5 93.530
train 48 ====> Acc@1 55.706 Acc@5 95.074
sparsity 48 ====> 71.46% || num_zero/num_total: 611507/855770
valid 48 ====> Acc@1 53.110 Acc@5 95.530
train 49 ====> Acc@1 56.346 Acc@5 95.156
sparsity 49 ====> 71.46% || num_zero/num_total: 611507/855770
valid 49 ====> Acc@1 54.080 Acc@5 93.380
train 50 ====> Acc@1 56.808 Acc@5 95.296
sparsity 50 ====> 71.46% || num_zero/num_total: 611507/855770
valid 50 ====> Acc@1 54.480 Acc@5 94.960
train 51 ====> Acc@1 57.426 Acc@5 95.356
sparsity 51 ====> 71.46% || num_zero/num_total: 611507/855770
valid 51 ====> Acc@1 54.590 Acc@5 93.410
train 52 ====> Acc@1 57.692 Acc@5 95.404
sparsity 52 ====> 71.46% || num_zero/num_total: 611507/855770
valid 52 ====> Acc@1 53.670 Acc@5 94.270
train 53 ====> Acc@1 58.134 Acc@5 95.494
sparsity 53 ====> 71.46% || num_zero/num_total: 611507/855770
valid 53 ====> Acc@1 54.320 Acc@5 94.080
train 54 ====> Acc@1 58.414 Acc@5 95.500
sparsity 54 ====> 71.46% || num_zero/num_total: 611507/855770
valid 54 ====> Acc@1 45.450 Acc@5 90.300
train 55 ====> Acc@1 58.658 Acc@5 95.756
sparsity 55 ====> 71.46% || num_zero/num_total: 611507/855770
valid 55 ====> Acc@1 48.380 Acc@5 93.360
train 56 ====> Acc@1 59.328 Acc@5 95.830
sparsity 56 ====> 71.46% || num_zero/num_total: 611507/855770
valid 56 ====> Acc@1 56.860 Acc@5 95.790
train 57 ====> Acc@1 59.592 Acc@5 95.926
sparsity 57 ====> 71.42% || num_zero/num_total: 611219/855770
valid 57 ====> Acc@1 48.600 Acc@5 91.550
train 58 ====> Acc@1 59.186 Acc@5 95.828
sparsity 58 ====> 71.42% || num_zero/num_total: 611219/855770
valid 58 ====> Acc@1 51.510 Acc@5 94.000
train 59 ====> Acc@1 60.160 Acc@5 96.028
sparsity 59 ====> 71.41% || num_zero/num_total: 611075/855770
valid 59 ====> Acc@1 48.040 Acc@5 93.280
train 60 ====> Acc@1 60.554 Acc@5 96.120
sparsity 60 ====> 71.46% || num_zero/num_total: 611507/855770
valid 60 ====> Acc@1 57.880 Acc@5 95.250
train 61 ====> Acc@1 61.056 Acc@5 96.340
sparsity 61 ====> 71.46% || num_zero/num_total: 611507/855770
valid 61 ====> Acc@1 58.820 Acc@5 96.030
train 62 ====> Acc@1 61.812 Acc@5 96.386
sparsity 62 ====> 71.46% || num_zero/num_total: 611507/855770
valid 62 ====> Acc@1 55.930 Acc@5 96.020
train 63 ====> Acc@1 61.190 Acc@5 96.392
sparsity 63 ====> 71.39% || num_zero/num_total: 610963/855770
valid 63 ====> Acc@1 57.530 Acc@5 95.210
train 64 ====> Acc@1 62.340 Acc@5 96.650
sparsity 64 ====> 71.39% || num_zero/num_total: 610963/855770
valid 64 ====> Acc@1 55.250 Acc@5 95.360
train 65 ====> Acc@1 62.918 Acc@5 96.780
sparsity 65 ====> 71.39% || num_zero/num_total: 610963/855770
valid 65 ====> Acc@1 60.270 Acc@5 95.780
train 66 ====> Acc@1 62.534 Acc@5 96.612
sparsity 66 ====> 71.39% || num_zero/num_total: 610963/855770
valid 66 ====> Acc@1 58.500 Acc@5 95.620
train 67 ====> Acc@1 63.472 Acc@5 96.750
sparsity 67 ====> 71.39% || num_zero/num_total: 610963/855770
valid 67 ====> Acc@1 59.370 Acc@5 95.910
train 68 ====> Acc@1 63.584 Acc@5 96.792
sparsity 68 ====> 71.39% || num_zero/num_total: 610963/855770
valid 68 ====> Acc@1 58.690 Acc@5 96.100
train 69 ====> Acc@1 64.010 Acc@5 96.922
sparsity 69 ====> 71.39% || num_zero/num_total: 610963/855770
valid 69 ====> Acc@1 57.140 Acc@5 95.650
train 70 ====> Acc@1 64.266 Acc@5 96.968
sparsity 70 ====> 71.39% || num_zero/num_total: 610963/855770
valid 70 ====> Acc@1 57.380 Acc@5 95.840
train 71 ====> Acc@1 64.732 Acc@5 97.044
sparsity 71 ====> 71.39% || num_zero/num_total: 610963/855770
valid 71 ====> Acc@1 60.630 Acc@5 95.870
train 72 ====> Acc@1 64.920 Acc@5 96.986
sparsity 72 ====> 71.39% || num_zero/num_total: 610963/855770
valid 72 ====> Acc@1 58.500 Acc@5 96.340
train 73 ====> Acc@1 65.172 Acc@5 97.154
sparsity 73 ====> 71.39% || num_zero/num_total: 610963/855770
valid 73 ====> Acc@1 61.640 Acc@5 96.350
train 74 ====> Acc@1 65.744 Acc@5 97.176
sparsity 74 ====> 71.39% || num_zero/num_total: 610963/855770
valid 74 ====> Acc@1 64.940 Acc@5 97.060
train 75 ====> Acc@1 66.238 Acc@5 97.400
sparsity 75 ====> 71.39% || num_zero/num_total: 610963/855770
valid 75 ====> Acc@1 63.230 Acc@5 96.450
train 76 ====> Acc@1 66.602 Acc@5 97.296
sparsity 76 ====> 71.39% || num_zero/num_total: 610963/855770
valid 76 ====> Acc@1 64.360 Acc@5 96.920
train 77 ====> Acc@1 67.412 Acc@5 97.432
sparsity 77 ====> 71.39% || num_zero/num_total: 610963/855770
valid 77 ====> Acc@1 63.830 Acc@5 96.640
train 78 ====> Acc@1 67.362 Acc@5 97.396
sparsity 78 ====> 71.39% || num_zero/num_total: 610963/855770
valid 78 ====> Acc@1 64.890 Acc@5 97.380
train 79 ====> Acc@1 67.642 Acc@5 97.528
sparsity 79 ====> 71.39% || num_zero/num_total: 610963/855770
valid 79 ====> Acc@1 64.500 Acc@5 97.240
train 80 ====> Acc@1 68.154 Acc@5 97.646
sparsity 80 ====> 71.39% || num_zero/num_total: 610963/855770
valid 80 ====> Acc@1 60.710 Acc@5 96.050
train 81 ====> Acc@1 68.418 Acc@5 97.524
sparsity 81 ====> 71.39% || num_zero/num_total: 610963/855770
valid 81 ====> Acc@1 65.840 Acc@5 96.810
train 82 ====> Acc@1 69.084 Acc@5 97.662
sparsity 82 ====> 71.39% || num_zero/num_total: 610963/855770
valid 82 ====> Acc@1 66.330 Acc@5 97.200
train 83 ====> Acc@1 69.140 Acc@5 97.674
sparsity 83 ====> 71.39% || num_zero/num_total: 610963/855770
valid 83 ====> Acc@1 63.300 Acc@5 97.110
train 84 ====> Acc@1 69.430 Acc@5 97.792
sparsity 84 ====> 71.39% || num_zero/num_total: 610963/855770
valid 84 ====> Acc@1 67.550 Acc@5 97.060
train 85 ====> Acc@1 70.482 Acc@5 97.946
sparsity 85 ====> 71.39% || num_zero/num_total: 610963/855770
valid 85 ====> Acc@1 54.360 Acc@5 93.940
train 86 ====> Acc@1 70.522 Acc@5 97.948
sparsity 86 ====> 71.39% || num_zero/num_total: 610963/855770
valid 86 ====> Acc@1 65.580 Acc@5 96.920
train 87 ====> Acc@1 71.298 Acc@5 98.006
sparsity 87 ====> 71.36% || num_zero/num_total: 610675/855770
valid 87 ====> Acc@1 58.450 Acc@5 96.690
train 88 ====> Acc@1 71.994 Acc@5 98.040
sparsity 88 ====> 71.31% || num_zero/num_total: 610243/855770
valid 88 ====> Acc@1 63.500 Acc@5 97.040
train 89 ====> Acc@1 72.088 Acc@5 98.030
sparsity 89 ====> 71.31% || num_zero/num_total: 610243/855770
valid 89 ====> Acc@1 66.120 Acc@5 96.650
train 90 ====> Acc@1 72.676 Acc@5 98.212
sparsity 90 ====> 71.31% || num_zero/num_total: 610243/855770
valid 90 ====> Acc@1 64.230 Acc@5 96.780
train 91 ====> Acc@1 73.318 Acc@5 98.286
sparsity 91 ====> 71.31% || num_zero/num_total: 610243/855770
valid 91 ====> Acc@1 57.060 Acc@5 96.530
train 92 ====> Acc@1 73.770 Acc@5 98.320
sparsity 92 ====> 71.31% || num_zero/num_total: 610243/855770
valid 92 ====> Acc@1 57.700 Acc@5 94.130
train 93 ====> Acc@1 73.906 Acc@5 98.340
sparsity 93 ====> 71.31% || num_zero/num_total: 610243/855770
valid 93 ====> Acc@1 61.980 Acc@5 97.190
train 94 ====> Acc@1 74.274 Acc@5 98.274
sparsity 94 ====> 71.31% || num_zero/num_total: 610243/855770
valid 94 ====> Acc@1 68.240 Acc@5 97.840
train 95 ====> Acc@1 74.634 Acc@5 98.306
sparsity 95 ====> 71.34% || num_zero/num_total: 610531/855770
valid 95 ====> Acc@1 69.610 Acc@5 97.450
train 96 ====> Acc@1 75.482 Acc@5 98.516
sparsity 96 ====> 71.34% || num_zero/num_total: 610531/855770
valid 96 ====> Acc@1 58.230 Acc@5 95.920
train 97 ====> Acc@1 75.444 Acc@5 98.484
sparsity 97 ====> 71.34% || num_zero/num_total: 610531/855770
valid 97 ====> Acc@1 61.650 Acc@5 96.810
train 98 ====> Acc@1 75.826 Acc@5 98.526
sparsity 98 ====> 71.34% || num_zero/num_total: 610531/855770
valid 98 ====> Acc@1 69.500 Acc@5 97.230
train 99 ====> Acc@1 76.294 Acc@5 98.536
sparsity 99 ====> 71.34% || num_zero/num_total: 610531/855770
valid 99 ====> Acc@1 70.820 Acc@5 97.800
train 100 ====> Acc@1 76.596 Acc@5 98.532
sparsity 100 ====> 71.34% || num_zero/num_total: 610531/855770
valid 100 ====> Acc@1 65.860 Acc@5 96.090
train 101 ====> Acc@1 76.678 Acc@5 98.606
sparsity 101 ====> 71.34% || num_zero/num_total: 610531/855770
valid 101 ====> Acc@1 70.610 Acc@5 97.960
train 102 ====> Acc@1 77.310 Acc@5 98.624
sparsity 102 ====> 71.34% || num_zero/num_total: 610531/855770
valid 102 ====> Acc@1 72.960 Acc@5 98.360
train 103 ====> Acc@1 77.578 Acc@5 98.732
sparsity 103 ====> 71.34% || num_zero/num_total: 610531/855770
valid 103 ====> Acc@1 69.460 Acc@5 97.380
train 104 ====> Acc@1 77.318 Acc@5 98.644
sparsity 104 ====> 71.34% || num_zero/num_total: 610531/855770
valid 104 ====> Acc@1 69.900 Acc@5 97.730
train 105 ====> Acc@1 78.370 Acc@5 98.722
sparsity 105 ====> 71.34% || num_zero/num_total: 610531/855770
valid 105 ====> Acc@1 73.330 Acc@5 98.050
train 106 ====> Acc@1 78.232 Acc@5 98.762
sparsity 106 ====> 71.34% || num_zero/num_total: 610531/855770
valid 106 ====> Acc@1 73.320 Acc@5 97.980
train 107 ====> Acc@1 78.278 Acc@5 98.754
sparsity 107 ====> 71.34% || num_zero/num_total: 610531/855770
valid 107 ====> Acc@1 62.660 Acc@5 95.790
train 108 ====> Acc@1 78.626 Acc@5 98.812
sparsity 108 ====> 71.34% || num_zero/num_total: 610531/855770
valid 108 ====> Acc@1 61.010 Acc@5 97.300
train 109 ====> Acc@1 78.672 Acc@5 98.782
sparsity 109 ====> 71.34% || num_zero/num_total: 610531/855770
valid 109 ====> Acc@1 68.590 Acc@5 97.220
train 110 ====> Acc@1 79.096 Acc@5 98.814
sparsity 110 ====> 71.34% || num_zero/num_total: 610531/855770
valid 110 ====> Acc@1 61.170 Acc@5 95.880
train 111 ====> Acc@1 78.956 Acc@5 98.840
sparsity 111 ====> 71.34% || num_zero/num_total: 610531/855770
valid 111 ====> Acc@1 63.480 Acc@5 96.300
train 112 ====> Acc@1 79.030 Acc@5 98.838
sparsity 112 ====> 71.34% || num_zero/num_total: 610531/855770
valid 112 ====> Acc@1 74.510 Acc@5 98.450
train 113 ====> Acc@1 79.694 Acc@5 98.880
sparsity 113 ====> 71.34% || num_zero/num_total: 610531/855770
valid 113 ====> Acc@1 69.750 Acc@5 97.070
train 114 ====> Acc@1 79.612 Acc@5 98.958
sparsity 114 ====> 71.34% || num_zero/num_total: 610531/855770
valid 114 ====> Acc@1 65.360 Acc@5 96.300
train 115 ====> Acc@1 80.240 Acc@5 98.938
sparsity 115 ====> 71.34% || num_zero/num_total: 610531/855770
valid 115 ====> Acc@1 65.470 Acc@5 97.500
train 116 ====> Acc@1 80.088 Acc@5 99.016
sparsity 116 ====> 71.34% || num_zero/num_total: 610531/855770
valid 116 ====> Acc@1 62.800 Acc@5 95.520
train 117 ====> Acc@1 80.044 Acc@5 98.860
sparsity 117 ====> 71.34% || num_zero/num_total: 610531/855770
valid 117 ====> Acc@1 70.450 Acc@5 97.450
train 118 ====> Acc@1 80.360 Acc@5 98.966
sparsity 118 ====> 71.34% || num_zero/num_total: 610531/855770
valid 118 ====> Acc@1 75.350 Acc@5 98.240
train 119 ====> Acc@1 80.578 Acc@5 98.968
sparsity 119 ====> 71.34% || num_zero/num_total: 610531/855770
valid 119 ====> Acc@1 67.830 Acc@5 98.120
train 120 ====> Acc@1 80.772 Acc@5 98.916
sparsity 120 ====> 71.34% || num_zero/num_total: 610531/855770
valid 120 ====> Acc@1 65.550 Acc@5 96.370
train 121 ====> Acc@1 80.916 Acc@5 99.078
sparsity 121 ====> 71.34% || num_zero/num_total: 610531/855770
valid 121 ====> Acc@1 65.690 Acc@5 98.080
train 122 ====> Acc@1 81.216 Acc@5 98.986
sparsity 122 ====> 71.34% || num_zero/num_total: 610531/855770
valid 122 ====> Acc@1 73.750 Acc@5 97.910
train 123 ====> Acc@1 81.042 Acc@5 99.096
sparsity 123 ====> 71.34% || num_zero/num_total: 610531/855770
valid 123 ====> Acc@1 72.260 Acc@5 97.590
train 124 ====> Acc@1 81.220 Acc@5 99.056
sparsity 124 ====> 71.34% || num_zero/num_total: 610531/855770
valid 124 ====> Acc@1 72.970 Acc@5 97.670
train 125 ====> Acc@1 81.326 Acc@5 99.042
sparsity 125 ====> 71.34% || num_zero/num_total: 610531/855770
valid 125 ====> Acc@1 73.380 Acc@5 98.380
train 126 ====> Acc@1 81.396 Acc@5 99.080
sparsity 126 ====> 71.34% || num_zero/num_total: 610531/855770
valid 126 ====> Acc@1 74.120 Acc@5 98.170
train 127 ====> Acc@1 81.730 Acc@5 99.108
sparsity 127 ====> 71.34% || num_zero/num_total: 610531/855770
valid 127 ====> Acc@1 71.970 Acc@5 97.770
train 128 ====> Acc@1 81.776 Acc@5 99.110
sparsity 128 ====> 71.34% || num_zero/num_total: 610531/855770
valid 128 ====> Acc@1 71.920 Acc@5 98.390
train 129 ====> Acc@1 81.530 Acc@5 99.082
sparsity 129 ====> 71.34% || num_zero/num_total: 610531/855770
valid 129 ====> Acc@1 69.450 Acc@5 98.140
train 130 ====> Acc@1 81.770 Acc@5 99.106
sparsity 130 ====> 71.34% || num_zero/num_total: 610531/855770
valid 130 ====> Acc@1 76.340 Acc@5 98.270
train 131 ====> Acc@1 82.288 Acc@5 99.114
sparsity 131 ====> 71.34% || num_zero/num_total: 610531/855770
valid 131 ====> Acc@1 70.870 Acc@5 97.300
train 132 ====> Acc@1 82.212 Acc@5 99.160
sparsity 132 ====> 71.34% || num_zero/num_total: 610531/855770
valid 132 ====> Acc@1 55.080 Acc@5 94.850
train 133 ====> Acc@1 82.012 Acc@5 99.190
sparsity 133 ====> 71.34% || num_zero/num_total: 610531/855770
valid 133 ====> Acc@1 73.340 Acc@5 98.100
train 134 ====> Acc@1 82.458 Acc@5 99.196
sparsity 134 ====> 71.34% || num_zero/num_total: 610531/855770
valid 134 ====> Acc@1 70.670 Acc@5 98.170
train 135 ====> Acc@1 82.548 Acc@5 99.102
sparsity 135 ====> 71.34% || num_zero/num_total: 610531/855770
valid 135 ====> Acc@1 71.270 Acc@5 97.700
train 136 ====> Acc@1 82.378 Acc@5 99.138
sparsity 136 ====> 71.34% || num_zero/num_total: 610531/855770
valid 136 ====> Acc@1 73.390 Acc@5 97.920
train 137 ====> Acc@1 82.884 Acc@5 99.160
sparsity 137 ====> 71.34% || num_zero/num_total: 610531/855770
valid 137 ====> Acc@1 71.950 Acc@5 98.170
train 138 ====> Acc@1 82.364 Acc@5 99.130
sparsity 138 ====> 71.34% || num_zero/num_total: 610531/855770
valid 138 ====> Acc@1 76.350 Acc@5 98.310
train 139 ====> Acc@1 83.188 Acc@5 99.222
sparsity 139 ====> 71.34% || num_zero/num_total: 610531/855770
valid 139 ====> Acc@1 75.490 Acc@5 98.420
train 140 ====> Acc@1 82.754 Acc@5 99.182
sparsity 140 ====> 71.34% || num_zero/num_total: 610531/855770
valid 140 ====> Acc@1 73.970 Acc@5 98.150
train 141 ====> Acc@1 82.834 Acc@5 99.202
sparsity 141 ====> 71.34% || num_zero/num_total: 610531/855770
valid 141 ====> Acc@1 76.740 Acc@5 97.970
train 142 ====> Acc@1 83.170 Acc@5 99.166
sparsity 142 ====> 71.34% || num_zero/num_total: 610531/855770
valid 142 ====> Acc@1 74.890 Acc@5 98.210
train 143 ====> Acc@1 83.092 Acc@5 99.246
sparsity 143 ====> 71.34% || num_zero/num_total: 610531/855770
valid 143 ====> Acc@1 73.160 Acc@5 97.790
train 144 ====> Acc@1 83.164 Acc@5 99.310
sparsity 144 ====> 71.34% || num_zero/num_total: 610531/855770
valid 144 ====> Acc@1 68.070 Acc@5 97.150
train 145 ====> Acc@1 83.656 Acc@5 99.256
sparsity 145 ====> 71.34% || num_zero/num_total: 610531/855770
valid 145 ====> Acc@1 69.000 Acc@5 97.870
train 146 ====> Acc@1 83.566 Acc@5 99.266
sparsity 146 ====> 71.34% || num_zero/num_total: 610531/855770
valid 146 ====> Acc@1 75.650 Acc@5 98.420
train 147 ====> Acc@1 83.504 Acc@5 99.270
sparsity 147 ====> 71.34% || num_zero/num_total: 610531/855770
valid 147 ====> Acc@1 73.770 Acc@5 98.630
train 148 ====> Acc@1 83.750 Acc@5 99.300
sparsity 148 ====> 71.34% || num_zero/num_total: 610531/855770
valid 148 ====> Acc@1 71.610 Acc@5 98.120
train 149 ====> Acc@1 83.602 Acc@5 99.260
sparsity 149 ====> 71.34% || num_zero/num_total: 610531/855770
valid 149 ====> Acc@1 79.000 Acc@5 98.630
train 150 ====> Acc@1 83.986 Acc@5 99.258
sparsity 150 ====> 71.34% || num_zero/num_total: 610531/855770
valid 150 ====> Acc@1 78.460 Acc@5 98.800
train 151 ====> Acc@1 83.766 Acc@5 99.338
sparsity 151 ====> 71.34% || num_zero/num_total: 610531/855770
valid 151 ====> Acc@1 72.380 Acc@5 97.950
train 152 ====> Acc@1 83.874 Acc@5 99.310
sparsity 152 ====> 71.34% || num_zero/num_total: 610531/855770
valid 152 ====> Acc@1 70.630 Acc@5 98.210
train 153 ====> Acc@1 83.840 Acc@5 99.246
sparsity 153 ====> 71.34% || num_zero/num_total: 610531/855770
valid 153 ====> Acc@1 63.370 Acc@5 97.120
train 154 ====> Acc@1 83.978 Acc@5 99.270
sparsity 154 ====> 71.34% || num_zero/num_total: 610531/855770
valid 154 ====> Acc@1 70.200 Acc@5 97.680
train 155 ====> Acc@1 83.936 Acc@5 99.264
sparsity 155 ====> 71.34% || num_zero/num_total: 610531/855770
valid 155 ====> Acc@1 76.130 Acc@5 98.220
train 156 ====> Acc@1 84.188 Acc@5 99.342
sparsity 156 ====> 71.34% || num_zero/num_total: 610531/855770
valid 156 ====> Acc@1 73.180 Acc@5 98.300
train 157 ====> Acc@1 84.114 Acc@5 99.358
sparsity 157 ====> 71.34% || num_zero/num_total: 610531/855770
valid 157 ====> Acc@1 69.350 Acc@5 97.650
train 158 ====> Acc@1 84.396 Acc@5 99.336
sparsity 158 ====> 71.34% || num_zero/num_total: 610531/855770
valid 158 ====> Acc@1 77.810 Acc@5 98.700
train 159 ====> Acc@1 84.362 Acc@5 99.344
sparsity 159 ====> 71.34% || num_zero/num_total: 610531/855770
