Files already downloaded and verified
Files already downloaded and verified
prune rate 0.5 regularization odecay 0.7
sparsity 20 ====> 49.07% || num_zero/num_total: 419960/855770
valid 20 ====> Acc@1 44.720 Acc@5 92.070
train 21 ====> Acc@1 45.926 Acc@5 92.022
sparsity 21 ====> 49.04% || num_zero/num_total: 419672/855770
valid 21 ====> Acc@1 45.000 Acc@5 92.030
train 22 ====> Acc@1 46.538 Acc@5 92.208
sparsity 22 ====> 49.07% || num_zero/num_total: 419960/855770
valid 22 ====> Acc@1 47.080 Acc@5 92.100
train 23 ====> Acc@1 47.278 Acc@5 92.494
sparsity 23 ====> 49.01% || num_zero/num_total: 419384/855770
valid 23 ====> Acc@1 47.770 Acc@5 92.880
train 24 ====> Acc@1 48.050 Acc@5 92.800
sparsity 24 ====> 48.97% || num_zero/num_total: 419096/855770
valid 24 ====> Acc@1 46.010 Acc@5 92.020
train 25 ====> Acc@1 48.526 Acc@5 92.930
sparsity 25 ====> 49.01% || num_zero/num_total: 419384/855770
valid 25 ====> Acc@1 47.500 Acc@5 92.980
train 26 ====> Acc@1 48.806 Acc@5 93.194
sparsity 26 ====> 49.01% || num_zero/num_total: 419384/855770
valid 26 ====> Acc@1 48.370 Acc@5 93.060
train 27 ====> Acc@1 49.918 Acc@5 93.216
sparsity 27 ====> 49.01% || num_zero/num_total: 419384/855770
valid 27 ====> Acc@1 45.640 Acc@5 91.650
train 28 ====> Acc@1 50.264 Acc@5 93.524
sparsity 28 ====> 49.01% || num_zero/num_total: 419384/855770
valid 28 ====> Acc@1 45.370 Acc@5 91.920
train 29 ====> Acc@1 50.666 Acc@5 93.548
sparsity 29 ====> 49.01% || num_zero/num_total: 419384/855770
valid 29 ====> Acc@1 49.320 Acc@5 92.930
train 30 ====> Acc@1 51.548 Acc@5 93.884
sparsity 30 ====> 48.97% || num_zero/num_total: 419096/855770
valid 30 ====> Acc@1 52.800 Acc@5 94.130
train 31 ====> Acc@1 51.942 Acc@5 93.922
sparsity 31 ====> 48.97% || num_zero/num_total: 419096/855770
valid 31 ====> Acc@1 41.490 Acc@5 87.870
train 32 ====> Acc@1 52.478 Acc@5 93.984
sparsity 32 ====> 48.97% || num_zero/num_total: 419096/855770
valid 32 ====> Acc@1 52.510 Acc@5 94.250
train 33 ====> Acc@1 52.722 Acc@5 94.116
sparsity 33 ====> 49.01% || num_zero/num_total: 419384/855770
valid 33 ====> Acc@1 51.680 Acc@5 93.660
train 34 ====> Acc@1 53.410 Acc@5 94.278
sparsity 34 ====> 49.04% || num_zero/num_total: 419672/855770
valid 34 ====> Acc@1 47.810 Acc@5 92.510
train 35 ====> Acc@1 54.160 Acc@5 94.446
sparsity 35 ====> 49.01% || num_zero/num_total: 419384/855770
valid 35 ====> Acc@1 47.720 Acc@5 92.550
train 36 ====> Acc@1 54.590 Acc@5 94.444
sparsity 36 ====> 48.97% || num_zero/num_total: 419096/855770
valid 36 ====> Acc@1 49.540 Acc@5 92.330
train 37 ====> Acc@1 54.896 Acc@5 94.610
sparsity 37 ====> 49.01% || num_zero/num_total: 419384/855770
valid 37 ====> Acc@1 50.760 Acc@5 93.600
train 38 ====> Acc@1 55.830 Acc@5 94.776
sparsity 38 ====> 49.01% || num_zero/num_total: 419384/855770
valid 38 ====> Acc@1 48.960 Acc@5 92.530
train 39 ====> Acc@1 56.074 Acc@5 95.132
sparsity 39 ====> 49.01% || num_zero/num_total: 419384/855770
valid 39 ====> Acc@1 43.880 Acc@5 90.580
train 40 ====> Acc@1 56.216 Acc@5 95.114
sparsity 40 ====> 49.04% || num_zero/num_total: 419672/855770
valid 40 ====> Acc@1 47.120 Acc@5 91.060
train 41 ====> Acc@1 57.432 Acc@5 95.264
sparsity 41 ====> 49.04% || num_zero/num_total: 419672/855770
valid 41 ====> Acc@1 37.960 Acc@5 84.830
train 42 ====> Acc@1 57.304 Acc@5 95.402
sparsity 42 ====> 49.04% || num_zero/num_total: 419672/855770
valid 42 ====> Acc@1 53.040 Acc@5 94.020
train 43 ====> Acc@1 58.338 Acc@5 95.514
sparsity 43 ====> 49.04% || num_zero/num_total: 419672/855770
valid 43 ====> Acc@1 54.410 Acc@5 93.660
train 44 ====> Acc@1 58.508 Acc@5 95.606
sparsity 44 ====> 49.04% || num_zero/num_total: 419672/855770
valid 44 ====> Acc@1 59.360 Acc@5 95.730
train 45 ====> Acc@1 59.178 Acc@5 95.874
sparsity 45 ====> 49.07% || num_zero/num_total: 419960/855770
valid 45 ====> Acc@1 50.710 Acc@5 93.900
train 46 ====> Acc@1 60.024 Acc@5 95.826
sparsity 46 ====> 49.04% || num_zero/num_total: 419672/855770
valid 46 ====> Acc@1 55.920 Acc@5 95.230
train 47 ====> Acc@1 60.092 Acc@5 95.944
sparsity 47 ====> 49.07% || num_zero/num_total: 419960/855770
valid 47 ====> Acc@1 48.690 Acc@5 92.400
train 48 ====> Acc@1 60.098 Acc@5 96.034
sparsity 48 ====> 49.07% || num_zero/num_total: 419960/855770
valid 48 ====> Acc@1 54.240 Acc@5 94.350
train 49 ====> Acc@1 60.666 Acc@5 96.062
sparsity 49 ====> 49.07% || num_zero/num_total: 419960/855770
valid 49 ====> Acc@1 56.950 Acc@5 95.270
train 50 ====> Acc@1 60.966 Acc@5 96.258
sparsity 50 ====> 49.07% || num_zero/num_total: 419960/855770
valid 50 ====> Acc@1 54.880 Acc@5 94.730
train 51 ====> Acc@1 61.488 Acc@5 96.294
sparsity 51 ====> 49.07% || num_zero/num_total: 419960/855770
valid 51 ====> Acc@1 57.640 Acc@5 94.890
train 52 ====> Acc@1 61.734 Acc@5 96.460
sparsity 52 ====> 49.07% || num_zero/num_total: 419960/855770
valid 52 ====> Acc@1 53.560 Acc@5 93.310
train 53 ====> Acc@1 61.828 Acc@5 96.462
sparsity 53 ====> 49.07% || num_zero/num_total: 419960/855770
valid 53 ====> Acc@1 61.700 Acc@5 96.290
train 54 ====> Acc@1 62.498 Acc@5 96.458
sparsity 54 ====> 49.07% || num_zero/num_total: 419960/855770
valid 54 ====> Acc@1 60.290 Acc@5 95.980
train 55 ====> Acc@1 62.698 Acc@5 96.550
sparsity 55 ====> 49.07% || num_zero/num_total: 419960/855770
valid 55 ====> Acc@1 57.490 Acc@5 96.000
train 56 ====> Acc@1 63.246 Acc@5 96.578
sparsity 56 ====> 49.07% || num_zero/num_total: 419960/855770
valid 56 ====> Acc@1 59.240 Acc@5 95.360
train 57 ====> Acc@1 63.676 Acc@5 96.720
sparsity 57 ====> 49.07% || num_zero/num_total: 419960/855770
valid 57 ====> Acc@1 61.650 Acc@5 95.890
train 58 ====> Acc@1 63.902 Acc@5 96.770
sparsity 58 ====> 49.07% || num_zero/num_total: 419960/855770
valid 58 ====> Acc@1 58.410 Acc@5 94.850
train 59 ====> Acc@1 64.260 Acc@5 96.754
sparsity 59 ====> 49.07% || num_zero/num_total: 419960/855770
valid 59 ====> Acc@1 44.400 Acc@5 90.250
train 60 ====> Acc@1 64.730 Acc@5 96.908
sparsity 60 ====> 49.07% || num_zero/num_total: 419960/855770
valid 60 ====> Acc@1 60.850 Acc@5 95.860
train 61 ====> Acc@1 65.080 Acc@5 96.908
sparsity 61 ====> 49.07% || num_zero/num_total: 419960/855770
valid 61 ====> Acc@1 54.550 Acc@5 93.490
train 62 ====> Acc@1 65.336 Acc@5 96.956
sparsity 62 ====> 49.07% || num_zero/num_total: 419960/855770
valid 62 ====> Acc@1 60.370 Acc@5 95.800
train 63 ====> Acc@1 65.238 Acc@5 97.014
sparsity 63 ====> 49.07% || num_zero/num_total: 419960/855770
valid 63 ====> Acc@1 63.740 Acc@5 96.940
train 64 ====> Acc@1 66.012 Acc@5 97.050
sparsity 64 ====> 49.07% || num_zero/num_total: 419960/855770
valid 64 ====> Acc@1 59.420 Acc@5 95.620
train 65 ====> Acc@1 66.498 Acc@5 97.132
sparsity 65 ====> 49.07% || num_zero/num_total: 419960/855770
valid 65 ====> Acc@1 59.110 Acc@5 95.910
train 66 ====> Acc@1 66.390 Acc@5 97.126
sparsity 66 ====> 49.07% || num_zero/num_total: 419960/855770
valid 66 ====> Acc@1 61.080 Acc@5 96.730
train 67 ====> Acc@1 66.828 Acc@5 97.224
sparsity 67 ====> 49.04% || num_zero/num_total: 419672/855770
valid 67 ====> Acc@1 63.550 Acc@5 96.470
train 68 ====> Acc@1 67.090 Acc@5 97.340
sparsity 68 ====> 49.04% || num_zero/num_total: 419672/855770
valid 68 ====> Acc@1 64.060 Acc@5 96.970
train 69 ====> Acc@1 67.468 Acc@5 97.378
sparsity 69 ====> 49.04% || num_zero/num_total: 419672/855770
valid 69 ====> Acc@1 62.210 Acc@5 95.240
train 70 ====> Acc@1 67.452 Acc@5 97.396
sparsity 70 ====> 49.04% || num_zero/num_total: 419672/855770
valid 70 ====> Acc@1 58.990 Acc@5 95.390
train 71 ====> Acc@1 67.670 Acc@5 97.450
sparsity 71 ====> 49.04% || num_zero/num_total: 419672/855770
valid 71 ====> Acc@1 53.560 Acc@5 94.080
train 72 ====> Acc@1 68.088 Acc@5 97.434
sparsity 72 ====> 49.04% || num_zero/num_total: 419672/855770
valid 72 ====> Acc@1 61.280 Acc@5 96.530
train 73 ====> Acc@1 68.190 Acc@5 97.528
sparsity 73 ====> 49.01% || num_zero/num_total: 419384/855770
valid 73 ====> Acc@1 64.100 Acc@5 96.630
train 74 ====> Acc@1 68.386 Acc@5 97.676
sparsity 74 ====> 49.01% || num_zero/num_total: 419384/855770
valid 74 ====> Acc@1 51.190 Acc@5 93.050
train 75 ====> Acc@1 68.450 Acc@5 97.650
sparsity 75 ====> 48.97% || num_zero/num_total: 419096/855770
valid 75 ====> Acc@1 62.570 Acc@5 96.670
train 76 ====> Acc@1 68.502 Acc@5 97.636
sparsity 76 ====> 49.01% || num_zero/num_total: 419384/855770
valid 76 ====> Acc@1 58.590 Acc@5 94.840
train 77 ====> Acc@1 69.468 Acc@5 97.714
sparsity 77 ====> 49.01% || num_zero/num_total: 419384/855770
valid 77 ====> Acc@1 60.570 Acc@5 95.650
train 78 ====> Acc@1 69.410 Acc@5 97.750
sparsity 78 ====> 48.97% || num_zero/num_total: 419096/855770
valid 78 ====> Acc@1 64.760 Acc@5 96.420
train 79 ====> Acc@1 69.652 Acc@5 97.802
sparsity 79 ====> 48.97% || num_zero/num_total: 419096/855770
valid 79 ====> Acc@1 68.070 Acc@5 97.520
train 80 ====> Acc@1 70.282 Acc@5 97.800
sparsity 80 ====> 48.97% || num_zero/num_total: 419096/855770
valid 80 ====> Acc@1 68.100 Acc@5 97.280
train 81 ====> Acc@1 70.392 Acc@5 97.762
sparsity 81 ====> 48.97% || num_zero/num_total: 419096/855770
valid 81 ====> Acc@1 64.860 Acc@5 97.040
train 82 ====> Acc@1 70.644 Acc@5 97.926
sparsity 82 ====> 48.97% || num_zero/num_total: 419096/855770
valid 82 ====> Acc@1 64.150 Acc@5 96.260
train 83 ====> Acc@1 70.990 Acc@5 97.852
sparsity 83 ====> 48.97% || num_zero/num_total: 419096/855770
valid 83 ====> Acc@1 51.040 Acc@5 91.290
train 84 ====> Acc@1 71.068 Acc@5 97.938
sparsity 84 ====> 48.97% || num_zero/num_total: 419096/855770
valid 84 ====> Acc@1 61.170 Acc@5 95.900
train 85 ====> Acc@1 71.338 Acc@5 97.932
sparsity 85 ====> 48.97% || num_zero/num_total: 419096/855770
valid 85 ====> Acc@1 64.400 Acc@5 97.020
train 86 ====> Acc@1 71.864 Acc@5 98.090
sparsity 86 ====> 48.97% || num_zero/num_total: 419096/855770
valid 86 ====> Acc@1 56.960 Acc@5 94.290
train 87 ====> Acc@1 72.190 Acc@5 98.090
sparsity 87 ====> 48.97% || num_zero/num_total: 419096/855770
valid 87 ====> Acc@1 67.600 Acc@5 97.240
train 88 ====> Acc@1 72.606 Acc@5 98.110
sparsity 88 ====> 48.97% || num_zero/num_total: 419096/855770
valid 88 ====> Acc@1 68.130 Acc@5 97.640
train 89 ====> Acc@1 72.914 Acc@5 98.168
sparsity 89 ====> 48.97% || num_zero/num_total: 419096/855770
valid 89 ====> Acc@1 67.760 Acc@5 97.090
train 90 ====> Acc@1 72.892 Acc@5 98.200
sparsity 90 ====> 48.97% || num_zero/num_total: 419096/855770
valid 90 ====> Acc@1 58.420 Acc@5 95.990
train 91 ====> Acc@1 73.110 Acc@5 98.214
sparsity 91 ====> 48.97% || num_zero/num_total: 419096/855770
valid 91 ====> Acc@1 67.540 Acc@5 96.480
train 92 ====> Acc@1 73.636 Acc@5 98.222
sparsity 92 ====> 48.97% || num_zero/num_total: 419096/855770
valid 92 ====> Acc@1 68.790 Acc@5 97.580
train 93 ====> Acc@1 73.604 Acc@5 98.334
sparsity 93 ====> 48.97% || num_zero/num_total: 419096/855770
valid 93 ====> Acc@1 72.060 Acc@5 98.080
train 94 ====> Acc@1 73.940 Acc@5 98.346
sparsity 94 ====> 48.97% || num_zero/num_total: 419096/855770
valid 94 ====> Acc@1 70.880 Acc@5 98.080
train 95 ====> Acc@1 74.286 Acc@5 98.350
sparsity 95 ====> 48.97% || num_zero/num_total: 419096/855770
valid 95 ====> Acc@1 70.460 Acc@5 97.580
train 96 ====> Acc@1 74.842 Acc@5 98.380
sparsity 96 ====> 48.97% || num_zero/num_total: 419096/855770
valid 96 ====> Acc@1 70.370 Acc@5 97.850
train 97 ====> Acc@1 74.844 Acc@5 98.496
sparsity 97 ====> 48.97% || num_zero/num_total: 419096/855770
valid 97 ====> Acc@1 61.820 Acc@5 96.720
train 98 ====> Acc@1 75.022 Acc@5 98.436
sparsity 98 ====> 48.97% || num_zero/num_total: 419096/855770
valid 98 ====> Acc@1 70.490 Acc@5 97.530
train 99 ====> Acc@1 75.584 Acc@5 98.504
sparsity 99 ====> 48.97% || num_zero/num_total: 419096/855770
valid 99 ====> Acc@1 67.550 Acc@5 98.030
train 100 ====> Acc@1 75.618 Acc@5 98.578
sparsity 100 ====> 48.97% || num_zero/num_total: 419096/855770
valid 100 ====> Acc@1 68.420 Acc@5 97.110
train 101 ====> Acc@1 75.942 Acc@5 98.558
sparsity 101 ====> 48.97% || num_zero/num_total: 419096/855770
valid 101 ====> Acc@1 72.750 Acc@5 98.330
train 102 ====> Acc@1 76.392 Acc@5 98.644
sparsity 102 ====> 48.97% || num_zero/num_total: 419096/855770
valid 102 ====> Acc@1 69.440 Acc@5 98.070
train 103 ====> Acc@1 76.856 Acc@5 98.584
sparsity 103 ====> 48.97% || num_zero/num_total: 419096/855770
valid 103 ====> Acc@1 70.560 Acc@5 97.670
train 104 ====> Acc@1 77.050 Acc@5 98.650
sparsity 104 ====> 48.97% || num_zero/num_total: 419096/855770
valid 104 ====> Acc@1 71.380 Acc@5 97.770
train 105 ====> Acc@1 77.136 Acc@5 98.700
sparsity 105 ====> 48.97% || num_zero/num_total: 419096/855770
valid 105 ====> Acc@1 70.440 Acc@5 97.840
train 106 ====> Acc@1 77.380 Acc@5 98.728
sparsity 106 ====> 48.97% || num_zero/num_total: 419096/855770
valid 106 ====> Acc@1 68.480 Acc@5 97.200
train 107 ====> Acc@1 77.744 Acc@5 98.760
sparsity 107 ====> 48.97% || num_zero/num_total: 419096/855770
valid 107 ====> Acc@1 66.620 Acc@5 96.510
train 108 ====> Acc@1 78.052 Acc@5 98.810
sparsity 108 ====> 48.97% || num_zero/num_total: 419096/855770
valid 108 ====> Acc@1 73.800 Acc@5 98.180
train 109 ====> Acc@1 78.302 Acc@5 98.770
sparsity 109 ====> 48.97% || num_zero/num_total: 419096/855770
valid 109 ====> Acc@1 72.520 Acc@5 98.140
train 110 ====> Acc@1 78.790 Acc@5 98.890
sparsity 110 ====> 48.97% || num_zero/num_total: 419096/855770
valid 110 ====> Acc@1 74.760 Acc@5 98.370
train 111 ====> Acc@1 78.498 Acc@5 98.874
sparsity 111 ====> 48.97% || num_zero/num_total: 419096/855770
valid 111 ====> Acc@1 72.910 Acc@5 97.980
train 112 ====> Acc@1 79.204 Acc@5 98.878
sparsity 112 ====> 48.97% || num_zero/num_total: 419096/855770
valid 112 ====> Acc@1 64.710 Acc@5 97.240
train 113 ====> Acc@1 79.242 Acc@5 98.960
sparsity 113 ====> 48.97% || num_zero/num_total: 419096/855770
valid 113 ====> Acc@1 70.070 Acc@5 97.290
train 114 ====> Acc@1 79.262 Acc@5 98.910
sparsity 114 ====> 48.97% || num_zero/num_total: 419096/855770
valid 114 ====> Acc@1 68.470 Acc@5 96.860
train 115 ====> Acc@1 79.524 Acc@5 98.958
sparsity 115 ====> 48.97% || num_zero/num_total: 419096/855770
valid 115 ====> Acc@1 74.400 Acc@5 98.410
train 116 ====> Acc@1 79.604 Acc@5 98.962
sparsity 116 ====> 48.97% || num_zero/num_total: 419096/855770
valid 116 ====> Acc@1 70.360 Acc@5 97.670
train 117 ====> Acc@1 80.190 Acc@5 98.970
sparsity 117 ====> 48.97% || num_zero/num_total: 419096/855770
valid 117 ====> Acc@1 71.040 Acc@5 97.670
train 118 ====> Acc@1 80.040 Acc@5 98.928
sparsity 118 ====> 48.97% || num_zero/num_total: 419096/855770
valid 118 ====> Acc@1 75.550 Acc@5 98.660
train 119 ====> Acc@1 80.554 Acc@5 98.958
sparsity 119 ====> 48.97% || num_zero/num_total: 419096/855770
valid 119 ====> Acc@1 73.660 Acc@5 97.890
train 120 ====> Acc@1 80.390 Acc@5 99.026
sparsity 120 ====> 48.97% || num_zero/num_total: 419096/855770
valid 120 ====> Acc@1 76.050 Acc@5 98.340
train 121 ====> Acc@1 80.906 Acc@5 99.052
sparsity 121 ====> 48.97% || num_zero/num_total: 419096/855770
valid 121 ====> Acc@1 73.270 Acc@5 98.060
train 122 ====> Acc@1 80.906 Acc@5 98.996
sparsity 122 ====> 48.97% || num_zero/num_total: 419096/855770
valid 122 ====> Acc@1 74.050 Acc@5 98.370
train 123 ====> Acc@1 81.016 Acc@5 99.024
sparsity 123 ====> 48.97% || num_zero/num_total: 419096/855770
valid 123 ====> Acc@1 69.290 Acc@5 97.850
train 124 ====> Acc@1 81.212 Acc@5 99.164
sparsity 124 ====> 48.97% || num_zero/num_total: 419096/855770
valid 124 ====> Acc@1 70.770 Acc@5 97.000
train 125 ====> Acc@1 81.298 Acc@5 99.068
sparsity 125 ====> 48.97% || num_zero/num_total: 419096/855770
valid 125 ====> Acc@1 73.900 Acc@5 97.670
train 126 ====> Acc@1 81.588 Acc@5 99.078
sparsity 126 ====> 48.97% || num_zero/num_total: 419096/855770
valid 126 ====> Acc@1 73.900 Acc@5 98.130
train 127 ====> Acc@1 81.386 Acc@5 99.110
sparsity 127 ====> 48.97% || num_zero/num_total: 419096/855770
valid 127 ====> Acc@1 76.370 Acc@5 98.570
train 128 ====> Acc@1 81.406 Acc@5 99.176
sparsity 128 ====> 48.97% || num_zero/num_total: 419096/855770
valid 128 ====> Acc@1 77.750 Acc@5 98.800
train 129 ====> Acc@1 81.936 Acc@5 99.138
sparsity 129 ====> 48.97% || num_zero/num_total: 419096/855770
valid 129 ====> Acc@1 70.900 Acc@5 97.880
train 130 ====> Acc@1 82.184 Acc@5 99.186
sparsity 130 ====> 48.97% || num_zero/num_total: 419096/855770
valid 130 ====> Acc@1 70.020 Acc@5 96.440
train 131 ====> Acc@1 82.168 Acc@5 99.198
sparsity 131 ====> 48.97% || num_zero/num_total: 419096/855770
valid 131 ====> Acc@1 77.240 Acc@5 98.690
train 132 ====> Acc@1 82.274 Acc@5 99.224
sparsity 132 ====> 48.97% || num_zero/num_total: 419096/855770
valid 132 ====> Acc@1 73.190 Acc@5 98.510
train 133 ====> Acc@1 82.326 Acc@5 99.210
sparsity 133 ====> 48.97% || num_zero/num_total: 419096/855770
valid 133 ====> Acc@1 73.540 Acc@5 98.310
train 134 ====> Acc@1 82.740 Acc@5 99.272
sparsity 134 ====> 48.97% || num_zero/num_total: 419096/855770
valid 134 ====> Acc@1 74.470 Acc@5 97.770
train 135 ====> Acc@1 82.878 Acc@5 99.226
sparsity 135 ====> 48.97% || num_zero/num_total: 419096/855770
valid 135 ====> Acc@1 73.000 Acc@5 97.670
train 136 ====> Acc@1 82.758 Acc@5 99.278
sparsity 136 ====> 48.97% || num_zero/num_total: 419096/855770
valid 136 ====> Acc@1 68.210 Acc@5 96.910
train 137 ====> Acc@1 83.186 Acc@5 99.278
sparsity 137 ====> 48.97% || num_zero/num_total: 419096/855770
valid 137 ====> Acc@1 75.680 Acc@5 98.260
train 138 ====> Acc@1 83.264 Acc@5 99.300
sparsity 138 ====> 48.97% || num_zero/num_total: 419096/855770
valid 138 ====> Acc@1 74.380 Acc@5 98.220
train 139 ====> Acc@1 83.248 Acc@5 99.288
sparsity 139 ====> 48.97% || num_zero/num_total: 419096/855770
valid 139 ====> Acc@1 73.910 Acc@5 98.120
train 140 ====> Acc@1 83.174 Acc@5 99.318
sparsity 140 ====> 48.97% || num_zero/num_total: 419096/855770
valid 140 ====> Acc@1 76.930 Acc@5 98.650
train 141 ====> Acc@1 83.400 Acc@5 99.306
sparsity 141 ====> 48.97% || num_zero/num_total: 419096/855770
valid 141 ====> Acc@1 78.050 Acc@5 98.830
train 142 ====> Acc@1 83.502 Acc@5 99.332
sparsity 142 ====> 48.97% || num_zero/num_total: 419096/855770
valid 142 ====> Acc@1 78.930 Acc@5 98.920
train 143 ====> Acc@1 83.916 Acc@5 99.374
sparsity 143 ====> 48.97% || num_zero/num_total: 419096/855770
valid 143 ====> Acc@1 75.300 Acc@5 98.270
train 144 ====> Acc@1 84.070 Acc@5 99.298
sparsity 144 ====> 48.97% || num_zero/num_total: 419096/855770
valid 144 ====> Acc@1 76.310 Acc@5 98.420
train 145 ====> Acc@1 84.004 Acc@5 99.324
sparsity 145 ====> 48.97% || num_zero/num_total: 419096/855770
valid 145 ====> Acc@1 73.330 Acc@5 97.740
train 146 ====> Acc@1 83.900 Acc@5 99.314
sparsity 146 ====> 48.97% || num_zero/num_total: 419096/855770
valid 146 ====> Acc@1 76.790 Acc@5 98.270
train 147 ====> Acc@1 84.348 Acc@5 99.366
sparsity 147 ====> 48.97% || num_zero/num_total: 419096/855770
valid 147 ====> Acc@1 78.310 Acc@5 98.470
train 148 ====> Acc@1 84.026 Acc@5 99.342
sparsity 148 ====> 48.97% || num_zero/num_total: 419096/855770
valid 148 ====> Acc@1 77.480 Acc@5 98.690
train 149 ====> Acc@1 84.432 Acc@5 99.420
sparsity 149 ====> 48.97% || num_zero/num_total: 419096/855770
valid 149 ====> Acc@1 77.580 Acc@5 98.340
train 150 ====> Acc@1 84.386 Acc@5 99.414
sparsity 150 ====> 48.97% || num_zero/num_total: 419096/855770
valid 150 ====> Acc@1 74.590 Acc@5 97.750
train 151 ====> Acc@1 84.614 Acc@5 99.382
sparsity 151 ====> 48.97% || num_zero/num_total: 419096/855770
valid 151 ====> Acc@1 74.540 Acc@5 98.250
train 152 ====> Acc@1 84.594 Acc@5 99.386
sparsity 152 ====> 48.97% || num_zero/num_total: 419096/855770
valid 152 ====> Acc@1 78.450 Acc@5 98.910
train 153 ====> Acc@1 84.566 Acc@5 99.420
sparsity 153 ====> 48.97% || num_zero/num_total: 419096/855770
valid 153 ====> Acc@1 76.110 Acc@5 98.320
train 154 ====> Acc@1 84.768 Acc@5 99.450
sparsity 154 ====> 48.97% || num_zero/num_total: 419096/855770
valid 154 ====> Acc@1 76.930 Acc@5 98.670
train 155 ====> Acc@1 84.670 Acc@5 99.406
sparsity 155 ====> 48.97% || num_zero/num_total: 419096/855770
valid 155 ====> Acc@1 79.080 Acc@5 98.700
train 156 ====> Acc@1 84.916 Acc@5 99.466
sparsity 156 ====> 48.97% || num_zero/num_total: 419096/855770
valid 156 ====> Acc@1 76.850 Acc@5 98.570
train 157 ====> Acc@1 85.036 Acc@5 99.434
sparsity 157 ====> 48.97% || num_zero/num_total: 419096/855770
valid 157 ====> Acc@1 73.680 Acc@5 98.490
train 158 ====> Acc@1 85.050 Acc@5 99.490
sparsity 158 ====> 48.97% || num_zero/num_total: 419096/855770
valid 158 ====> Acc@1 73.480 Acc@5 98.000
train 159 ====> Acc@1 85.344 Acc@5 99.454
sparsity 159 ====> 48.97% || num_zero/num_total: 419096/855770
