Files already downloaded and verified
Files already downloaded and verified
prune rate 0.5 regularization odecay 0.7
valid 159 ====> Acc@1 78.000 Acc@5 98.600
train 160 ====> Acc@1 84.892 Acc@5 99.440
sparsity 160 ====> 48.97% || num_zero/num_total: 419096/855770
valid 160 ====> Acc@1 80.510 Acc@5 98.970
train 161 ====> Acc@1 85.262 Acc@5 99.496
sparsity 161 ====> 48.97% || num_zero/num_total: 419096/855770
valid 161 ====> Acc@1 78.960 Acc@5 99.010
train 162 ====> Acc@1 85.574 Acc@5 99.528
sparsity 162 ====> 48.97% || num_zero/num_total: 419096/855770
valid 162 ====> Acc@1 78.410 Acc@5 99.040
train 163 ====> Acc@1 85.484 Acc@5 99.416
sparsity 163 ====> 48.94% || num_zero/num_total: 418808/855770
valid 163 ====> Acc@1 70.900 Acc@5 97.620
train 164 ====> Acc@1 85.368 Acc@5 99.508
sparsity 164 ====> 48.94% || num_zero/num_total: 418808/855770
valid 164 ====> Acc@1 77.560 Acc@5 98.930
train 165 ====> Acc@1 85.462 Acc@5 99.492
sparsity 165 ====> 48.94% || num_zero/num_total: 418808/855770
valid 165 ====> Acc@1 80.520 Acc@5 98.940
train 166 ====> Acc@1 85.770 Acc@5 99.516
sparsity 166 ====> 48.94% || num_zero/num_total: 418808/855770
valid 166 ====> Acc@1 81.250 Acc@5 99.100
train 167 ====> Acc@1 85.684 Acc@5 99.484
sparsity 167 ====> 48.94% || num_zero/num_total: 418808/855770
valid 167 ====> Acc@1 74.330 Acc@5 98.740
train 168 ====> Acc@1 85.522 Acc@5 99.456
sparsity 168 ====> 48.94% || num_zero/num_total: 418808/855770
valid 168 ====> Acc@1 78.210 Acc@5 98.890
train 169 ====> Acc@1 85.722 Acc@5 99.476
sparsity 169 ====> 48.94% || num_zero/num_total: 418808/855770
valid 169 ====> Acc@1 76.000 Acc@5 98.720
train 170 ====> Acc@1 85.522 Acc@5 99.484
sparsity 170 ====> 48.94% || num_zero/num_total: 418808/855770
valid 170 ====> Acc@1 70.210 Acc@5 96.840
train 171 ====> Acc@1 85.672 Acc@5 99.552
sparsity 171 ====> 48.94% || num_zero/num_total: 418808/855770
valid 171 ====> Acc@1 78.900 Acc@5 98.980
train 172 ====> Acc@1 86.068 Acc@5 99.482
sparsity 172 ====> 48.94% || num_zero/num_total: 418808/855770
valid 172 ====> Acc@1 76.370 Acc@5 98.110
train 173 ====> Acc@1 85.882 Acc@5 99.556
sparsity 173 ====> 48.94% || num_zero/num_total: 418808/855770
valid 173 ====> Acc@1 74.310 Acc@5 98.220
train 174 ====> Acc@1 85.904 Acc@5 99.524
sparsity 174 ====> 48.94% || num_zero/num_total: 418808/855770
valid 174 ====> Acc@1 79.200 Acc@5 98.310
train 175 ====> Acc@1 86.298 Acc@5 99.524
sparsity 175 ====> 48.94% || num_zero/num_total: 418808/855770
valid 175 ====> Acc@1 80.680 Acc@5 98.880
train 176 ====> Acc@1 86.022 Acc@5 99.468
sparsity 176 ====> 48.94% || num_zero/num_total: 418808/855770
valid 176 ====> Acc@1 76.890 Acc@5 98.810
train 177 ====> Acc@1 86.340 Acc@5 99.518
sparsity 177 ====> 48.94% || num_zero/num_total: 418808/855770
valid 177 ====> Acc@1 76.070 Acc@5 98.030
train 178 ====> Acc@1 86.196 Acc@5 99.572
sparsity 178 ====> 48.94% || num_zero/num_total: 418808/855770
valid 178 ====> Acc@1 81.010 Acc@5 99.040
train 179 ====> Acc@1 86.444 Acc@5 99.548
sparsity 179 ====> 48.94% || num_zero/num_total: 418808/855770
valid 179 ====> Acc@1 79.290 Acc@5 98.600
train 180 ====> Acc@1 86.238 Acc@5 99.546
sparsity 180 ====> 48.94% || num_zero/num_total: 418808/855770
valid 180 ====> Acc@1 76.760 Acc@5 98.620
train 181 ====> Acc@1 86.574 Acc@5 99.520
sparsity 181 ====> 48.94% || num_zero/num_total: 418808/855770
valid 181 ====> Acc@1 77.250 Acc@5 97.730
train 182 ====> Acc@1 86.344 Acc@5 99.576
sparsity 182 ====> 48.94% || num_zero/num_total: 418808/855770
valid 182 ====> Acc@1 76.830 Acc@5 98.620
train 183 ====> Acc@1 86.724 Acc@5 99.600
sparsity 183 ====> 48.94% || num_zero/num_total: 418808/855770
valid 183 ====> Acc@1 74.910 Acc@5 98.710
train 184 ====> Acc@1 86.642 Acc@5 99.560
sparsity 184 ====> 48.94% || num_zero/num_total: 418808/855770
valid 184 ====> Acc@1 73.320 Acc@5 98.210
train 185 ====> Acc@1 86.400 Acc@5 99.568
sparsity 185 ====> 48.94% || num_zero/num_total: 418808/855770
valid 185 ====> Acc@1 78.870 Acc@5 98.670
train 186 ====> Acc@1 86.494 Acc@5 99.536
sparsity 186 ====> 48.94% || num_zero/num_total: 418808/855770
valid 186 ====> Acc@1 79.640 Acc@5 98.820
train 187 ====> Acc@1 86.758 Acc@5 99.568
sparsity 187 ====> 48.94% || num_zero/num_total: 418808/855770
valid 187 ====> Acc@1 76.130 Acc@5 98.930
train 188 ====> Acc@1 86.726 Acc@5 99.608
sparsity 188 ====> 48.94% || num_zero/num_total: 418808/855770
valid 188 ====> Acc@1 77.060 Acc@5 97.970
train 189 ====> Acc@1 86.794 Acc@5 99.580
sparsity 189 ====> 48.94% || num_zero/num_total: 418808/855770
valid 189 ====> Acc@1 77.600 Acc@5 98.770
train 190 ====> Acc@1 87.008 Acc@5 99.592
sparsity 190 ====> 48.94% || num_zero/num_total: 418808/855770
valid 190 ====> Acc@1 79.360 Acc@5 98.730
train 191 ====> Acc@1 86.758 Acc@5 99.568
sparsity 191 ====> 48.94% || num_zero/num_total: 418808/855770
valid 191 ====> Acc@1 75.340 Acc@5 98.760
train 192 ====> Acc@1 86.976 Acc@5 99.622
sparsity 192 ====> 48.94% || num_zero/num_total: 418808/855770
valid 192 ====> Acc@1 78.870 Acc@5 98.790
train 193 ====> Acc@1 87.092 Acc@5 99.580
sparsity 193 ====> 48.94% || num_zero/num_total: 418808/855770
valid 193 ====> Acc@1 77.940 Acc@5 98.670
train 194 ====> Acc@1 87.010 Acc@5 99.586
sparsity 194 ====> 48.94% || num_zero/num_total: 418808/855770
valid 194 ====> Acc@1 74.370 Acc@5 98.840
train 195 ====> Acc@1 86.734 Acc@5 99.562
sparsity 195 ====> 48.94% || num_zero/num_total: 418808/855770
valid 195 ====> Acc@1 78.820 Acc@5 98.870
train 196 ====> Acc@1 87.206 Acc@5 99.584
sparsity 196 ====> 48.94% || num_zero/num_total: 418808/855770
valid 196 ====> Acc@1 76.290 Acc@5 98.250
train 197 ====> Acc@1 87.080 Acc@5 99.590
sparsity 197 ====> 48.94% || num_zero/num_total: 418808/855770
valid 197 ====> Acc@1 79.000 Acc@5 98.860
train 198 ====> Acc@1 87.266 Acc@5 99.622
sparsity 198 ====> 48.94% || num_zero/num_total: 418808/855770
valid 198 ====> Acc@1 70.680 Acc@5 97.310
train 199 ====> Acc@1 86.956 Acc@5 99.552
sparsity 199 ====> 48.94% || num_zero/num_total: 418808/855770
valid 199 ====> Acc@1 76.440 Acc@5 98.550
train 200 ====> Acc@1 86.930 Acc@5 99.624
sparsity 200 ====> 48.94% || num_zero/num_total: 418808/855770
valid 200 ====> Acc@1 79.830 Acc@5 98.990
train 201 ====> Acc@1 87.166 Acc@5 99.598
sparsity 201 ====> 48.94% || num_zero/num_total: 418808/855770
valid 201 ====> Acc@1 76.160 Acc@5 98.580
train 202 ====> Acc@1 87.020 Acc@5 99.598
sparsity 202 ====> 48.94% || num_zero/num_total: 418808/855770
valid 202 ====> Acc@1 75.820 Acc@5 98.080
train 203 ====> Acc@1 87.448 Acc@5 99.598
sparsity 203 ====> 48.94% || num_zero/num_total: 418808/855770
valid 203 ====> Acc@1 77.700 Acc@5 98.760
train 204 ====> Acc@1 87.180 Acc@5 99.596
sparsity 204 ====> 48.94% || num_zero/num_total: 418808/855770
valid 204 ====> Acc@1 72.300 Acc@5 97.930
train 205 ====> Acc@1 87.198 Acc@5 99.590
sparsity 205 ====> 48.94% || num_zero/num_total: 418808/855770
valid 205 ====> Acc@1 78.330 Acc@5 98.400
train 206 ====> Acc@1 87.252 Acc@5 99.628
sparsity 206 ====> 48.94% || num_zero/num_total: 418808/855770
valid 206 ====> Acc@1 79.430 Acc@5 98.830
train 207 ====> Acc@1 87.902 Acc@5 99.660
sparsity 207 ====> 48.94% || num_zero/num_total: 418808/855770
valid 207 ====> Acc@1 81.020 Acc@5 98.850
train 208 ====> Acc@1 87.520 Acc@5 99.596
sparsity 208 ====> 48.94% || num_zero/num_total: 418808/855770
valid 208 ====> Acc@1 80.270 Acc@5 99.140
train 209 ====> Acc@1 87.368 Acc@5 99.576
sparsity 209 ====> 48.94% || num_zero/num_total: 418808/855770
valid 209 ====> Acc@1 76.120 Acc@5 98.860
train 210 ====> Acc@1 87.628 Acc@5 99.632
sparsity 210 ====> 48.94% || num_zero/num_total: 418808/855770
valid 210 ====> Acc@1 75.440 Acc@5 98.640
train 211 ====> Acc@1 87.618 Acc@5 99.614
sparsity 211 ====> 48.94% || num_zero/num_total: 418808/855770
valid 211 ====> Acc@1 78.500 Acc@5 98.890
train 212 ====> Acc@1 87.632 Acc@5 99.642
sparsity 212 ====> 48.94% || num_zero/num_total: 418808/855770
valid 212 ====> Acc@1 75.310 Acc@5 98.460
train 213 ====> Acc@1 87.460 Acc@5 99.630
sparsity 213 ====> 48.94% || num_zero/num_total: 418808/855770
valid 213 ====> Acc@1 76.750 Acc@5 97.720
train 214 ====> Acc@1 87.520 Acc@5 99.618
sparsity 214 ====> 48.94% || num_zero/num_total: 418808/855770
valid 214 ====> Acc@1 78.360 Acc@5 98.550
train 215 ====> Acc@1 87.570 Acc@5 99.648
sparsity 215 ====> 48.94% || num_zero/num_total: 418808/855770
valid 215 ====> Acc@1 80.770 Acc@5 99.110
train 216 ====> Acc@1 87.868 Acc@5 99.642
sparsity 216 ====> 48.94% || num_zero/num_total: 418808/855770
valid 216 ====> Acc@1 77.190 Acc@5 98.420
train 217 ====> Acc@1 87.950 Acc@5 99.638
sparsity 217 ====> 48.94% || num_zero/num_total: 418808/855770
valid 217 ====> Acc@1 78.160 Acc@5 98.690
train 218 ====> Acc@1 87.630 Acc@5 99.686
sparsity 218 ====> 48.94% || num_zero/num_total: 418808/855770
valid 218 ====> Acc@1 79.420 Acc@5 98.920
train 219 ====> Acc@1 87.874 Acc@5 99.630
sparsity 219 ====> 48.94% || num_zero/num_total: 418808/855770
valid 219 ====> Acc@1 79.000 Acc@5 98.500
train 220 ====> Acc@1 87.780 Acc@5 99.612
sparsity 220 ====> 48.94% || num_zero/num_total: 418808/855770
valid 220 ====> Acc@1 79.590 Acc@5 99.110
train 221 ====> Acc@1 87.954 Acc@5 99.652
sparsity 221 ====> 48.94% || num_zero/num_total: 418808/855770
valid 221 ====> Acc@1 73.490 Acc@5 98.440
train 222 ====> Acc@1 87.696 Acc@5 99.608
sparsity 222 ====> 48.94% || num_zero/num_total: 418808/855770
valid 222 ====> Acc@1 75.750 Acc@5 97.470
train 223 ====> Acc@1 87.730 Acc@5 99.616
sparsity 223 ====> 48.94% || num_zero/num_total: 418808/855770
valid 223 ====> Acc@1 79.480 Acc@5 98.860
train 224 ====> Acc@1 87.828 Acc@5 99.678
sparsity 224 ====> 48.94% || num_zero/num_total: 418808/855770
valid 224 ====> Acc@1 79.700 Acc@5 99.000
train 225 ====> Acc@1 87.864 Acc@5 99.644
sparsity 225 ====> 48.94% || num_zero/num_total: 418808/855770
valid 225 ====> Acc@1 78.880 Acc@5 98.400
train 226 ====> Acc@1 87.814 Acc@5 99.636
sparsity 226 ====> 48.94% || num_zero/num_total: 418808/855770
valid 226 ====> Acc@1 80.940 Acc@5 98.860
train 227 ====> Acc@1 88.200 Acc@5 99.676
sparsity 227 ====> 48.94% || num_zero/num_total: 418808/855770
valid 227 ====> Acc@1 78.010 Acc@5 98.730
train 228 ====> Acc@1 88.024 Acc@5 99.690
sparsity 228 ====> 48.94% || num_zero/num_total: 418808/855770
valid 228 ====> Acc@1 80.820 Acc@5 99.030
train 229 ====> Acc@1 88.086 Acc@5 99.670
sparsity 229 ====> 48.94% || num_zero/num_total: 418808/855770
valid 229 ====> Acc@1 80.530 Acc@5 99.130
train 230 ====> Acc@1 87.998 Acc@5 99.660
sparsity 230 ====> 48.94% || num_zero/num_total: 418808/855770
valid 230 ====> Acc@1 80.980 Acc@5 98.700
train 231 ====> Acc@1 88.258 Acc@5 99.680
sparsity 231 ====> 48.94% || num_zero/num_total: 418808/855770
valid 231 ====> Acc@1 78.960 Acc@5 98.700
train 232 ====> Acc@1 88.156 Acc@5 99.678
sparsity 232 ====> 48.94% || num_zero/num_total: 418808/855770
valid 232 ====> Acc@1 81.670 Acc@5 99.030
train 233 ====> Acc@1 88.232 Acc@5 99.656
sparsity 233 ====> 48.94% || num_zero/num_total: 418808/855770
valid 233 ====> Acc@1 78.290 Acc@5 98.960
train 234 ====> Acc@1 88.252 Acc@5 99.674
sparsity 234 ====> 48.94% || num_zero/num_total: 418808/855770
valid 234 ====> Acc@1 79.480 Acc@5 98.440
train 235 ====> Acc@1 88.170 Acc@5 99.650
sparsity 235 ====> 48.94% || num_zero/num_total: 418808/855770
valid 235 ====> Acc@1 79.530 Acc@5 98.900
train 236 ====> Acc@1 88.026 Acc@5 99.664
sparsity 236 ====> 48.94% || num_zero/num_total: 418808/855770
valid 236 ====> Acc@1 81.430 Acc@5 99.120
train 237 ====> Acc@1 88.310 Acc@5 99.664
sparsity 237 ====> 48.94% || num_zero/num_total: 418808/855770
valid 237 ====> Acc@1 82.100 Acc@5 99.170
train 238 ====> Acc@1 88.572 Acc@5 99.714
sparsity 238 ====> 48.94% || num_zero/num_total: 418808/855770
valid 238 ====> Acc@1 81.960 Acc@5 98.740
train 239 ====> Acc@1 88.210 Acc@5 99.660
sparsity 239 ====> 48.94% || num_zero/num_total: 418808/855770
valid 239 ====> Acc@1 77.230 Acc@5 97.810
train 240 ====> Acc@1 88.500 Acc@5 99.650
sparsity 240 ====> 48.94% || num_zero/num_total: 418808/855770
valid 240 ====> Acc@1 80.420 Acc@5 98.770
train 241 ====> Acc@1 88.464 Acc@5 99.660
sparsity 241 ====> 48.94% || num_zero/num_total: 418808/855770
valid 241 ====> Acc@1 80.540 Acc@5 99.210
train 242 ====> Acc@1 88.506 Acc@5 99.710
sparsity 242 ====> 48.94% || num_zero/num_total: 418808/855770
valid 242 ====> Acc@1 81.420 Acc@5 99.050
train 243 ====> Acc@1 88.554 Acc@5 99.688
sparsity 243 ====> 48.94% || num_zero/num_total: 418808/855770
valid 243 ====> Acc@1 79.650 Acc@5 99.050
train 244 ====> Acc@1 88.582 Acc@5 99.700
sparsity 244 ====> 48.94% || num_zero/num_total: 418808/855770
valid 244 ====> Acc@1 79.440 Acc@5 99.160
train 245 ====> Acc@1 88.484 Acc@5 99.672
sparsity 245 ====> 48.94% || num_zero/num_total: 418808/855770
valid 245 ====> Acc@1 80.400 Acc@5 99.080
train 246 ====> Acc@1 88.860 Acc@5 99.690
sparsity 246 ====> 48.94% || num_zero/num_total: 418808/855770
valid 246 ====> Acc@1 81.680 Acc@5 99.180
train 247 ====> Acc@1 88.490 Acc@5 99.714
sparsity 247 ====> 48.94% || num_zero/num_total: 418808/855770
valid 247 ====> Acc@1 80.460 Acc@5 99.110
train 248 ====> Acc@1 88.610 Acc@5 99.668
sparsity 248 ====> 48.94% || num_zero/num_total: 418808/855770
valid 248 ====> Acc@1 80.400 Acc@5 99.140
train 249 ====> Acc@1 88.576 Acc@5 99.694
sparsity 249 ====> 48.94% || num_zero/num_total: 418808/855770
valid 249 ====> Acc@1 82.310 Acc@5 99.020
train 250 ====> Acc@1 88.510 Acc@5 99.698
sparsity 250 ====> 48.94% || num_zero/num_total: 418808/855770
valid 250 ====> Acc@1 83.050 Acc@5 99.100
train 251 ====> Acc@1 88.980 Acc@5 99.680
sparsity 251 ====> 48.94% || num_zero/num_total: 418808/855770
valid 251 ====> Acc@1 71.550 Acc@5 98.520
train 252 ====> Acc@1 88.750 Acc@5 99.690
sparsity 252 ====> 48.94% || num_zero/num_total: 418808/855770
valid 252 ====> Acc@1 79.080 Acc@5 98.470
train 253 ====> Acc@1 88.922 Acc@5 99.684
sparsity 253 ====> 48.94% || num_zero/num_total: 418808/855770
valid 253 ====> Acc@1 80.930 Acc@5 98.680
train 254 ====> Acc@1 88.742 Acc@5 99.688
sparsity 254 ====> 48.94% || num_zero/num_total: 418808/855770
valid 254 ====> Acc@1 80.110 Acc@5 98.610
train 255 ====> Acc@1 89.036 Acc@5 99.702
sparsity 255 ====> 48.94% || num_zero/num_total: 418808/855770
valid 255 ====> Acc@1 81.800 Acc@5 99.120
train 256 ====> Acc@1 88.876 Acc@5 99.692
sparsity 256 ====> 48.94% || num_zero/num_total: 418808/855770
valid 256 ====> Acc@1 78.380 Acc@5 98.450
train 257 ====> Acc@1 88.778 Acc@5 99.720
sparsity 257 ====> 48.94% || num_zero/num_total: 418808/855770
valid 257 ====> Acc@1 80.660 Acc@5 99.110
train 258 ====> Acc@1 89.038 Acc@5 99.738
sparsity 258 ====> 48.94% || num_zero/num_total: 418808/855770
valid 258 ====> Acc@1 81.680 Acc@5 99.130
train 259 ====> Acc@1 89.096 Acc@5 99.702
sparsity 259 ====> 48.94% || num_zero/num_total: 418808/855770
valid 259 ====> Acc@1 80.570 Acc@5 99.090
train 260 ====> Acc@1 88.874 Acc@5 99.706
sparsity 260 ====> 48.94% || num_zero/num_total: 418808/855770
valid 260 ====> Acc@1 77.210 Acc@5 98.610
train 261 ====> Acc@1 88.788 Acc@5 99.682
sparsity 261 ====> 48.94% || num_zero/num_total: 418808/855770
valid 261 ====> Acc@1 79.500 Acc@5 98.920
train 262 ====> Acc@1 88.692 Acc@5 99.712
sparsity 262 ====> 48.94% || num_zero/num_total: 418808/855770
valid 262 ====> Acc@1 78.640 Acc@5 98.770
train 263 ====> Acc@1 88.970 Acc@5 99.670
sparsity 263 ====> 48.94% || num_zero/num_total: 418808/855770
valid 263 ====> Acc@1 79.210 Acc@5 98.840
train 264 ====> Acc@1 89.174 Acc@5 99.710
sparsity 264 ====> 48.94% || num_zero/num_total: 418808/855770
valid 264 ====> Acc@1 75.050 Acc@5 97.800
train 265 ====> Acc@1 88.964 Acc@5 99.710
sparsity 265 ====> 48.94% || num_zero/num_total: 418808/855770
valid 265 ====> Acc@1 77.660 Acc@5 98.550
train 266 ====> Acc@1 89.018 Acc@5 99.694
sparsity 266 ====> 48.94% || num_zero/num_total: 418808/855770
valid 266 ====> Acc@1 78.170 Acc@5 98.610
train 267 ====> Acc@1 89.038 Acc@5 99.722
sparsity 267 ====> 48.94% || num_zero/num_total: 418808/855770
valid 267 ====> Acc@1 82.240 Acc@5 99.050
train 268 ====> Acc@1 89.000 Acc@5 99.700
sparsity 268 ====> 48.94% || num_zero/num_total: 418808/855770
valid 268 ====> Acc@1 76.270 Acc@5 98.590
train 269 ====> Acc@1 89.210 Acc@5 99.704
sparsity 269 ====> 48.94% || num_zero/num_total: 418808/855770
valid 269 ====> Acc@1 77.980 Acc@5 98.190
train 270 ====> Acc@1 89.194 Acc@5 99.742
sparsity 270 ====> 48.94% || num_zero/num_total: 418808/855770
valid 270 ====> Acc@1 79.960 Acc@5 98.960
train 271 ====> Acc@1 89.024 Acc@5 99.724
sparsity 271 ====> 48.94% || num_zero/num_total: 418808/855770
valid 271 ====> Acc@1 74.760 Acc@5 97.950
train 272 ====> Acc@1 89.182 Acc@5 99.686
sparsity 272 ====> 48.94% || num_zero/num_total: 418808/855770
valid 272 ====> Acc@1 78.520 Acc@5 98.910
train 273 ====> Acc@1 88.896 Acc@5 99.714
sparsity 273 ====> 48.94% || num_zero/num_total: 418808/855770
valid 273 ====> Acc@1 78.070 Acc@5 98.490
train 274 ====> Acc@1 89.424 Acc@5 99.736
sparsity 274 ====> 48.94% || num_zero/num_total: 418808/855770
valid 274 ====> Acc@1 80.250 Acc@5 98.570
train 275 ====> Acc@1 89.114 Acc@5 99.696
sparsity 275 ====> 48.94% || num_zero/num_total: 418808/855770
valid 275 ====> Acc@1 77.870 Acc@5 98.840
train 276 ====> Acc@1 89.038 Acc@5 99.702
sparsity 276 ====> 48.94% || num_zero/num_total: 418808/855770
valid 276 ====> Acc@1 80.500 Acc@5 98.980
train 277 ====> Acc@1 89.486 Acc@5 99.742
sparsity 277 ====> 48.94% || num_zero/num_total: 418808/855770
valid 277 ====> Acc@1 76.620 Acc@5 98.590
train 278 ====> Acc@1 89.050 Acc@5 99.692
sparsity 278 ====> 48.94% || num_zero/num_total: 418808/855770
valid 278 ====> Acc@1 79.770 Acc@5 98.740
train 279 ====> Acc@1 89.518 Acc@5 99.704
sparsity 279 ====> 48.94% || num_zero/num_total: 418808/855770
valid 279 ====> Acc@1 79.990 Acc@5 99.150
train 280 ====> Acc@1 88.980 Acc@5 99.720
sparsity 280 ====> 48.94% || num_zero/num_total: 418808/855770
valid 280 ====> Acc@1 82.120 Acc@5 99.080
train 281 ====> Acc@1 89.142 Acc@5 99.716
sparsity 281 ====> 48.94% || num_zero/num_total: 418808/855770
valid 281 ====> Acc@1 76.330 Acc@5 97.070
train 282 ====> Acc@1 89.070 Acc@5 99.746
sparsity 282 ====> 48.94% || num_zero/num_total: 418808/855770
valid 282 ====> Acc@1 80.020 Acc@5 98.710
train 283 ====> Acc@1 89.292 Acc@5 99.748
sparsity 283 ====> 48.94% || num_zero/num_total: 418808/855770
valid 283 ====> Acc@1 79.550 Acc@5 98.950
train 284 ====> Acc@1 89.278 Acc@5 99.750
sparsity 284 ====> 48.94% || num_zero/num_total: 418808/855770
valid 284 ====> Acc@1 73.800 Acc@5 98.570
train 285 ====> Acc@1 89.404 Acc@5 99.738
sparsity 285 ====> 48.94% || num_zero/num_total: 418808/855770
valid 285 ====> Acc@1 82.190 Acc@5 99.020
train 286 ====> Acc@1 89.360 Acc@5 99.730
sparsity 286 ====> 48.94% || num_zero/num_total: 418808/855770
valid 286 ====> Acc@1 79.710 Acc@5 98.400
train 287 ====> Acc@1 89.422 Acc@5 99.718
sparsity 287 ====> 48.94% || num_zero/num_total: 418808/855770
valid 287 ====> Acc@1 79.790 Acc@5 98.890
train 288 ====> Acc@1 89.366 Acc@5 99.722
sparsity 288 ====> 48.94% || num_zero/num_total: 418808/855770
valid 288 ====> Acc@1 78.600 Acc@5 98.860
train 289 ====> Acc@1 89.620 Acc@5 99.766
sparsity 289 ====> 48.94% || num_zero/num_total: 418808/855770
valid 289 ====> Acc@1 81.360 Acc@5 99.040
train 290 ====> Acc@1 89.602 Acc@5 99.730
sparsity 290 ====> 48.94% || num_zero/num_total: 418808/855770
valid 290 ====> Acc@1 80.100 Acc@5 99.160
train 291 ====> Acc@1 89.468 Acc@5 99.748
sparsity 291 ====> 48.94% || num_zero/num_total: 418808/855770
valid 291 ====> Acc@1 82.130 Acc@5 98.880
train 292 ====> Acc@1 89.590 Acc@5 99.766
sparsity 292 ====> 48.94% || num_zero/num_total: 418808/855770
valid 292 ====> Acc@1 79.880 Acc@5 99.050
train 293 ====> Acc@1 89.362 Acc@5 99.728
sparsity 293 ====> 48.94% || num_zero/num_total: 418808/855770
valid 293 ====> Acc@1 81.430 Acc@5 98.880
train 294 ====> Acc@1 89.520 Acc@5 99.742
sparsity 294 ====> 48.94% || num_zero/num_total: 418808/855770
valid 294 ====> Acc@1 79.160 Acc@5 99.180
train 295 ====> Acc@1 89.366 Acc@5 99.750
sparsity 295 ====> 48.94% || num_zero/num_total: 418808/855770
valid 295 ====> Acc@1 80.320 Acc@5 98.990
train 296 ====> Acc@1 89.460 Acc@5 99.800
sparsity 296 ====> 48.94% || num_zero/num_total: 418808/855770
valid 296 ====> Acc@1 82.410 Acc@5 99.100
train 297 ====> Acc@1 89.510 Acc@5 99.730
sparsity 297 ====> 48.94% || num_zero/num_total: 418808/855770
valid 297 ====> Acc@1 80.890 Acc@5 98.950
train 298 ====> Acc@1 89.756 Acc@5 99.740
sparsity 298 ====> 48.94% || num_zero/num_total: 418808/855770
valid 298 ====> Acc@1 81.510 Acc@5 98.950
train 299 ====> Acc@1 89.664 Acc@5 99.752
sparsity 299 ====> 48.94% || num_zero/num_total: 418808/855770
valid 299 ====> Acc@1 80.920 Acc@5 98.960
[250, 88.51, 99.698, 83.05, 99.1]
