Files already downloaded and verified
Files already downloaded and verified
prune rate 0.5 regularization odecay 0.8
sparsity 158 ====> 50.35% || num_zero/num_total: 430851/855770
valid 158 ====> Acc@1 77.110 Acc@5 98.360
train 159 ====> Acc@1 84.048 Acc@5 99.346
sparsity 159 ====> 50.35% || num_zero/num_total: 430851/855770
valid 159 ====> Acc@1 75.490 Acc@5 98.230
train 160 ====> Acc@1 84.006 Acc@5 99.310
sparsity 160 ====> 50.35% || num_zero/num_total: 430851/855770
valid 160 ====> Acc@1 70.910 Acc@5 97.460
train 161 ====> Acc@1 84.114 Acc@5 99.338
sparsity 161 ====> 50.35% || num_zero/num_total: 430851/855770
valid 161 ====> Acc@1 72.080 Acc@5 98.210
train 162 ====> Acc@1 84.484 Acc@5 99.416
sparsity 162 ====> 50.35% || num_zero/num_total: 430851/855770
valid 162 ====> Acc@1 75.540 Acc@5 97.630
train 163 ====> Acc@1 84.472 Acc@5 99.388
sparsity 163 ====> 50.35% || num_zero/num_total: 430851/855770
valid 163 ====> Acc@1 77.480 Acc@5 98.720
train 164 ====> Acc@1 84.414 Acc@5 99.430
sparsity 164 ====> 50.35% || num_zero/num_total: 430851/855770
valid 164 ====> Acc@1 72.410 Acc@5 97.650
train 165 ====> Acc@1 84.678 Acc@5 99.382
sparsity 165 ====> 50.35% || num_zero/num_total: 430851/855770
valid 165 ====> Acc@1 70.200 Acc@5 98.100
train 166 ====> Acc@1 84.506 Acc@5 99.402
sparsity 166 ====> 50.35% || num_zero/num_total: 430851/855770
valid 166 ====> Acc@1 78.840 Acc@5 98.910
train 167 ====> Acc@1 84.834 Acc@5 99.374
sparsity 167 ====> 50.35% || num_zero/num_total: 430851/855770
valid 167 ====> Acc@1 77.870 Acc@5 98.920
train 168 ====> Acc@1 84.804 Acc@5 99.422
sparsity 168 ====> 50.35% || num_zero/num_total: 430851/855770
valid 168 ====> Acc@1 75.960 Acc@5 98.120
train 169 ====> Acc@1 84.776 Acc@5 99.408
sparsity 169 ====> 50.35% || num_zero/num_total: 430851/855770
valid 169 ====> Acc@1 77.390 Acc@5 98.440
train 170 ====> Acc@1 85.044 Acc@5 99.424
sparsity 170 ====> 50.35% || num_zero/num_total: 430851/855770
valid 170 ====> Acc@1 66.460 Acc@5 95.730
train 171 ====> Acc@1 85.120 Acc@5 99.470
sparsity 171 ====> 50.35% || num_zero/num_total: 430851/855770
valid 171 ====> Acc@1 74.190 Acc@5 98.190
train 172 ====> Acc@1 85.314 Acc@5 99.422
sparsity 172 ====> 50.35% || num_zero/num_total: 430851/855770
valid 172 ====> Acc@1 74.030 Acc@5 97.650
train 173 ====> Acc@1 84.972 Acc@5 99.460
sparsity 173 ====> 50.35% || num_zero/num_total: 430851/855770
valid 173 ====> Acc@1 74.900 Acc@5 98.760
train 174 ====> Acc@1 85.234 Acc@5 99.480
sparsity 174 ====> 50.35% || num_zero/num_total: 430851/855770
valid 174 ====> Acc@1 77.840 Acc@5 98.830
train 175 ====> Acc@1 85.272 Acc@5 99.488
sparsity 175 ====> 50.35% || num_zero/num_total: 430851/855770
valid 175 ====> Acc@1 79.490 Acc@5 98.750
train 176 ====> Acc@1 85.398 Acc@5 99.500
sparsity 176 ====> 50.35% || num_zero/num_total: 430851/855770
valid 176 ====> Acc@1 76.480 Acc@5 98.350
train 177 ====> Acc@1 85.540 Acc@5 99.438
sparsity 177 ====> 50.35% || num_zero/num_total: 430851/855770
valid 177 ====> Acc@1 71.940 Acc@5 97.070
train 178 ====> Acc@1 85.464 Acc@5 99.486
sparsity 178 ====> 50.35% || num_zero/num_total: 430851/855770
valid 178 ====> Acc@1 74.100 Acc@5 97.890
train 179 ====> Acc@1 85.580 Acc@5 99.536
sparsity 179 ====> 50.35% || num_zero/num_total: 430851/855770
valid 179 ====> Acc@1 78.920 Acc@5 98.900
train 180 ====> Acc@1 85.388 Acc@5 99.514
sparsity 180 ====> 50.35% || num_zero/num_total: 430851/855770
valid 180 ====> Acc@1 79.220 Acc@5 98.510
train 181 ====> Acc@1 85.860 Acc@5 99.488
sparsity 181 ====> 50.35% || num_zero/num_total: 430851/855770
valid 181 ====> Acc@1 80.080 Acc@5 98.910
train 182 ====> Acc@1 85.600 Acc@5 99.530
sparsity 182 ====> 50.35% || num_zero/num_total: 430851/855770
valid 182 ====> Acc@1 77.980 Acc@5 98.670
train 183 ====> Acc@1 86.048 Acc@5 99.568
sparsity 183 ====> 50.35% || num_zero/num_total: 430851/855770
valid 183 ====> Acc@1 78.480 Acc@5 98.480
train 184 ====> Acc@1 85.834 Acc@5 99.478
sparsity 184 ====> 50.35% || num_zero/num_total: 430851/855770
valid 184 ====> Acc@1 76.240 Acc@5 98.570
train 185 ====> Acc@1 85.812 Acc@5 99.522
sparsity 185 ====> 50.35% || num_zero/num_total: 430851/855770
valid 185 ====> Acc@1 75.900 Acc@5 98.470
train 186 ====> Acc@1 86.170 Acc@5 99.456
sparsity 186 ====> 50.35% || num_zero/num_total: 430851/855770
valid 186 ====> Acc@1 74.090 Acc@5 98.150
train 187 ====> Acc@1 86.222 Acc@5 99.552
sparsity 187 ====> 50.35% || num_zero/num_total: 430851/855770
valid 187 ====> Acc@1 71.590 Acc@5 98.470
train 188 ====> Acc@1 86.186 Acc@5 99.536
sparsity 188 ====> 50.35% || num_zero/num_total: 430851/855770
valid 188 ====> Acc@1 76.190 Acc@5 98.130
train 189 ====> Acc@1 86.288 Acc@5 99.504
sparsity 189 ====> 50.35% || num_zero/num_total: 430851/855770
valid 189 ====> Acc@1 80.100 Acc@5 98.660
train 190 ====> Acc@1 86.316 Acc@5 99.510
sparsity 190 ====> 50.35% || num_zero/num_total: 430851/855770
valid 190 ====> Acc@1 78.210 Acc@5 98.860
train 191 ====> Acc@1 86.286 Acc@5 99.556
sparsity 191 ====> 50.35% || num_zero/num_total: 430851/855770
valid 191 ====> Acc@1 79.000 Acc@5 98.930
train 192 ====> Acc@1 86.594 Acc@5 99.574
sparsity 192 ====> 50.35% || num_zero/num_total: 430851/855770
valid 192 ====> Acc@1 75.090 Acc@5 98.180
train 193 ====> Acc@1 86.424 Acc@5 99.602
sparsity 193 ====> 50.35% || num_zero/num_total: 430851/855770
valid 193 ====> Acc@1 79.350 Acc@5 98.950
train 194 ====> Acc@1 86.614 Acc@5 99.574
sparsity 194 ====> 50.35% || num_zero/num_total: 430851/855770
valid 194 ====> Acc@1 78.990 Acc@5 98.850
train 195 ====> Acc@1 86.406 Acc@5 99.558
sparsity 195 ====> 50.35% || num_zero/num_total: 430851/855770
valid 195 ====> Acc@1 79.230 Acc@5 98.880
train 196 ====> Acc@1 86.654 Acc@5 99.570
sparsity 196 ====> 50.35% || num_zero/num_total: 430851/855770
valid 196 ====> Acc@1 78.540 Acc@5 98.880
train 197 ====> Acc@1 86.594 Acc@5 99.546
sparsity 197 ====> 50.35% || num_zero/num_total: 430851/855770
valid 197 ====> Acc@1 75.450 Acc@5 98.500
train 198 ====> Acc@1 86.902 Acc@5 99.554
sparsity 198 ====> 50.35% || num_zero/num_total: 430851/855770
valid 198 ====> Acc@1 79.180 Acc@5 98.830
train 199 ====> Acc@1 86.686 Acc@5 99.584
sparsity 199 ====> 50.35% || num_zero/num_total: 430851/855770
valid 199 ====> Acc@1 76.370 Acc@5 98.680
train 200 ====> Acc@1 86.542 Acc@5 99.542
sparsity 200 ====> 50.35% || num_zero/num_total: 430851/855770
valid 200 ====> Acc@1 72.680 Acc@5 98.350
train 201 ====> Acc@1 86.808 Acc@5 99.582
sparsity 201 ====> 50.35% || num_zero/num_total: 430851/855770
valid 201 ====> Acc@1 80.410 Acc@5 98.990
train 202 ====> Acc@1 86.602 Acc@5 99.598
sparsity 202 ====> 50.35% || num_zero/num_total: 430851/855770
valid 202 ====> Acc@1 70.620 Acc@5 96.510
train 203 ====> Acc@1 86.834 Acc@5 99.598
sparsity 203 ====> 50.35% || num_zero/num_total: 430851/855770
valid 203 ====> Acc@1 79.080 Acc@5 98.680
train 204 ====> Acc@1 86.568 Acc@5 99.598
sparsity 204 ====> 50.35% || num_zero/num_total: 430851/855770
valid 204 ====> Acc@1 81.720 Acc@5 99.080
train 205 ====> Acc@1 86.918 Acc@5 99.586
sparsity 205 ====> 50.35% || num_zero/num_total: 430851/855770
valid 205 ====> Acc@1 78.740 Acc@5 98.520
train 206 ====> Acc@1 86.910 Acc@5 99.596
sparsity 206 ====> 50.35% || num_zero/num_total: 430851/855770
valid 206 ====> Acc@1 73.530 Acc@5 97.750
train 207 ====> Acc@1 87.130 Acc@5 99.596
sparsity 207 ====> 50.35% || num_zero/num_total: 430851/855770
valid 207 ====> Acc@1 73.610 Acc@5 98.090
train 208 ====> Acc@1 87.238 Acc@5 99.640
sparsity 208 ====> 50.35% || num_zero/num_total: 430851/855770
valid 208 ====> Acc@1 80.420 Acc@5 99.020
train 209 ====> Acc@1 86.898 Acc@5 99.544
sparsity 209 ====> 50.35% || num_zero/num_total: 430851/855770
valid 209 ====> Acc@1 79.940 Acc@5 98.960
train 210 ====> Acc@1 87.252 Acc@5 99.614
sparsity 210 ====> 50.35% || num_zero/num_total: 430851/855770
valid 210 ====> Acc@1 81.010 Acc@5 99.200
train 211 ====> Acc@1 87.002 Acc@5 99.620
sparsity 211 ====> 50.35% || num_zero/num_total: 430851/855770
valid 211 ====> Acc@1 81.600 Acc@5 99.110
train 212 ====> Acc@1 87.196 Acc@5 99.636
sparsity 212 ====> 50.35% || num_zero/num_total: 430851/855770
valid 212 ====> Acc@1 75.130 Acc@5 98.380
train 213 ====> Acc@1 87.408 Acc@5 99.612
sparsity 213 ====> 50.35% || num_zero/num_total: 430851/855770
valid 213 ====> Acc@1 76.090 Acc@5 98.360
train 214 ====> Acc@1 87.464 Acc@5 99.604
sparsity 214 ====> 50.35% || num_zero/num_total: 430851/855770
valid 214 ====> Acc@1 77.440 Acc@5 98.350
train 215 ====> Acc@1 87.472 Acc@5 99.662
sparsity 215 ====> 50.35% || num_zero/num_total: 430851/855770
valid 215 ====> Acc@1 77.970 Acc@5 98.400
train 216 ====> Acc@1 87.532 Acc@5 99.610
sparsity 216 ====> 50.35% || num_zero/num_total: 430851/855770
valid 216 ====> Acc@1 72.440 Acc@5 98.060
train 217 ====> Acc@1 87.332 Acc@5 99.670
sparsity 217 ====> 50.35% || num_zero/num_total: 430851/855770
valid 217 ====> Acc@1 79.820 Acc@5 98.620
train 218 ====> Acc@1 87.592 Acc@5 99.636
sparsity 218 ====> 50.35% || num_zero/num_total: 430851/855770
valid 218 ====> Acc@1 76.370 Acc@5 98.240
train 219 ====> Acc@1 87.402 Acc@5 99.596
sparsity 219 ====> 50.35% || num_zero/num_total: 430851/855770
valid 219 ====> Acc@1 80.710 Acc@5 98.990
train 220 ====> Acc@1 87.132 Acc@5 99.616
sparsity 220 ====> 50.35% || num_zero/num_total: 430851/855770
valid 220 ====> Acc@1 80.220 Acc@5 98.990
train 221 ====> Acc@1 87.788 Acc@5 99.684
sparsity 221 ====> 50.35% || num_zero/num_total: 430851/855770
valid 221 ====> Acc@1 79.770 Acc@5 99.040
train 222 ====> Acc@1 87.380 Acc@5 99.648
sparsity 222 ====> 50.35% || num_zero/num_total: 430851/855770
valid 222 ====> Acc@1 78.320 Acc@5 98.620
train 223 ====> Acc@1 87.320 Acc@5 99.624
sparsity 223 ====> 50.35% || num_zero/num_total: 430851/855770
valid 223 ====> Acc@1 78.750 Acc@5 98.740
train 224 ====> Acc@1 87.700 Acc@5 99.654
sparsity 224 ====> 50.35% || num_zero/num_total: 430851/855770
valid 224 ====> Acc@1 76.060 Acc@5 98.560
train 225 ====> Acc@1 87.658 Acc@5 99.642
sparsity 225 ====> 50.35% || num_zero/num_total: 430851/855770
valid 225 ====> Acc@1 80.480 Acc@5 98.950
train 226 ====> Acc@1 87.530 Acc@5 99.604
sparsity 226 ====> 50.35% || num_zero/num_total: 430851/855770
valid 226 ====> Acc@1 80.930 Acc@5 98.920
train 227 ====> Acc@1 87.462 Acc@5 99.614
sparsity 227 ====> 50.35% || num_zero/num_total: 430851/855770
valid 227 ====> Acc@1 78.100 Acc@5 98.650
train 228 ====> Acc@1 87.602 Acc@5 99.616
sparsity 228 ====> 50.35% || num_zero/num_total: 430851/855770
valid 228 ====> Acc@1 74.770 Acc@5 98.600
train 229 ====> Acc@1 87.754 Acc@5 99.614
sparsity 229 ====> 50.35% || num_zero/num_total: 430851/855770
valid 229 ====> Acc@1 80.490 Acc@5 99.200
train 230 ====> Acc@1 87.810 Acc@5 99.614
sparsity 230 ====> 50.35% || num_zero/num_total: 430851/855770
valid 230 ====> Acc@1 75.700 Acc@5 98.720
train 231 ====> Acc@1 87.622 Acc@5 99.622
sparsity 231 ====> 50.35% || num_zero/num_total: 430851/855770
valid 231 ====> Acc@1 77.620 Acc@5 98.890
train 232 ====> Acc@1 87.986 Acc@5 99.670
sparsity 232 ====> 50.35% || num_zero/num_total: 430851/855770
valid 232 ====> Acc@1 78.710 Acc@5 98.580
train 233 ====> Acc@1 88.014 Acc@5 99.690
sparsity 233 ====> 50.35% || num_zero/num_total: 430851/855770
valid 233 ====> Acc@1 79.480 Acc@5 98.980
train 234 ====> Acc@1 87.922 Acc@5 99.638
sparsity 234 ====> 50.35% || num_zero/num_total: 430851/855770
valid 234 ====> Acc@1 77.960 Acc@5 98.470
train 235 ====> Acc@1 87.652 Acc@5 99.684
sparsity 235 ====> 50.35% || num_zero/num_total: 430851/855770
valid 235 ====> Acc@1 77.300 Acc@5 98.670
train 236 ====> Acc@1 87.910 Acc@5 99.658
sparsity 236 ====> 50.35% || num_zero/num_total: 430851/855770
valid 236 ====> Acc@1 79.290 Acc@5 99.110
train 237 ====> Acc@1 88.062 Acc@5 99.624
sparsity 237 ====> 50.35% || num_zero/num_total: 430851/855770
valid 237 ====> Acc@1 80.350 Acc@5 98.990
train 238 ====> Acc@1 87.828 Acc@5 99.668
sparsity 238 ====> 50.35% || num_zero/num_total: 430851/855770
valid 238 ====> Acc@1 81.140 Acc@5 98.980
train 239 ====> Acc@1 87.838 Acc@5 99.674
sparsity 239 ====> 50.35% || num_zero/num_total: 430851/855770
valid 239 ====> Acc@1 81.560 Acc@5 98.830
train 240 ====> Acc@1 88.076 Acc@5 99.700
sparsity 240 ====> 50.35% || num_zero/num_total: 430851/855770
valid 240 ====> Acc@1 76.210 Acc@5 98.340
train 241 ====> Acc@1 88.102 Acc@5 99.654
sparsity 241 ====> 50.35% || num_zero/num_total: 430851/855770
valid 241 ====> Acc@1 79.680 Acc@5 98.700
train 242 ====> Acc@1 87.976 Acc@5 99.648
sparsity 242 ====> 50.35% || num_zero/num_total: 430851/855770
valid 242 ====> Acc@1 79.340 Acc@5 98.750
train 243 ====> Acc@1 88.328 Acc@5 99.704
sparsity 243 ====> 50.35% || num_zero/num_total: 430851/855770
valid 243 ====> Acc@1 75.870 Acc@5 98.750
train 244 ====> Acc@1 88.150 Acc@5 99.698
sparsity 244 ====> 50.35% || num_zero/num_total: 430851/855770
valid 244 ====> Acc@1 77.300 Acc@5 98.470
train 245 ====> Acc@1 87.810 Acc@5 99.646
sparsity 245 ====> 50.35% || num_zero/num_total: 430851/855770
valid 245 ====> Acc@1 81.320 Acc@5 98.990
train 246 ====> Acc@1 88.182 Acc@5 99.656
sparsity 246 ====> 50.35% || num_zero/num_total: 430851/855770
valid 246 ====> Acc@1 80.090 Acc@5 98.980
train 247 ====> Acc@1 87.988 Acc@5 99.680
sparsity 247 ====> 50.35% || num_zero/num_total: 430851/855770
valid 247 ====> Acc@1 81.580 Acc@5 99.020
train 248 ====> Acc@1 88.322 Acc@5 99.704
sparsity 248 ====> 50.35% || num_zero/num_total: 430851/855770
valid 248 ====> Acc@1 79.760 Acc@5 98.490
train 249 ====> Acc@1 88.056 Acc@5 99.638
sparsity 249 ====> 50.35% || num_zero/num_total: 430851/855770
valid 249 ====> Acc@1 81.580 Acc@5 99.180
train 250 ====> Acc@1 88.152 Acc@5 99.638
sparsity 250 ====> 50.35% || num_zero/num_total: 430851/855770
valid 250 ====> Acc@1 81.120 Acc@5 98.980
train 251 ====> Acc@1 88.164 Acc@5 99.684
sparsity 251 ====> 50.35% || num_zero/num_total: 430851/855770
valid 251 ====> Acc@1 76.960 Acc@5 98.540
train 252 ====> Acc@1 88.250 Acc@5 99.694
sparsity 252 ====> 50.35% || num_zero/num_total: 430851/855770
valid 252 ====> Acc@1 78.740 Acc@5 98.380
train 253 ====> Acc@1 88.396 Acc@5 99.686
sparsity 253 ====> 50.35% || num_zero/num_total: 430851/855770
valid 253 ====> Acc@1 73.560 Acc@5 98.770
train 254 ====> Acc@1 88.090 Acc@5 99.686
sparsity 254 ====> 50.35% || num_zero/num_total: 430851/855770
valid 254 ====> Acc@1 78.530 Acc@5 98.850
train 255 ====> Acc@1 88.088 Acc@5 99.662
sparsity 255 ====> 50.35% || num_zero/num_total: 430851/855770
valid 255 ====> Acc@1 80.480 Acc@5 98.800
train 256 ====> Acc@1 88.378 Acc@5 99.690
sparsity 256 ====> 50.35% || num_zero/num_total: 430851/855770
valid 256 ====> Acc@1 72.450 Acc@5 96.300
train 257 ====> Acc@1 88.084 Acc@5 99.718
sparsity 257 ====> 50.35% || num_zero/num_total: 430851/855770
valid 257 ====> Acc@1 78.790 Acc@5 98.750
train 258 ====> Acc@1 88.526 Acc@5 99.646
sparsity 258 ====> 50.35% || num_zero/num_total: 430851/855770
valid 258 ====> Acc@1 80.290 Acc@5 99.030
train 259 ====> Acc@1 88.568 Acc@5 99.680
sparsity 259 ====> 50.35% || num_zero/num_total: 430851/855770
valid 259 ====> Acc@1 77.380 Acc@5 98.890
train 260 ====> Acc@1 88.618 Acc@5 99.678
sparsity 260 ====> 50.35% || num_zero/num_total: 430851/855770
valid 260 ====> Acc@1 78.090 Acc@5 98.870
train 261 ====> Acc@1 88.388 Acc@5 99.674
sparsity 261 ====> 50.35% || num_zero/num_total: 430851/855770
valid 261 ====> Acc@1 73.190 Acc@5 97.060
train 262 ====> Acc@1 88.138 Acc@5 99.644
sparsity 262 ====> 50.35% || num_zero/num_total: 430851/855770
valid 262 ====> Acc@1 80.710 Acc@5 99.020
train 263 ====> Acc@1 88.712 Acc@5 99.718
sparsity 263 ====> 50.35% || num_zero/num_total: 430851/855770
valid 263 ====> Acc@1 75.600 Acc@5 98.710
train 264 ====> Acc@1 88.452 Acc@5 99.672
sparsity 264 ====> 50.35% || num_zero/num_total: 430851/855770
valid 264 ====> Acc@1 80.640 Acc@5 99.030
train 265 ====> Acc@1 88.482 Acc@5 99.660
sparsity 265 ====> 50.35% || num_zero/num_total: 430851/855770
valid 265 ====> Acc@1 81.110 Acc@5 99.070
train 266 ====> Acc@1 88.392 Acc@5 99.694
sparsity 266 ====> 50.35% || num_zero/num_total: 430851/855770
valid 266 ====> Acc@1 74.970 Acc@5 98.410
train 267 ====> Acc@1 88.680 Acc@5 99.692
sparsity 267 ====> 50.35% || num_zero/num_total: 430851/855770
valid 267 ====> Acc@1 77.710 Acc@5 98.520
train 268 ====> Acc@1 88.388 Acc@5 99.670
sparsity 268 ====> 50.35% || num_zero/num_total: 430851/855770
valid 268 ====> Acc@1 77.630 Acc@5 98.710
train 269 ====> Acc@1 88.614 Acc@5 99.680
sparsity 269 ====> 50.35% || num_zero/num_total: 430851/855770
valid 269 ====> Acc@1 76.210 Acc@5 98.710
train 270 ====> Acc@1 88.588 Acc@5 99.670
sparsity 270 ====> 50.35% || num_zero/num_total: 430851/855770
valid 270 ====> Acc@1 80.300 Acc@5 98.910
train 271 ====> Acc@1 88.480 Acc@5 99.670
sparsity 271 ====> 50.35% || num_zero/num_total: 430851/855770
valid 271 ====> Acc@1 74.280 Acc@5 96.940
train 272 ====> Acc@1 88.584 Acc@5 99.710
sparsity 272 ====> 50.35% || num_zero/num_total: 430851/855770
valid 272 ====> Acc@1 80.840 Acc@5 99.100
train 273 ====> Acc@1 88.702 Acc@5 99.716
sparsity 273 ====> 50.35% || num_zero/num_total: 430851/855770
valid 273 ====> Acc@1 80.650 Acc@5 98.950
train 274 ====> Acc@1 88.778 Acc@5 99.704
sparsity 274 ====> 50.35% || num_zero/num_total: 430851/855770
valid 274 ====> Acc@1 79.810 Acc@5 98.480
train 275 ====> Acc@1 88.814 Acc@5 99.702
sparsity 275 ====> 50.35% || num_zero/num_total: 430851/855770
valid 275 ====> Acc@1 79.480 Acc@5 98.720
train 276 ====> Acc@1 88.926 Acc@5 99.680
sparsity 276 ====> 50.35% || num_zero/num_total: 430851/855770
valid 276 ====> Acc@1 81.860 Acc@5 99.270
train 277 ====> Acc@1 88.854 Acc@5 99.678
sparsity 277 ====> 50.35% || num_zero/num_total: 430851/855770
valid 277 ====> Acc@1 76.770 Acc@5 98.930
train 278 ====> Acc@1 88.674 Acc@5 99.686
sparsity 278 ====> 50.35% || num_zero/num_total: 430851/855770
valid 278 ====> Acc@1 79.980 Acc@5 98.590
train 279 ====> Acc@1 88.698 Acc@5 99.666
sparsity 279 ====> 50.35% || num_zero/num_total: 430851/855770
valid 279 ====> Acc@1 79.360 Acc@5 98.960
train 280 ====> Acc@1 88.704 Acc@5 99.718
sparsity 280 ====> 50.35% || num_zero/num_total: 430851/855770
valid 280 ====> Acc@1 77.160 Acc@5 98.670
train 281 ====> Acc@1 88.636 Acc@5 99.720
sparsity 281 ====> 50.35% || num_zero/num_total: 430851/855770
valid 281 ====> Acc@1 79.070 Acc@5 98.590
train 282 ====> Acc@1 88.704 Acc@5 99.652
sparsity 282 ====> 50.35% || num_zero/num_total: 430851/855770
valid 282 ====> Acc@1 80.170 Acc@5 99.100
train 283 ====> Acc@1 88.798 Acc@5 99.718
sparsity 283 ====> 50.35% || num_zero/num_total: 430851/855770
valid 283 ====> Acc@1 79.870 Acc@5 98.940
train 284 ====> Acc@1 88.550 Acc@5 99.656
sparsity 284 ====> 50.35% || num_zero/num_total: 430851/855770
valid 284 ====> Acc@1 78.570 Acc@5 98.720
train 285 ====> Acc@1 89.012 Acc@5 99.736
sparsity 285 ====> 50.35% || num_zero/num_total: 430851/855770
valid 285 ====> Acc@1 80.190 Acc@5 98.760
train 286 ====> Acc@1 89.016 Acc@5 99.744
sparsity 286 ====> 50.35% || num_zero/num_total: 430851/855770
valid 286 ====> Acc@1 77.580 Acc@5 97.940
train 287 ====> Acc@1 88.842 Acc@5 99.722
sparsity 287 ====> 50.35% || num_zero/num_total: 430851/855770
valid 287 ====> Acc@1 78.580 Acc@5 98.670
train 288 ====> Acc@1 88.716 Acc@5 99.722
sparsity 288 ====> 50.35% || num_zero/num_total: 430851/855770
valid 288 ====> Acc@1 82.030 Acc@5 99.150
train 289 ====> Acc@1 88.740 Acc@5 99.738
sparsity 289 ====> 50.35% || num_zero/num_total: 430851/855770
valid 289 ====> Acc@1 78.230 Acc@5 98.850
train 290 ====> Acc@1 88.860 Acc@5 99.726
sparsity 290 ====> 50.35% || num_zero/num_total: 430851/855770
valid 290 ====> Acc@1 77.090 Acc@5 98.440
train 291 ====> Acc@1 88.976 Acc@5 99.698
sparsity 291 ====> 50.35% || num_zero/num_total: 430851/855770
valid 291 ====> Acc@1 77.280 Acc@5 98.560
train 292 ====> Acc@1 88.700 Acc@5 99.678
sparsity 292 ====> 50.35% || num_zero/num_total: 430851/855770
valid 292 ====> Acc@1 81.020 Acc@5 98.980
train 293 ====> Acc@1 88.826 Acc@5 99.728
sparsity 293 ====> 50.35% || num_zero/num_total: 430851/855770
valid 293 ====> Acc@1 80.980 Acc@5 98.990
train 294 ====> Acc@1 88.750 Acc@5 99.734
sparsity 294 ====> 50.35% || num_zero/num_total: 430851/855770
valid 294 ====> Acc@1 79.710 Acc@5 98.850
train 295 ====> Acc@1 88.748 Acc@5 99.730
sparsity 295 ====> 50.35% || num_zero/num_total: 430851/855770
valid 295 ====> Acc@1 78.660 Acc@5 98.540
train 296 ====> Acc@1 89.136 Acc@5 99.734
sparsity 296 ====> 50.35% || num_zero/num_total: 430851/855770
valid 296 ====> Acc@1 80.970 Acc@5 98.860
train 297 ====> Acc@1 88.814 Acc@5 99.710
sparsity 297 ====> 50.35% || num_zero/num_total: 430851/855770
valid 297 ====> Acc@1 75.970 Acc@5 98.400
train 298 ====> Acc@1 89.076 Acc@5 99.700
sparsity 298 ====> 50.35% || num_zero/num_total: 430851/855770
valid 298 ====> Acc@1 77.260 Acc@5 98.670
train 299 ====> Acc@1 89.174 Acc@5 99.718
sparsity 299 ====> 50.35% || num_zero/num_total: 430851/855770
valid 299 ====> Acc@1 82.020 Acc@5 99.020
[288, 88.716, 99.722, 82.03, 99.15]
