Files already downloaded and verified
Files already downloaded and verified
prune rate 0.6 regularization odecay 0.8
valid 19 ====> Acc@1 42.530 Acc@5 91.280
train 20 ====> Acc@1 43.990 Acc@5 91.634
sparsity 20 ====> 71.21% || num_zero/num_total: 609426/855770
valid 20 ====> Acc@1 43.990 Acc@5 91.760
train 21 ====> Acc@1 44.638 Acc@5 91.828
sparsity 21 ====> 71.18% || num_zero/num_total: 609138/855770
valid 21 ====> Acc@1 41.410 Acc@5 89.850
train 22 ====> Acc@1 45.204 Acc@5 92.030
sparsity 22 ====> 71.21% || num_zero/num_total: 609426/855770
valid 22 ====> Acc@1 43.930 Acc@5 91.280
train 23 ====> Acc@1 45.772 Acc@5 92.098
sparsity 23 ====> 71.21% || num_zero/num_total: 609426/855770
valid 23 ====> Acc@1 44.330 Acc@5 90.690
train 24 ====> Acc@1 45.752 Acc@5 92.176
sparsity 24 ====> 71.21% || num_zero/num_total: 609426/855770
valid 24 ====> Acc@1 39.310 Acc@5 89.110
train 25 ====> Acc@1 46.692 Acc@5 92.658
sparsity 25 ====> 71.21% || num_zero/num_total: 609426/855770
valid 25 ====> Acc@1 46.950 Acc@5 92.830
train 26 ====> Acc@1 47.394 Acc@5 92.678
sparsity 26 ====> 71.21% || num_zero/num_total: 609426/855770
valid 26 ====> Acc@1 44.190 Acc@5 92.110
train 27 ====> Acc@1 47.682 Acc@5 92.848
sparsity 27 ====> 71.21% || num_zero/num_total: 609426/855770
valid 27 ====> Acc@1 45.830 Acc@5 92.050
train 28 ====> Acc@1 48.358 Acc@5 92.868
sparsity 28 ====> 71.18% || num_zero/num_total: 609138/855770
valid 28 ====> Acc@1 45.780 Acc@5 92.170
train 29 ====> Acc@1 48.834 Acc@5 93.118
sparsity 29 ====> 71.21% || num_zero/num_total: 609426/855770
valid 29 ====> Acc@1 44.550 Acc@5 92.190
train 30 ====> Acc@1 49.726 Acc@5 93.088
sparsity 30 ====> 71.15% || num_zero/num_total: 608850/855770
valid 30 ====> Acc@1 48.150 Acc@5 92.700
train 31 ====> Acc@1 50.042 Acc@5 93.308
sparsity 31 ====> 71.15% || num_zero/num_total: 608850/855770
valid 31 ====> Acc@1 46.650 Acc@5 92.930
train 32 ====> Acc@1 50.512 Acc@5 93.342
sparsity 32 ====> 71.15% || num_zero/num_total: 608850/855770
valid 32 ====> Acc@1 48.130 Acc@5 92.700
train 33 ====> Acc@1 50.884 Acc@5 93.586
sparsity 33 ====> 71.15% || num_zero/num_total: 608850/855770
valid 33 ====> Acc@1 47.150 Acc@5 92.630
train 34 ====> Acc@1 51.552 Acc@5 93.624
sparsity 34 ====> 71.15% || num_zero/num_total: 608850/855770
valid 34 ====> Acc@1 49.790 Acc@5 92.980
train 35 ====> Acc@1 52.352 Acc@5 93.876
sparsity 35 ====> 71.15% || num_zero/num_total: 608850/855770
valid 35 ====> Acc@1 52.970 Acc@5 94.110
train 36 ====> Acc@1 53.172 Acc@5 94.112
sparsity 36 ====> 71.18% || num_zero/num_total: 609138/855770
valid 36 ====> Acc@1 48.060 Acc@5 91.060
train 37 ====> Acc@1 53.310 Acc@5 94.094
sparsity 37 ====> 71.15% || num_zero/num_total: 608850/855770
valid 37 ====> Acc@1 45.600 Acc@5 91.310
train 38 ====> Acc@1 53.492 Acc@5 94.012
sparsity 38 ====> 71.18% || num_zero/num_total: 609138/855770
valid 38 ====> Acc@1 49.050 Acc@5 93.150
train 39 ====> Acc@1 54.636 Acc@5 94.334
sparsity 39 ====> 71.18% || num_zero/num_total: 609138/855770
valid 39 ====> Acc@1 55.540 Acc@5 94.930
train 40 ====> Acc@1 54.832 Acc@5 94.402
sparsity 40 ====> 71.18% || num_zero/num_total: 609138/855770
valid 40 ====> Acc@1 54.340 Acc@5 94.400
train 41 ====> Acc@1 54.798 Acc@5 94.378
sparsity 41 ====> 71.10% || num_zero/num_total: 608418/855770
valid 41 ====> Acc@1 40.170 Acc@5 88.070
train 42 ====> Acc@1 54.500 Acc@5 94.426
sparsity 42 ====> 71.08% || num_zero/num_total: 608274/855770
valid 42 ====> Acc@1 40.350 Acc@5 88.970
train 43 ====> Acc@1 54.968 Acc@5 94.440
sparsity 43 ====> 71.10% || num_zero/num_total: 608418/855770
valid 43 ====> Acc@1 55.700 Acc@5 95.120
train 44 ====> Acc@1 55.228 Acc@5 94.474
sparsity 44 ====> 71.15% || num_zero/num_total: 608850/855770
valid 44 ====> Acc@1 50.070 Acc@5 93.410
train 45 ====> Acc@1 56.728 Acc@5 94.720
sparsity 45 ====> 71.13% || num_zero/num_total: 608706/855770
valid 45 ====> Acc@1 53.820 Acc@5 93.930
train 46 ====> Acc@1 57.270 Acc@5 95.118
sparsity 46 ====> 71.13% || num_zero/num_total: 608706/855770
valid 46 ====> Acc@1 52.540 Acc@5 94.700
train 47 ====> Acc@1 57.892 Acc@5 95.208
sparsity 47 ====> 71.15% || num_zero/num_total: 608850/855770
valid 47 ====> Acc@1 56.350 Acc@5 94.930
train 48 ====> Acc@1 58.122 Acc@5 95.160
sparsity 48 ====> 71.15% || num_zero/num_total: 608850/855770
valid 48 ====> Acc@1 55.710 Acc@5 95.660
train 49 ====> Acc@1 59.034 Acc@5 95.368
sparsity 49 ====> 71.15% || num_zero/num_total: 608850/855770
valid 49 ====> Acc@1 58.900 Acc@5 95.850
train 50 ====> Acc@1 59.742 Acc@5 95.476
sparsity 50 ====> 71.15% || num_zero/num_total: 608850/855770
valid 50 ====> Acc@1 54.580 Acc@5 94.510
train 51 ====> Acc@1 59.496 Acc@5 95.480
sparsity 51 ====> 71.15% || num_zero/num_total: 608850/855770
valid 51 ====> Acc@1 55.780 Acc@5 94.220
train 52 ====> Acc@1 60.576 Acc@5 95.748
sparsity 52 ====> 71.10% || num_zero/num_total: 608418/855770
valid 52 ====> Acc@1 54.380 Acc@5 94.100
train 53 ====> Acc@1 60.760 Acc@5 95.836
sparsity 53 ====> 71.11% || num_zero/num_total: 608562/855770
valid 53 ====> Acc@1 59.750 Acc@5 95.880
train 54 ====> Acc@1 61.616 Acc@5 95.934
sparsity 54 ====> 71.15% || num_zero/num_total: 608850/855770
valid 54 ====> Acc@1 54.570 Acc@5 94.310
train 55 ====> Acc@1 61.664 Acc@5 96.054
sparsity 55 ====> 71.15% || num_zero/num_total: 608850/855770
valid 55 ====> Acc@1 56.650 Acc@5 95.820
train 56 ====> Acc@1 62.260 Acc@5 96.114
sparsity 56 ====> 71.10% || num_zero/num_total: 608418/855770
valid 56 ====> Acc@1 55.120 Acc@5 94.730
train 57 ====> Acc@1 62.542 Acc@5 96.244
sparsity 57 ====> 71.11% || num_zero/num_total: 608562/855770
valid 57 ====> Acc@1 60.810 Acc@5 96.110
train 58 ====> Acc@1 63.084 Acc@5 96.362
sparsity 58 ====> 71.11% || num_zero/num_total: 608562/855770
valid 58 ====> Acc@1 60.150 Acc@5 96.470
train 59 ====> Acc@1 63.472 Acc@5 96.356
sparsity 59 ====> 71.10% || num_zero/num_total: 608418/855770
valid 59 ====> Acc@1 59.840 Acc@5 95.930
train 60 ====> Acc@1 63.724 Acc@5 96.320
sparsity 60 ====> 71.11% || num_zero/num_total: 608562/855770
valid 60 ====> Acc@1 41.000 Acc@5 91.170
train 61 ====> Acc@1 63.812 Acc@5 96.478
sparsity 61 ====> 71.15% || num_zero/num_total: 608850/855770
valid 61 ====> Acc@1 59.280 Acc@5 95.200
train 62 ====> Acc@1 64.664 Acc@5 96.664
sparsity 62 ====> 71.15% || num_zero/num_total: 608850/855770
valid 62 ====> Acc@1 60.380 Acc@5 96.070
train 63 ====> Acc@1 65.058 Acc@5 96.670
sparsity 63 ====> 71.15% || num_zero/num_total: 608850/855770
valid 63 ====> Acc@1 63.790 Acc@5 96.670
train 64 ====> Acc@1 65.386 Acc@5 96.730
sparsity 64 ====> 71.15% || num_zero/num_total: 608850/855770
valid 64 ====> Acc@1 54.750 Acc@5 93.730
train 65 ====> Acc@1 65.760 Acc@5 96.776
sparsity 65 ====> 71.15% || num_zero/num_total: 608850/855770
valid 65 ====> Acc@1 62.180 Acc@5 96.390
train 66 ====> Acc@1 65.764 Acc@5 96.870
sparsity 66 ====> 71.15% || num_zero/num_total: 608850/855770
valid 66 ====> Acc@1 59.840 Acc@5 96.390
train 67 ====> Acc@1 66.028 Acc@5 97.020
sparsity 67 ====> 71.15% || num_zero/num_total: 608850/855770
valid 67 ====> Acc@1 62.150 Acc@5 96.360
train 68 ====> Acc@1 66.280 Acc@5 97.098
sparsity 68 ====> 71.15% || num_zero/num_total: 608850/855770
valid 68 ====> Acc@1 64.250 Acc@5 96.730
train 69 ====> Acc@1 66.732 Acc@5 97.136
sparsity 69 ====> 71.15% || num_zero/num_total: 608850/855770
valid 69 ====> Acc@1 53.430 Acc@5 95.250
train 70 ====> Acc@1 67.334 Acc@5 97.176
sparsity 70 ====> 71.15% || num_zero/num_total: 608850/855770
valid 70 ====> Acc@1 66.850 Acc@5 96.950
train 71 ====> Acc@1 67.446 Acc@5 97.154
sparsity 71 ====> 71.15% || num_zero/num_total: 608850/855770
valid 71 ====> Acc@1 57.610 Acc@5 93.780
train 72 ====> Acc@1 67.392 Acc@5 97.240
sparsity 72 ====> 71.15% || num_zero/num_total: 608850/855770
valid 72 ====> Acc@1 64.400 Acc@5 96.940
train 73 ====> Acc@1 67.878 Acc@5 97.318
sparsity 73 ====> 71.15% || num_zero/num_total: 608850/855770
valid 73 ====> Acc@1 62.260 Acc@5 96.660
train 74 ====> Acc@1 68.538 Acc@5 97.438
sparsity 74 ====> 71.15% || num_zero/num_total: 608850/855770
valid 74 ====> Acc@1 57.390 Acc@5 94.660
train 75 ====> Acc@1 68.590 Acc@5 97.482
sparsity 75 ====> 71.15% || num_zero/num_total: 608850/855770
valid 75 ====> Acc@1 62.590 Acc@5 96.570
train 76 ====> Acc@1 68.748 Acc@5 97.508
sparsity 76 ====> 71.15% || num_zero/num_total: 608850/855770
valid 76 ====> Acc@1 56.100 Acc@5 94.180
train 77 ====> Acc@1 69.612 Acc@5 97.608
sparsity 77 ====> 71.15% || num_zero/num_total: 608850/855770
valid 77 ====> Acc@1 59.730 Acc@5 96.840
train 78 ====> Acc@1 69.482 Acc@5 97.590
sparsity 78 ====> 71.15% || num_zero/num_total: 608850/855770
valid 78 ====> Acc@1 60.060 Acc@5 95.970
train 79 ====> Acc@1 69.932 Acc@5 97.684
sparsity 79 ====> 71.15% || num_zero/num_total: 608850/855770
valid 79 ====> Acc@1 63.100 Acc@5 94.500
train 80 ====> Acc@1 70.600 Acc@5 97.728
sparsity 80 ====> 71.15% || num_zero/num_total: 608850/855770
valid 80 ====> Acc@1 64.110 Acc@5 96.160
train 81 ====> Acc@1 70.522 Acc@5 97.766
sparsity 81 ====> 71.15% || num_zero/num_total: 608850/855770
valid 81 ====> Acc@1 64.970 Acc@5 97.060
train 82 ====> Acc@1 71.242 Acc@5 97.858
sparsity 82 ====> 71.15% || num_zero/num_total: 608850/855770
valid 82 ====> Acc@1 58.520 Acc@5 94.800
train 83 ====> Acc@1 71.288 Acc@5 97.888
sparsity 83 ====> 71.15% || num_zero/num_total: 608850/855770
valid 83 ====> Acc@1 61.580 Acc@5 95.360
train 84 ====> Acc@1 71.730 Acc@5 97.970
sparsity 84 ====> 71.15% || num_zero/num_total: 608850/855770
valid 84 ====> Acc@1 65.710 Acc@5 96.540
train 85 ====> Acc@1 72.060 Acc@5 98.038
sparsity 85 ====> 71.18% || num_zero/num_total: 609138/855770
valid 85 ====> Acc@1 67.270 Acc@5 97.490
train 86 ====> Acc@1 72.790 Acc@5 98.112
sparsity 86 ====> 71.18% || num_zero/num_total: 609138/855770
valid 86 ====> Acc@1 59.330 Acc@5 95.630
train 87 ====> Acc@1 72.892 Acc@5 98.066
sparsity 87 ====> 71.18% || num_zero/num_total: 609138/855770
valid 87 ====> Acc@1 64.250 Acc@5 96.300
train 88 ====> Acc@1 73.522 Acc@5 98.272
sparsity 88 ====> 71.18% || num_zero/num_total: 609138/855770
valid 88 ====> Acc@1 71.190 Acc@5 98.200
train 89 ====> Acc@1 73.950 Acc@5 98.252
sparsity 89 ====> 71.18% || num_zero/num_total: 609138/855770
valid 89 ====> Acc@1 70.050 Acc@5 97.850
train 90 ====> Acc@1 74.382 Acc@5 98.250
sparsity 90 ====> 71.18% || num_zero/num_total: 609138/855770
valid 90 ====> Acc@1 65.510 Acc@5 96.920
train 91 ====> Acc@1 74.868 Acc@5 98.330
sparsity 91 ====> 71.18% || num_zero/num_total: 609138/855770
valid 91 ====> Acc@1 68.920 Acc@5 97.670
train 92 ====> Acc@1 74.696 Acc@5 98.406
sparsity 92 ====> 71.18% || num_zero/num_total: 609138/855770
valid 92 ====> Acc@1 68.990 Acc@5 97.040
train 93 ====> Acc@1 75.152 Acc@5 98.480
sparsity 93 ====> 71.18% || num_zero/num_total: 609138/855770
valid 93 ====> Acc@1 69.050 Acc@5 97.610
train 94 ====> Acc@1 75.302 Acc@5 98.430
sparsity 94 ====> 71.18% || num_zero/num_total: 609138/855770
valid 94 ====> Acc@1 64.880 Acc@5 95.480
train 95 ====> Acc@1 75.904 Acc@5 98.546
sparsity 95 ====> 71.18% || num_zero/num_total: 609138/855770
valid 95 ====> Acc@1 66.250 Acc@5 96.990
train 96 ====> Acc@1 76.308 Acc@5 98.538
sparsity 96 ====> 71.18% || num_zero/num_total: 609138/855770
valid 96 ====> Acc@1 67.080 Acc@5 98.030
train 97 ====> Acc@1 76.240 Acc@5 98.494
sparsity 97 ====> 71.18% || num_zero/num_total: 609138/855770
valid 97 ====> Acc@1 68.050 Acc@5 97.640
train 98 ====> Acc@1 77.030 Acc@5 98.568
sparsity 98 ====> 71.18% || num_zero/num_total: 609138/855770
valid 98 ====> Acc@1 67.080 Acc@5 96.990
train 99 ====> Acc@1 76.926 Acc@5 98.650
sparsity 99 ====> 71.18% || num_zero/num_total: 609138/855770
valid 99 ====> Acc@1 69.220 Acc@5 98.040
train 100 ====> Acc@1 77.394 Acc@5 98.644
sparsity 100 ====> 71.18% || num_zero/num_total: 609138/855770
valid 100 ====> Acc@1 65.040 Acc@5 96.850
train 101 ====> Acc@1 77.502 Acc@5 98.648
sparsity 101 ====> 71.18% || num_zero/num_total: 609138/855770
valid 101 ====> Acc@1 66.380 Acc@5 97.780
train 102 ====> Acc@1 77.706 Acc@5 98.744
sparsity 102 ====> 71.18% || num_zero/num_total: 609138/855770
valid 102 ====> Acc@1 73.500 Acc@5 98.060
train 103 ====> Acc@1 78.296 Acc@5 98.714
sparsity 103 ====> 71.18% || num_zero/num_total: 609138/855770
valid 103 ====> Acc@1 69.960 Acc@5 97.830
train 104 ====> Acc@1 78.720 Acc@5 98.802
sparsity 104 ====> 71.18% || num_zero/num_total: 609138/855770
valid 104 ====> Acc@1 69.510 Acc@5 96.650
train 105 ====> Acc@1 78.452 Acc@5 98.746
sparsity 105 ====> 71.18% || num_zero/num_total: 609138/855770
valid 105 ====> Acc@1 66.380 Acc@5 97.200
train 106 ====> Acc@1 78.678 Acc@5 98.822
sparsity 106 ====> 71.18% || num_zero/num_total: 609138/855770
valid 106 ====> Acc@1 64.660 Acc@5 97.440
train 107 ====> Acc@1 78.932 Acc@5 98.840
sparsity 107 ====> 71.18% || num_zero/num_total: 609138/855770
valid 107 ====> Acc@1 73.120 Acc@5 98.480
train 108 ====> Acc@1 79.064 Acc@5 98.902
sparsity 108 ====> 71.18% || num_zero/num_total: 609138/855770
valid 108 ====> Acc@1 69.060 Acc@5 97.340
train 109 ====> Acc@1 79.398 Acc@5 98.888
sparsity 109 ====> 71.18% || num_zero/num_total: 609138/855770
valid 109 ====> Acc@1 72.730 Acc@5 98.170
train 110 ====> Acc@1 79.418 Acc@5 98.884
sparsity 110 ====> 71.18% || num_zero/num_total: 609138/855770
valid 110 ====> Acc@1 70.920 Acc@5 96.740
train 111 ====> Acc@1 79.492 Acc@5 98.966
sparsity 111 ====> 71.18% || num_zero/num_total: 609138/855770
valid 111 ====> Acc@1 68.720 Acc@5 97.780
train 112 ====> Acc@1 79.862 Acc@5 99.002
sparsity 112 ====> 71.18% || num_zero/num_total: 609138/855770
valid 112 ====> Acc@1 74.430 Acc@5 98.150
train 113 ====> Acc@1 79.918 Acc@5 98.952
sparsity 113 ====> 71.18% || num_zero/num_total: 609138/855770
valid 113 ====> Acc@1 76.840 Acc@5 98.490
train 114 ====> Acc@1 80.218 Acc@5 99.000
sparsity 114 ====> 71.18% || num_zero/num_total: 609138/855770
valid 114 ====> Acc@1 69.630 Acc@5 96.990
train 115 ====> Acc@1 80.440 Acc@5 98.996
sparsity 115 ====> 71.18% || num_zero/num_total: 609138/855770
valid 115 ====> Acc@1 76.200 Acc@5 98.420
train 116 ====> Acc@1 80.396 Acc@5 98.986
sparsity 116 ====> 71.18% || num_zero/num_total: 609138/855770
valid 116 ====> Acc@1 74.830 Acc@5 98.360
train 117 ====> Acc@1 80.428 Acc@5 98.934
sparsity 117 ====> 71.18% || num_zero/num_total: 609138/855770
valid 117 ====> Acc@1 67.870 Acc@5 97.170
train 118 ====> Acc@1 80.620 Acc@5 99.004
sparsity 118 ====> 71.18% || num_zero/num_total: 609138/855770
valid 118 ====> Acc@1 66.910 Acc@5 97.750
train 119 ====> Acc@1 81.050 Acc@5 99.042
sparsity 119 ====> 71.18% || num_zero/num_total: 609138/855770
valid 119 ====> Acc@1 72.270 Acc@5 97.320
train 120 ====> Acc@1 80.978 Acc@5 99.086
sparsity 120 ====> 71.18% || num_zero/num_total: 609138/855770
valid 120 ====> Acc@1 53.240 Acc@5 90.810
train 121 ====> Acc@1 81.284 Acc@5 99.056
sparsity 121 ====> 71.18% || num_zero/num_total: 609138/855770
valid 121 ====> Acc@1 73.170 Acc@5 98.020
train 122 ====> Acc@1 81.412 Acc@5 99.094
sparsity 122 ====> 71.18% || num_zero/num_total: 609138/855770
valid 122 ====> Acc@1 65.780 Acc@5 96.430
train 123 ====> Acc@1 81.336 Acc@5 99.108
sparsity 123 ====> 71.18% || num_zero/num_total: 609138/855770
valid 123 ====> Acc@1 74.430 Acc@5 97.690
train 124 ====> Acc@1 81.576 Acc@5 99.112
sparsity 124 ====> 71.18% || num_zero/num_total: 609138/855770
valid 124 ====> Acc@1 73.090 Acc@5 97.430
train 125 ====> Acc@1 82.028 Acc@5 99.144
sparsity 125 ====> 71.18% || num_zero/num_total: 609138/855770
valid 125 ====> Acc@1 72.630 Acc@5 97.560
train 126 ====> Acc@1 81.872 Acc@5 99.164
sparsity 126 ====> 71.18% || num_zero/num_total: 609138/855770
valid 126 ====> Acc@1 71.580 Acc@5 97.280
train 127 ====> Acc@1 81.652 Acc@5 99.176
sparsity 127 ====> 71.18% || num_zero/num_total: 609138/855770
valid 127 ====> Acc@1 65.860 Acc@5 97.150
train 128 ====> Acc@1 81.760 Acc@5 99.228
sparsity 128 ====> 71.18% || num_zero/num_total: 609138/855770
valid 128 ====> Acc@1 71.310 Acc@5 97.020
train 129 ====> Acc@1 82.142 Acc@5 99.130
sparsity 129 ====> 71.18% || num_zero/num_total: 609138/855770
valid 129 ====> Acc@1 70.370 Acc@5 98.280
train 130 ====> Acc@1 82.360 Acc@5 99.176
sparsity 130 ====> 71.18% || num_zero/num_total: 609138/855770
valid 130 ====> Acc@1 75.180 Acc@5 98.200
train 131 ====> Acc@1 82.134 Acc@5 99.140
sparsity 131 ====> 71.18% || num_zero/num_total: 609138/855770
valid 131 ====> Acc@1 63.300 Acc@5 95.230
train 132 ====> Acc@1 82.206 Acc@5 99.160
sparsity 132 ====> 71.18% || num_zero/num_total: 609138/855770
valid 132 ====> Acc@1 67.090 Acc@5 96.530
train 133 ====> Acc@1 82.552 Acc@5 99.230
sparsity 133 ====> 71.18% || num_zero/num_total: 609138/855770
valid 133 ====> Acc@1 77.350 Acc@5 98.580
train 134 ====> Acc@1 82.644 Acc@5 99.226
sparsity 134 ====> 71.18% || num_zero/num_total: 609138/855770
valid 134 ====> Acc@1 76.980 Acc@5 98.730
train 135 ====> Acc@1 82.626 Acc@5 99.172
sparsity 135 ====> 71.18% || num_zero/num_total: 609138/855770
valid 135 ====> Acc@1 76.750 Acc@5 98.390
train 136 ====> Acc@1 82.468 Acc@5 99.220
sparsity 136 ====> 71.18% || num_zero/num_total: 609138/855770
valid 136 ====> Acc@1 71.610 Acc@5 97.750
train 137 ====> Acc@1 82.832 Acc@5 99.208
sparsity 137 ====> 71.18% || num_zero/num_total: 609138/855770
valid 137 ====> Acc@1 74.480 Acc@5 98.500
train 138 ====> Acc@1 82.894 Acc@5 99.270
sparsity 138 ====> 71.18% || num_zero/num_total: 609138/855770
valid 138 ====> Acc@1 77.110 Acc@5 98.230
train 139 ====> Acc@1 83.254 Acc@5 99.248
sparsity 139 ====> 71.18% || num_zero/num_total: 609138/855770
valid 139 ====> Acc@1 78.110 Acc@5 98.700
train 140 ====> Acc@1 83.104 Acc@5 99.238
sparsity 140 ====> 71.18% || num_zero/num_total: 609138/855770
valid 140 ====> Acc@1 76.700 Acc@5 98.630
train 141 ====> Acc@1 83.090 Acc@5 99.298
sparsity 141 ====> 71.18% || num_zero/num_total: 609138/855770
valid 141 ====> Acc@1 76.250 Acc@5 98.270
train 142 ====> Acc@1 83.222 Acc@5 99.254
sparsity 142 ====> 71.18% || num_zero/num_total: 609138/855770
valid 142 ====> Acc@1 73.370 Acc@5 98.150
train 143 ====> Acc@1 83.148 Acc@5 99.296
sparsity 143 ====> 71.18% || num_zero/num_total: 609138/855770
valid 143 ====> Acc@1 73.180 Acc@5 97.100
train 144 ====> Acc@1 83.188 Acc@5 99.248
sparsity 144 ====> 71.18% || num_zero/num_total: 609138/855770
valid 144 ====> Acc@1 76.770 Acc@5 98.630
train 145 ====> Acc@1 83.636 Acc@5 99.326
sparsity 145 ====> 71.18% || num_zero/num_total: 609138/855770
valid 145 ====> Acc@1 74.660 Acc@5 98.380
train 146 ====> Acc@1 83.338 Acc@5 99.234
sparsity 146 ====> 71.18% || num_zero/num_total: 609138/855770
valid 146 ====> Acc@1 72.250 Acc@5 98.240
train 147 ====> Acc@1 83.898 Acc@5 99.316
sparsity 147 ====> 71.18% || num_zero/num_total: 609138/855770
valid 147 ====> Acc@1 75.430 Acc@5 97.870
train 148 ====> Acc@1 83.380 Acc@5 99.306
sparsity 148 ====> 71.18% || num_zero/num_total: 609138/855770
valid 148 ====> Acc@1 77.570 Acc@5 98.730
train 149 ====> Acc@1 83.930 Acc@5 99.354
sparsity 149 ====> 71.18% || num_zero/num_total: 609138/855770
valid 149 ====> Acc@1 76.340 Acc@5 98.540
train 150 ====> Acc@1 83.736 Acc@5 99.336
sparsity 150 ====> 71.18% || num_zero/num_total: 609138/855770
valid 150 ====> Acc@1 68.320 Acc@5 97.960
train 151 ====> Acc@1 83.670 Acc@5 99.284
sparsity 151 ====> 71.18% || num_zero/num_total: 609138/855770
valid 151 ====> Acc@1 69.920 Acc@5 97.880
train 152 ====> Acc@1 83.868 Acc@5 99.378
sparsity 152 ====> 71.18% || num_zero/num_total: 609138/855770
valid 152 ====> Acc@1 69.630 Acc@5 98.420
train 153 ====> Acc@1 83.990 Acc@5 99.344
sparsity 153 ====> 71.18% || num_zero/num_total: 609138/855770
valid 153 ====> Acc@1 67.770 Acc@5 96.370
train 154 ====> Acc@1 84.036 Acc@5 99.264
sparsity 154 ====> 71.18% || num_zero/num_total: 609138/855770
valid 154 ====> Acc@1 78.070 Acc@5 98.830
train 155 ====> Acc@1 83.938 Acc@5 99.352
sparsity 155 ====> 71.18% || num_zero/num_total: 609138/855770
valid 155 ====> Acc@1 72.010 Acc@5 97.130
train 156 ====> Acc@1 84.182 Acc@5 99.428
sparsity 156 ====> 71.18% || num_zero/num_total: 609138/855770
valid 156 ====> Acc@1 78.960 Acc@5 98.780
train 157 ====> Acc@1 84.370 Acc@5 99.350
sparsity 157 ====> 71.18% || num_zero/num_total: 609138/855770
valid 157 ====> Acc@1 71.470 Acc@5 96.660
train 158 ====> Acc@1 84.360 Acc@5 99.398
sparsity 158 ====> 71.18% || num_zero/num_total: 609138/855770
valid 158 ====> Acc@1 74.440 Acc@5 97.910
train 159 ====> Acc@1 84.198 Acc@5 99.394
sparsity 159 ====> 71.18% || num_zero/num_total: 609138/855770
